Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.012965,6.173898,[ 1 12] ; [12 13],[4.44736842 8.55263158] ; [ 8.55263158 16.44736842],0
s7,1,0.016942,5.702352,[5 8] ; [18  5],[8.30555556 4.69444444] ; [14.69444444  8.30555556],0
s3,1,0.033218,4.534517,[6 7] ; [20  5],[8.89473684 4.10526316] ; [17.10526316  7.89473684],0
p2,1,0.091696,2.844341,[7 6] ; [20  5],[9.23684211 3.76315789] ; [17.76315789  7.23684211],0
s6,1,0.122325,2.387291,[8 5] ; [21  4],[9.92105263 3.07894737] ; [19.07894737  5.92105263],0
a7,1,0.135918,2.223572,[10  3] ; [13 12],[7.86842105 5.13157895] ; [15.13157895  9.86842105],0
v2,1,0.161304,1.961963,[5 8] ; [15  9],[7.02702703 5.97297297] ; [12.97297297 11.02702703],0
v1,1,0.204621,1.609084,[ 3 10] ; [11 14],[4.78947368 8.21052632] ; [ 9.21052632 15.78947368],0
a3,1,0.204621,1.609084,[10  3] ; [14 11],[8.21052632 4.78947368] ; [15.78947368  9.21052632],0
a6,1,0.204621,1.609084,[10  3] ; [14 11],[8.21052632 4.78947368] ; [15.78947368  9.21052632],0
p4,1,0.207119,1.591453,[5 8] ; [15 10],[6.84210526 6.15789474] ; [13.15789474 11.84210526],0
v3,1,0.259653,1.270604,[4 9] ; [12 12],[5.62162162 7.37837838] ; [10.37837838 13.62162162],0
r1,1,0.289389,1.122462,[9 4] ; [21  4],[10.26315789  2.73684211] ; [19.73684211  5.26315789],0
b3,1,0.333998,0.933333,[1 7] ; [ 6 14],[2. 6.] ; [ 5. 15.],0
b2,1,0.333998,0.933333,[1 7] ; [ 6 14],[2. 6.] ; [ 5. 15.],0
b1,1,0.351055,0.86964,[8 5] ; [19  6],[9.23684211 3.76315789] ; [17.76315789  7.23684211],0
n6,1,0.38551,0.753056,[11  2] ; [18  7],[9.92105263 3.07894737] ; [19.07894737  5.92105263],0
p7,1,0.477897,0.503658,[6 7] ; [14 10],[7.02702703 5.97297297] ; [12.97297297 11.02702703],0
d3,1,0.543512,0.36907,[7 6] ; [16  9],[7.86842105 5.13157895] ; [15.13157895  9.86842105],0
p11,1,0.543512,0.36907,[7 6] ; [16  9],[7.86842105 5.13157895] ; [15.13157895  9.86842105],0
b5,1,0.564143,0.332581,[6 7] ; [14 11],[6.84210526 6.15789474] ; [13.15789474 11.84210526],0
b4,1,0.565021,0.331085,[10  3] ; [17  8],[9.23684211 3.76315789] ; [17.76315789  7.23684211],0
a4,1,0.565021,0.331085,[ 3 10] ; [ 8 17],[3.76315789 9.23684211] ; [ 7.23684211 17.76315789],0
d1,1,0.574784,0.314743,[8 5] ; [13 12],[7.18421053 5.81578947] ; [13.81578947 11.18421053],0
u1,1,0.593421,0.285034,[ 3 10] ; [ 4 21],[ 2.39473684 10.60526316] ; [ 4.60526316 20.39473684],0
d5,1,0.593421,0.285034,[10  3] ; [21  4],[10.60526316  2.39473684] ; [20.39473684  4.60526316],0
s5,1,0.608874,0.261818,[3 9] ; [ 8 16],[3.66666667 8.33333333] ; [ 7.33333333 16.66666667],0
v4,1,0.628687,0.233846,[12  1] ; [24  1],[12.31578947  0.68421053] ; [23.68421053  1.31578947],0
r2,1,0.628687,0.233846,[12  1] ; [24  1],[12.31578947  0.68421053] ; [23.68421053  1.31578947],0
r3,1,0.628687,0.233846,[12  1] ; [24  1],[12.31578947  0.68421053] ; [23.68421053  1.31578947],0
a8,1,0.629685,0.232488,[ 1 11] ; [ 1 22],[ 0.68571429 11.31428571] ; [ 1.31428571 21.68571429],0
n4,1,0.653023,0.20211,[9 4] ; [19  6],[9.57894737 3.42105263] ; [18.42105263  6.57894737],0
r4,1,0.681442,0.168507,[12  1] ; [22  3],[11.63157895  1.36842105] ; [22.36842105  2.63157895],0
d2,1,0.732396,0.116923,[7 6] ; [12 13],[6.5 6.5] ; [12.5 12.5],0
a5,1,0.742867,0.107622,[8 5] ; [14 11],[7.52631579 5.47368421] ; [14.47368421 10.52631579],0
p8,1,0.742867,0.107622,[5 8] ; [11 14],[5.47368421 7.52631579] ; [10.52631579 14.47368421],0
n5,1,0.858273,0.031888,[9 4] ; [18  7],[9.23684211 3.76315789] ; [17.76315789  7.23684211],0
p10,1,0.899192,0.016048,[6 7] ; [11 14],[5.81578947 7.18421053] ; [11.18421053 13.81578947],0
p6,1,0.918904,0.010366,[4 9] ; [ 7 17],[3.86486486 9.13513514] ; [ 7.13513514 16.86486486],0
d4,1,0.949371,0.004032,[10  3] ; [19  6],[9.92105263 3.07894737] ; [19.07894737  5.92105263],0
a2,1,0.960637,0.002436,[ 2 11] ; [ 4 21],[ 2.05263158 10.94736842] ; [ 3.94736842 21.05263158],0
a1,1,0.97338,0.001114,[ 1 12] ; [ 2 23],[ 1.02631579 11.97368421] ; [ 1.97368421 23.02631579],0
