Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.000207,13.762003,[3 1] ; [ 4 43],[0.54901961 3.45098039] ; [ 6.45098039 40.54901961],1
s6,1,0.026433,4.927493,[3 1] ; [11 36],[1.09803922 2.90196078] ; [12.90196078 34.09803922],0
s2,1,0.077046,3.12614,[2 2] ; [ 7 40],[0.70588235 3.29411765] ; [ 8.29411765 38.70588235],0
s5,1,0.082427,3.016378,[2 2] ; [ 7 39],[0.72 3.28] ; [ 8.28 37.72],0
p3,1,0.117851,2.445652,[2 2] ; [ 8 38],[0.8 3.2] ; [ 9.2 36.8],0
p6,1,0.191345,1.707231,[1 3] ; [ 3 43],[0.32 3.68] ; [ 3.68 42.32],0
b5,1,0.243511,1.360151,[3 1] ; [21 26],[1.88235294 2.11764706] ; [22.11764706 24.88235294],0
a6,1,0.278923,1.172332,[1 3] ; [25 22],[2.03921569 1.96078431] ; [23.96078431 23.03921569],0
p10,1,0.362806,0.828157,[2 2] ; [13 33],[1.2 2.8] ; [13.8 32.2],0
s3,1,0.362806,0.828157,[2 2] ; [13 33],[1.2 2.8] ; [13.8 32.2],0
b4,1,0.400076,0.708099,[3 1] ; [25 22],[2.19607843 1.80392157] ; [25.80392157 21.19607843],0
d2,1,0.4248,0.636999,[1 3] ; [21 25],[1.76 2.24] ; [20.24 25.76],0
d4,1,0.445492,0.582097,[3 1] ; [26 21],[2.2745098 1.7254902] ; [26.7254902 20.2745098],0
d1,1,0.461377,0.542553,[2 2] ; [15 32],[1.33333333 2.66666667] ; [15.66666667 31.33333333],0
d5,1,0.493484,0.468921,[3 1] ; [27 20],[2.35294118 1.64705882] ; [27.64705882 19.35294118],0
d3,1,0.493484,0.468921,[1 3] ; [20 27],[1.64705882 2.35294118] ; [19.35294118 27.64705882],0
p1,1,0.494867,0.465926,[1 3] ; [ 6 41],[0.54901961 3.45098039] ; [ 6.45098039 40.54901961],0
v2,1,0.508599,0.436949,[1 3] ; [ 6 40],[0.56 3.44] ; [ 6.44 39.56],0
a7,1,0.52145,0.411025,[2 2] ; [16 31],[1.41176471 2.58823529] ; [16.58823529 30.41176471],0
a3,1,0.523186,0.407609,[3 1] ; [27 19],[2.4 1.6] ; [27.6 18.4],0
p9,1,0.589639,0.290909,[2 2] ; [16 28],[1.5 2.5] ; [16.5 27.5],0
p2,1,0.606203,0.265741,[2 2] ; [17 29],[1.52 2.48] ; [17.48 28.52],0
b1,1,0.653591,0.201402,[3 1] ; [30 17],[2.58823529 1.41176471] ; [30.41176471 16.58823529],0
b2,1,0.6936,0.155216,[1 2] ; [14 17],[1.32352941 1.67647059] ; [13.67647059 17.32352941],0
b3,1,0.6936,0.155216,[1 2] ; [14 17],[1.32352941 1.67647059] ; [13.67647059 17.32352941],0
n4,1,0.774783,0.081867,[3 1] ; [32 15],[2.74509804 1.25490196] ; [32.25490196 14.74509804],0
v3,1,0.777217,0.08006,[1 3] ; [ 9 38],[0.78431373 3.21568627] ; [ 9.21568627 37.78431373],0
s4,1,0.777217,0.08006,[1 3] ; [ 9 38],[0.78431373 3.21568627] ; [ 9.21568627 37.78431373],0
s7,1,0.849128,0.036188,[1 3] ; [ 9 34],[0.85106383 3.14893617] ; [ 9.14893617 33.85106383],0
p11,1,0.862014,0.03021,[1 3] ; [10 37],[0.8627451 3.1372549] ; [10.1372549 36.8627451],0
a5,1,0.902294,0.015071,[2 2] ; [25 22],[2.11764706 1.88235294] ; [24.88235294 22.11764706],0
n5,1,0.908903,0.013092,[3 1] ; [34 13],[2.90196078 1.09803922] ; [34.09803922 12.90196078],0
v1,1,0.981304,0.000549,[1 3] ; [12 35],[1.01960784 2.98039216] ; [11.98039216 35.01960784],0
