Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.000475,12.211045,[ 74 344] ; [19 30],[ 83.24197002 334.75802998] ; [ 9.75802998 39.24197002],1
n6,1,0.001149,10.570505,[395  30] ; [38 10],[389.05919662  35.94080338] ; [43.94080338  4.05919662],0
d5,1,0.00238,9.230759,[358  65] ; [33 16],[350.40889831  72.59110169] ; [40.59110169  8.40889831],0
d1,1,0.002424,9.196771,[269 157] ; [20 29],[259.18736842 166.81263158] ; [29.81263158 19.18736842],0
a5,1,0.002475,9.158929,[327  98] ; [28 21],[318.30168776 106.69831224] ; [36.69831224 12.30168776],0
d2,1,0.003062,8.770034,[224 199] ; [15 34],[214.18855932 208.81144068] ; [24.81144068 24.18855932],0
u1,1,0.00525,7.791205,[100 326] ; [ 3 46],[ 92.37473684 333.62526316] ; [10.62526316 38.37473684],0
a3,1,0.008951,6.832531,[323 100] ; [29 20],[315.45762712 107.54237288] ; [36.54237288 12.45762712],0
r1,1,0.009813,6.66862,[364  61] ; [35 14],[357.75316456  67.24683544] ; [41.24683544  7.75316456],0
n1,1,0.010136,6.610813,[41 38] ; [ 3 14],[36.20833333 42.79166667] ; [7.79166667 9.20833333],0
p3,1,0.010306,6.581251,[237 186] ; [18 31],[228.52754237 194.47245763] ; [26.47245763 22.52754237],0
p5,1,0.016463,5.752756,[ 73 348] ; [ 2 47],[ 67.18085106 353.81914894] ; [ 7.81914894 41.18085106],0
p4,1,0.016594,5.738826,[295 127] ; [26 23],[287.60509554 134.39490446] ; [33.39490446 15.60509554],0
a4,1,0.020103,5.402968,[203 219] ; [15 34],[195.32059448 226.67940552] ; [22.67940552 26.32059448],0
s7,1,0.022119,5.236385,[268 139] ; [23 24],[260.87444934 146.12555066] ; [30.12555066 16.87444934],0
p12,1,0.028705,4.785211,[ 53 369] ; [ 1 48],[ 48.38216561 373.61783439] ; [ 5.61783439 43.38216561],0
v3,1,0.042823,4.102393,[186 225] ; [14 33],[179.47598253 231.52401747] ; [20.52401747 26.47598253],0
a8,1,0.059395,3.554202,[ 67 319] ; [ 3 43],[ 62.5462963 323.4537037] ; [ 7.4537037 38.5462963],0
p6,1,0.087047,2.928162,[185 234] ; [15 33],[179.44325482 239.55674518] ; [20.55674518 27.44325482],0
p2,1,0.090371,2.867749,[366  57] ; [38 11],[362.05932203  60.94067797] ; [41.94067797  7.05932203],0
d4,1,0.126652,2.333066,[355  67] ; [37 12],[351.21868365  70.78131635] ; [40.78131635  8.21868365],0
u2,1,0.16334,1.943029,[63 39] ; [ 9 11],[60.19672131 41.80327869] ; [11.80327869  8.19672131],0
a2,1,0.171919,1.86613,[117 309] ; [ 9 40],[113.00210526 312.99789474] ; [12.99789474 36.00210526],0
d3,1,0.172469,1.861353,[299 124] ; [30 19],[294.84533898 128.15466102] ; [34.15466102 14.84533898],0
s5,1,0.27074,1.212995,[185 230] ; [17 30],[181.45021645 233.54978355] ; [20.54978355 26.45021645],0
u3,1,0.310352,1.029177,[64 39] ; [10 10],[61.96747967 41.03252033] ; [12.03252033  7.96747967],0
a6,1,0.315467,1.007649,[280 142] ; [36 13],[283.12526539 138.87473461] ; [32.87473461 16.12526539],0
