Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1.2e-05,19.2303,[10 27] ; [34 11],[19.85365854 17.14634146] ; [24.14634146 20.85365854],1
u3,1,0.005407,7.738095,[17  7] ; [ 9 19],[12. 12.] ; [14. 14.],0
v3,1,0.036279,4.383958,[ 6 30] ; [17 28],[10.22222222 25.77777778] ; [12.77777778 32.22222222],0
v1,1,0.060189,3.532163,[ 5 32] ; [14 31],[ 8.57317073 28.42682927] ; [10.42682927 34.57317073],0
n6,1,0.115213,2.481224,[21 16] ; [33 12],[24.36585366 12.63414634] ; [29.63414634 15.36585366],0
s4,1,0.131596,2.27358,[10 27] ; [ 6 38],[ 7.30864198 29.69135802] ; [ 8.69135802 35.30864198],0
v2,1,0.1808,1.791032,[10 25] ; [19 25],[12.84810127 22.15189873] ; [16.15189873 27.84810127],0
n1,1,0.209601,1.574183,[ 5 16] ; [5 6],[ 6.5625 14.4375] ; [3.4375 7.5625],0
s6,1,0.210204,1.570018,[13 24] ; [22 23],[15.79268293 21.20731707] ; [19.20731707 25.79268293],0
b3,1,0.215567,1.533641,[ 3 18] ; [ 9 22],[ 4.84615385 16.15384615] ; [ 7.15384615 23.84615385],0
b2,1,0.215567,1.533641,[ 3 18] ; [ 9 22],[ 4.84615385 16.15384615] ; [ 7.15384615 23.84615385],0
p3,1,0.240096,1.380031,[ 8 29] ; [15 30],[10.37804878 26.62195122] ; [12.62195122 32.37804878],0
d1,1,0.299087,1.07826,[12 25] ; [10 35],[ 9.92682927 27.07317073] ; [12.07317073 32.92682927],0
u2,1,0.322009,0.980769,[14 10] ; [12 15],[12.23529412 11.76470588] ; [13.76470588 13.23529412],0
v4,1,0.327342,0.959385,[29  7] ; [32 13],[27.11111111  8.88888889] ; [33.88888889 11.11111111],0
p1,1,0.357511,0.846618,[ 2 35] ; [ 5 40],[ 3.15853659 33.84146341] ; [ 3.84146341 41.15853659],0
r3,1,0.376774,0.781202,[30  7] ; [32 12],[28.32098765  8.67901235] ; [33.67901235 10.32098765],0
b1,1,0.386329,0.750465,[17 20] ; [25 20],[18.95121951 18.04878049] ; [23.04878049 21.95121951],0
d4,1,0.398364,0.713258,[23 13] ; [24 20],[21.15 14.85] ; [25.85 18.15],0
s3,1,0.409994,0.678818,[13 24] ; [19 24],[14.8 22.2] ; [17.2 25.8],0
d3,1,0.421206,0.646947,[14 23] ; [21 24],[15.79268293 21.20731707] ; [19.20731707 25.79268293],0
