Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,8.7e-05,15.395752,[40 15] ; [43 64],[28.17901235 26.82098765] ; [54.82098765 52.17901235],1
s8,1,0.000174,14.094138,[29 26] ; [25 82],[18.33333333 36.66666667] ; [35.66666667 71.33333333],1
v2,1,0.000283,13.178526,[31 21] ; [31 74],[20.53503185 31.46496815] ; [41.46496815 63.53503185],1
s7,1,0.001257,10.404371,[29 23] ; [30 73],[19.79354839 32.20645161] ; [39.20645161 63.79354839],0
p7,1,0.002917,8.85859,[36 17] ; [45 60],[27.17088608 25.82911392] ; [53.82911392 51.17088608],0
v3,1,0.003562,8.494559,[23 30] ; [22 82],[15.1910828 37.8089172] ; [29.8089172 74.1910828],0
d1,1,0.004996,7.880832,[30 25] ; [34 73],[21.72839506 33.27160494] ; [42.27160494 64.72839506],0
p3,1,0.006149,7.506056,[33 22] ; [40 67],[24.78395062 30.21604938] ; [48.21604938 58.78395062],0
p8,1,0.006709,7.349196,[32 23] ; [38 68],[23.91304348 31.08695652] ; [46.08695652 59.91304348],0
s5,1,0.0102,6.599713,[20 30] ; [21 82],[13.39869281 36.60130719] ; [27.60130719 75.39869281],0
d5,1,0.014593,5.964971,[44 10] ; [67 40],[37.22981366 16.77018634] ; [73.77018634 33.22981366],0
d3,1,0.028237,4.813551,[35 18] ; [51 56],[28.4875 24.5125] ; [57.5125 49.4875],0
s2,1,0.029619,4.731294,[32 23] ; [43 64],[25.46296296 29.53703704] ; [49.53703704 57.46296296],0
p12,1,0.034328,4.478299,[ 6 49] ; [  3 103],[ 3.07453416 51.92546584] ; [  5.92546584 100.07453416],0
r2,1,0.037243,4.339285,[48  5] ; [80 24],[43.21019108  9.78980892] ; [84.78980892 19.21019108],0
s6,1,0.045514,3.999505,[35 17] ; [53 52],[29.14649682 22.85350318] ; [58.85350318 46.14649682],0
u2,1,0.079398,3.077172,[13  7] ; [20 28],[ 9.70588235 10.29411765] ; [23.29411765 24.70588235],0
b2,1,0.110042,2.553612,[16 19] ; [18 43],[12.39583333 22.60416667] ; [21.60416667 39.39583333],0
b3,1,0.110042,2.553612,[16 19] ; [18 43],[12.39583333 22.60416667] ; [21.60416667 39.39583333],0
d4,1,0.118509,2.436918,[43 12] ; [71 36],[38.7037037 16.2962963] ; [75.2962963 31.7037037],0
p1,1,0.132725,2.260342,[ 9 46] ; [ 9 97],[ 6.14906832 48.85093168] ; [11.85093168 94.14906832],0
a5,1,0.20725,1.590532,[35 20] ; [57 50],[31.2345679 23.7654321] ; [60.7654321 46.2345679],0
n2,1,0.222857,1.485877,[13  6] ; [25  5],[14.73469388  4.26530612] ; [23.26530612  6.73469388],0
s4,1,0.296472,1.089994,[13 42] ; [18 89],[10.52469136 44.47530864] ; [20.47530864 86.52469136],0
n6,1,0.300116,1.073678,[46  9] ; [82 25],[43.45679012 11.54320988] ; [84.54320988 22.45679012],0
n5,1,0.301618,1.067028,[42 12] ; [75 32],[39.24223602 14.75776398] ; [77.75776398 29.24223602],0
u1,1,0.325509,0.966684,[ 4 51] ; [  4 103],[ 2.71604938 52.28395062] ; [  5.28395062 101.71604938],0
a3,1,0.3302,0.948114,[35 20] ; [59 47],[32.11180124 22.88819876] ; [61.88819876 44.11180124],0
u3,1,0.33124,0.944044,[10  9] ; [19 29],[ 8.2238806 10.7761194] ; [20.7761194 27.2238806],0
a1,1,0.332624,0.938653,[ 6 49] ; [  7 100],[ 4.41358025 50.58641975] ; [ 8.58641975 98.41358025],0
p5,1,0.339691,0.911598,[ 8 47] ; [10 95],[ 6.1875 48.8125] ; [11.8125 93.1875],0
a4,1,0.34796,0.880884,[21 34] ; [33 74],[18.33333333 36.66666667] ; [35.66666667 71.33333333],0
p2,1,0.34936,0.875781,[46  9] ; [82 24],[43.72670807 11.27329193] ; [84.27329193 21.72670807],0
r4,1,0.351642,0.867521,[38 17] ; [66 41],[35.30864198 19.69135802] ; [68.69135802 38.30864198],0
a6,1,0.353234,0.861805,[33 22] ; [56 51],[30.21604938 24.78395062] ; [58.78395062 48.21604938],0
b4,1,0.354454,0.857447,[36 19] ; [62 45],[33.27160494 21.72839506] ; [64.72839506 42.27160494],0
p11,1,0.37516,0.786503,[45 10] ; [81 26],[42.77777778 12.22222222] ; [83.22222222 23.77777778],0
n4,1,0.411513,0.674427,[39 16] ; [69 38],[36.66666667 18.33333333] ; [71.33333333 35.66666667],0
d2,1,0.438453,0.600328,[21 34] ; [34 72],[18.78881988 36.21118012] ; [36.21118012 69.78881988],0
s1,1,0.492479,0.471105,[ 2 53] ; [  2 105],[ 1.35802469 53.64197531] ; [  2.64197531 104.35802469],0
n3,1,0.524129,0.405762,[13  6] ; [23  7],[13.95918367  5.04081633] ; [22.04081633  7.95918367],0
v4,1,0.547999,0.360913,[49  6] ; [90 15],[47.78125  7.21875] ; [91.21875 13.78125],0
v1,1,0.549403,0.358387,[26 28] ; [44 58],[24.23076923 29.76923077] ; [45.76923077 56.23076923],0
n1,1,0.61157,0.257895,[ 9 10] ; [12 18],[ 8.14285714 10.85714286] ; [12.85714286 17.14285714],0
u4,1,0.629597,0.232608,[ 1 54] ; [  1 106],[ 0.67901235 54.32098765] ; [  1.32098765 105.67901235],0
b5,1,0.641934,0.216222,[35 20] ; [72 35],[36.32716049 18.67283951] ; [70.67283951 36.32716049],0
a2,1,0.676151,0.17449,[ 5 50] ; [12 95],[ 5.77160494 49.22839506] ; [11.22839506 95.77160494],0
p10,1,0.716331,0.132036,[47  7] ; [90 16],[46.2375  7.7625] ; [90.7625 15.2375],0
s3,1,0.736458,0.113264,[28 27] ; [51 55],[26.98757764 28.01242236] ; [52.01242236 53.98757764],0
b1,1,0.752371,0.099549,[23 32] ; [42 65],[22.06790123 32.93209877] ; [42.93209877 64.06790123],0
r3,1,0.793056,0.068825,[48  7] ; [94 12],[48.50931677  6.49068323] ; [93.49068323 12.50931677],0
a7,1,0.943946,0.004944,[33 21] ; [66 41],[33.20496894 20.79503106] ; [65.79503106 41.20496894],0
a8,1,0.950305,0.003884,[ 6 46] ; [12 89],[ 6.11764706 45.88235294] ; [11.88235294 89.11764706],0
