Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,6e-05,16.117583,[38 32] ; [ 9 41],[27.41666667 42.58333333] ; [19.58333333 30.41666667],1
s3,1,9.8e-05,15.178728,[47 22] ; [16 34],[36.52941176 32.47058824] ; [26.47058824 23.52941176],1
s8,1,0.000175,14.079167,[34 36] ; [ 8 43],[24.29752066 45.70247934] ; [17.70247934 33.29752066],1
p9,1,0.008389,6.948529,[55 13] ; [30 21],[48.57142857 19.42857143] ; [36.42857143 14.57142857],0
d1,1,0.012291,6.268378,[38 32] ; [16 35],[31.23966942 38.76033058] ; [22.76033058 28.23966942],0
r3,1,0.016367,5.763001,[66  3] ; [42  9],[62.1  6.9] ; [45.9  5.1],0
s7,1,0.017188,5.677064,[30 38] ; [10 35],[24.07079646 43.92920354] ; [15.92920354 29.07079646],0
s5,1,0.018244,5.572599,[21 47] ; [ 6 43],[15.69230769 52.30769231] ; [11.30769231 37.69230769],0
p10,1,0.020032,5.409091,[50 18] ; [27 24],[44. 24.] ; [33. 18.],0
p4,1,0.020569,5.36297,[41 29] ; [19 32],[34.7107438 35.2892562] ; [25.2892562 25.7107438],0
p7,1,0.028331,4.807791,[45 21] ; [24 26],[39.25862069 26.74137931] ; [29.74137931 20.25862069],0
u2,1,0.060135,3.533654,[22  5] ; [10  8],[19.2  7.8] ; [12.8  5.2],0
p8,1,0.093961,2.80516,[34 33] ; [18 33],[29.52542373 37.47457627] ; [22.47457627 28.52542373],0
v4,1,0.111259,2.53624,[66  3] ; [43  6],[63.73728814  5.26271186] ; [45.26271186  3.73728814],0
n5,1,0.126542,2.334425,[34 35] ; [18 33],[29.9 39.1] ; [22.1 28.9],0
a2,1,0.180804,1.791002,[13 57] ; [ 5 46],[10.41322314 59.58677686] ; [ 7.58677686 43.41322314],0
n2,1,0.184711,1.759309,[18  4] ; [8 5],[16.34285714  5.65714286] ; [9.65714286 3.34285714],0
u3,1,0.196706,1.666667,[20  7] ; [10  8],[18.  9.] ; [12.  6.],0
b1,1,0.204078,1.612949,[33 37] ; [30 21],[36.44628099 33.55371901] ; [26.55371901 24.44628099],0
d2,1,0.229509,1.443902,[28 42] ; [15 36],[24.87603306 45.12396694] ; [18.12396694 32.87603306],0
b4,1,0.250373,1.321219,[38 32] ; [33 18],[41.07438017 28.92561983] ; [29.92561983 21.07438017],0
p3,1,0.250373,1.321219,[32 38] ; [18 33],[28.92561983 41.07438017] ; [21.07438017 29.92561983],0
a4,1,0.312874,1.018502,[20 50] ; [19 32],[22.56198347 47.43801653] ; [16.43801653 34.56198347],0
s4,1,0.328667,0.954144,[16 54] ; [ 8 43],[13.88429752 56.11570248] ; [10.11570248 40.88429752],0
r1,1,0.441344,0.592787,[53 16] ; [36 15],[51.175 17.825] ; [37.825 13.175],0
d5,1,0.56336,0.33392,[54 16] ; [37 14],[52.6446281 17.3553719] ; [38.3553719 12.6446281],0
a8,1,0.573829,0.316318,[ 6 57] ; [ 3 43],[ 5.20183486 57.79816514] ; [ 3.79816514 42.20183486],0
a3,1,0.59849,0.277279,[42 28] ; [33 18],[43.38842975 26.61157025] ; [31.61157025 19.38842975],0
d3,1,0.600471,0.274286,[48 22] ; [32 18],[46.66666667 23.33333333] ; [33.33333333 16.66666667],0
a6,1,0.612364,0.256747,[51 19] ; [35 16],[49.75206612 20.24793388] ; [36.24793388 14.75206612],0
a5,1,0.613403,0.255249,[43 27] ; [29 22],[41.65289256 28.34710744] ; [30.34710744 20.65289256],0
p1,1,0.620691,0.244898,[ 4 66] ; [ 4 46],[ 4.66666667 65.33333333] ; [ 3.33333333 46.66666667],0
p5,1,0.641207,0.217167,[ 4 65] ; [ 2 49],[ 3.45 65.55] ; [ 2.55 48.45],0
n1,1,0.676701,0.173864,[ 7 15] ; [3 9],[ 6.47058824 15.52941176] ; [3.52941176 8.47058824],0
u1,1,0.683621,0.166078,[ 7 63] ; [ 4 47],[ 6.36363636 63.63636364] ; [ 4.63636364 46.36363636],0
v2,1,0.708668,0.139612,[31 33] ; [22 27],[30.01769912 33.98230088] ; [22.98230088 26.01769912],0
a7,1,0.739277,0.110763,[50 20] ; [35 16],[49.17355372 20.82644628] ; [35.82644628 15.17355372],0
p12,1,0.757604,0.095252,[ 2 67] ; [ 1 49],[ 1.7394958 67.2605042] ; [ 1.2605042 48.7394958],0
s1,1,0.770531,0.085077,[ 2 67] ; [ 1 48],[ 1.75423729 67.24576271] ; [ 1.24576271 47.75423729],0
n3,1,0.783758,0.075309,[16  6] ; [10  3],[16.34285714  5.65714286] ; [9.65714286 3.34285714],0
b5,1,0.785877,0.073804,[45 25] ; [34 17],[45.70247934 24.29752066] ; [33.29752066 17.70247934],0
r2,1,0.810959,0.057212,[59  9] ; [45  6],[59.42857143  8.57142857] ; [44.57142857  6.42857143],0
r4,1,0.833319,0.044288,[56 14] ; [40 11],[55.53719008 14.46280992] ; [40.46280992 10.53719008],0
v1,1,0.850235,0.035653,[32 35] ; [23 27],[31.4957265 35.5042735] ; [23.5042735 26.4957265],0
b2,1,0.876964,0.023969,[11 34] ; [ 5 17],[10.74626866 34.25373134] ; [ 5.25373134 16.74626866],0
b3,1,0.876964,0.023969,[11 34] ; [ 5 17],[10.74626866 34.25373134] ; [ 5.25373134 16.74626866],0
d4,1,0.883977,0.021295,[54 16] ; [38 12],[53.66666667 16.33333333] ; [38.33333333 11.66666667],0
p6,1,0.89169,0.018541,[18 49] ; [14 36],[18.32478632 48.67521368] ; [13.67521368 36.32478632],0
p11,1,0.956151,0.003023,[47 23] ; [34 17],[46.85950413 23.14049587] ; [34.14049587 16.85950413],0
v3,1,0.962663,0.002191,[16 49] ; [12 36],[16.10619469 48.89380531] ; [11.89380531 36.10619469],0
n4,1,0.992704,8.4e-05,[37 33] ; [27 24],[37.02479339 32.97520661] ; [26.97520661 24.02479339],0
