Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,4e-06,21.493883,[47 66] ; [16 98],[31.36123348 81.63876652] ; [31.63876652 82.36123348],1
s3,1,1.2e-05,19.17419,[55 57] ; [24 89],[39.32444444 72.67555556] ; [39.67555556 73.32444444],1
s5,1,0.005396,7.74162,[34 79] ; [16 94],[25.33632287 87.66367713] ; [24.66367713 85.33632287],0
p1,1,0.009045,6.813838,[  3 112] ; [ 13 101],[  8.0349345 106.9650655] ; [  7.9650655 106.0349345],0
s4,1,0.009767,6.676832,[21 93] ; [  8 106],[14.5 99.5] ; [14.5 99.5],0
p4,1,0.017291,5.666589,[72 43] ; [52 59],[63.09734513 51.90265487] ; [60.90265487 50.09734513],0
b1,1,0.021908,5.253043,[30 85] ; [46 68],[38.16593886 76.83406114] ; [37.83406114 76.16593886],0
p12,1,0.041571,4.152587,[ 12 103] ; [  4 109],[  8.07017544 106.92982456] ; [  7.92982456 105.07017544],0
p6,1,0.049063,3.873185,[38 75] ; [24 86],[31.41704036 81.58295964] ; [30.58295964 79.41704036],0
d3,1,0.053508,3.727969,[88 27] ; [74 40],[81.35371179 33.64628821] ; [80.64628821 33.35371179],0
u1,1,0.068754,3.312528,[18 97] ; [  9 105],[ 13.55895197 101.44104803] ; [ 13.44104803 100.55895197],0
b4,1,0.070423,3.273128,[76 39] ; [62 52],[69.30131004 45.69868996] ; [68.69868996 45.30131004],0
a7,1,0.08838,2.903641,[90 24] ; [78 35],[84.37004405 29.62995595] ; [83.62995595 29.37004405],0
p9,1,0.098889,2.723364,[96 18] ; [86 28],[91. 23.] ; [91. 23.],0
d5,1,0.113615,2.503206,[99 16] ; [89 25],[94.41048035 20.58951965] ; [93.58951965 20.41048035],0
p3,1,0.122116,2.389966,[59 56] ; [46 66],[53.1938326 61.8061674] ; [51.8061674 60.1938326],0
p10,1,0.1378,2.202356,[93 22] ; [82 31],[88.26754386 26.73245614] ; [86.73245614 26.26754386],0
a3,1,0.13855,2.193987,[70 45] ; [80 34],[75.32751092 39.67248908] ; [74.67248908 39.32751092],0
b5,1,0.161964,1.955797,[73 42] ; [62 52],[67.79475983 47.20524017] ; [67.20524017 46.79475983],0
a8,1,0.196519,1.668055,[12 90] ; [ 7 99],[ 9.31730769 92.68269231] ; [ 9.68269231 96.31730769],0
n5,1,0.225385,1.469749,[80 35] ; [70 43],[75.65789474 39.34210526] ; [74.34210526 38.65789474],0
v1,1,0.265322,1.240773,[70 41] ; [63 50],[65.90625 45.09375] ; [67.09375 45.90625],0
r3,1,0.294992,1.096696,[112   3] ; [107   6],[110.46052632   4.53947368] ; [108.53947368   4.46052632],0
u3,1,0.31403,1.013648,[25 20] ; [15 19],[22.78481013 22.21518987] ; [17.21518987 16.78481013],0
s1,1,0.317286,1.0001,[  1 111] ; [  3 110],[  1.99111111 110.00888889] ; [  2.00888889 110.99111111],0
n4,1,0.339151,0.91364,[76 39] ; [82 32],[79.34497817 35.65502183] ; [78.65502183 35.34497817],0
n3,1,0.350262,0.872507,[14  7] ; [22  6],[15.42857143  5.57142857] ; [20.57142857  7.42857143],0
b2,1,0.380759,0.768252,[16 38] ; [26 44],[18.29032258 35.70967742] ; [23.70967742 46.29032258],0
b3,1,0.380759,0.768252,[16 38] ; [26 44],[18.29032258 35.70967742] ; [23.70967742 46.29032258],0
d2,1,0.388174,0.744655,[45 69] ; [51 62],[48.21145374 65.78854626] ; [47.78854626 65.21145374],0
a2,1,0.405991,0.690509,[23 92] ; [18 96],[20.58951965 94.41048035] ; [20.41048035 93.58951965],0
s8,1,0.424379,0.638157,[25 90] ; [20 94],[22.59825328 92.40174672] ; [22.40174672 91.59825328],0
p11,1,0.424379,0.638157,[90 25] ; [94 20],[92.40174672 22.59825328] ; [91.59825328 22.40174672],0
u2,1,0.46616,0.531065,[21 23] ; [13 20],[19.42857143 24.57142857] ; [14.57142857 18.42857143],0
n2,1,0.526096,0.401927,[17  4] ; [19  7],[16.08510638  4.91489362] ; [19.91489362  6.08510638],0
a1,1,0.526982,0.400207,[  6 109] ; [  4 110],[  5.02183406 109.97816594] ; [  4.97816594 109.02183406],0
u4,1,0.556003,0.346672,[  1 114] ; [  2 112],[  1.50655022 113.49344978] ; [  1.49344978 112.50655022],0
v3,1,0.59058,0.289439,[50 61] ; [54 57],[52. 59.] ; [52. 59.],0
v4,1,0.604092,0.268868,[105   9] ; [107   7],[106.   8.] ; [106.   8.],0
p8,1,0.64052,0.218063,[55 58] ; [58 54],[56.75111111 56.24888889] ; [56.24888889 55.75111111],0
r2,1,0.651082,0.204539,[104  10] ; [104   8],[104.92035398   9.07964602] ; [103.07964602   8.92035398],0
p7,1,0.684081,0.165568,[69 44] ; [66 47],[67.5 45.5] ; [67.5 45.5],0
n6,1,0.737149,0.112648,[93 21] ; [91 23],[92. 22.] ; [92. 22.],0
d4,1,0.81194,0.056608,[97 18] ; [94 19],[96.3377193 18.6622807] ; [94.6622807 18.3377193],0
a6,1,0.817016,0.053539,[75 40] ; [76 38],[75.82969432 39.17030568] ; [75.17030568 38.82969432],0
r4,1,0.82286,0.050117,[101  14] ; [99 15],[100.43668122  14.56331878] ; [99.56331878 14.43668122],0
a4,1,0.849933,0.035798,[46 69] ; [47 67],[46.70305677 68.29694323] ; [46.29694323 67.70305677],0
n1,1,0.869889,0.02683,[ 6 15] ; [ 8 18],[ 6.25531915 14.74468085] ; [ 7.74468085 18.25531915],0
d1,1,0.935142,0.006622,[69 46] ; [69 45],[69.30131004 45.69868996] ; [68.69868996 45.30131004],0
p2,1,0.945466,0.004679,[91 24] ; [89 24],[90.78947368 24.21052632] ; [89.21052632 23.78947368],0
a5,1,0.965744,0.001844,[81 34] ; [80 34],[80.85152838 34.14847162] ; [80.14847162 33.85152838],0
p5,1,0.98555,0.000328,[  8 107] ; [  8 106],[  8.0349345 106.9650655] ; [  7.9650655 106.0349345],0
r1,1,1.0,0.0,[92 22] ; [92 22],[92. 22.] ; [92. 22.],0
