Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.0,43.983348,[130  38] ; [48 75],[102.7628866  65.2371134] ; [75.2371134 47.7628866],1
v3,1,0.0,43.940933,[97 70] ; [ 24 100],[69.43986254 97.56013746] ; [51.56013746 72.43986254],1
s4,1,0.006511,7.403264,[ 25 145] ; [33 86],[ 34.11764706 135.88235294] ; [23.88235294 95.11764706],0
b4,1,0.008493,6.926531,[109  62] ; [60 64],[97.96271186 73.03728814] ; [71.03728814 52.96271186],0
u1,1,0.033692,4.510258,[ 47 124] ; [ 21 103],[ 39.41694915 131.58305085] ; [28.58305085 95.41694915],0
p12,1,0.065251,3.398612,[ 26 144] ; [ 10 113],[ 20.88737201 149.11262799] ; [ 15.11262799 107.88737201],0
a7,1,0.072595,3.223345,[132  38] ; [84 39],[125.32423208  44.67576792] ; [90.67576792 32.32423208],0
p3,1,0.082601,3.012959,[120  51] ; [75 49],[113.03389831  57.96610169] ; [81.96610169 42.03389831],0
a6,1,0.111405,2.534179,[118  52] ; [75 49],[111.59863946  58.40136054] ; [81.40136054 42.59863946],0
b5,1,0.115262,2.480544,[108  63] ; [67 57],[101.44067797  69.55932203] ; [73.55932203 50.44067797],0
s8,1,0.142328,2.152604,[101  69] ; [63 61],[94.82993197 75.17006803] ; [69.17006803 54.82993197],0
a3,1,0.168761,1.893912,[131  39] ; [86 37],[125.90443686  44.09556314] ; [91.09556314 31.90443686],0
n4,1,0.189477,1.72168,[150  21] ; [102  22],[146.07457627  24.92542373] ; [105.92542373  18.07457627],0
v4,1,0.218601,1.513532,[161   9] ; [121   3],[163.06122449   6.93877551] ; [118.93877551   5.06122449],0
a2,1,0.219583,1.507097,[ 51 120] ; [29 95],[ 46.37288136 124.62711864] ; [33.62711864 90.37288136],0
s7,1,0.255045,1.295453,[104  56] ; [70 50],[99.42857143 60.57142857] ; [74.57142857 45.42857143],0
a5,1,0.304983,1.052277,[133  38] ; [90 34],[129.26440678  41.73559322] ; [93.73559322 30.26440678],0
u4,1,0.322389,0.979229,[  6 165] ; [  2 122],[  4.63728814 166.36271186] ; [  3.36271186 120.63728814],0
n5,1,0.325932,0.964994,[143  27] ; [98 25],[139.82935154  30.17064846] ; [101.17064846  21.82935154],0
