Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,8e-06,19.918396,[ 1 15] ; [51 25],[9.04347826 6.95652174] ; [42.95652174 33.04347826],1
d5,1,1.4e-05,18.914474,[ 6 10] ; [66 10],[12.52173913  3.47826087] ; [59.47826087 16.52173913],1
d3,1,0.00012,14.790058,[ 4 12] ; [57 19],[10.60869565  5.39130435] ; [50.39130435 25.60869565],1
a3,1,0.001493,10.087719,[7 9] ; [62 14],[12.  4.] ; [57. 19.],0
d2,1,0.013555,6.095147,[ 3 13] ; [40 36],[7.47826087 8.52173913] ; [35.52173913 40.47826087],0
a4,1,0.028141,4.819408,[ 3 13] ; [37 39],[6.95652174 9.04347826] ; [33.04347826 42.95652174],0
p9,1,0.050296,3.831579,[12  3] ; [72  4],[13.84615385  1.15384615] ; [70.15384615  5.84615385],0
p10,1,0.051232,3.800676,[12  4] ; [68  6],[14.22222222  1.77777778] ; [65.77777778  8.22222222],0
s1,1,0.064411,3.419991,[ 3 13] ; [ 4 72],[ 1.2173913 14.7826087] ; [ 5.7826087 70.2173913],0
p2,1,0.080949,3.045742,[12  4] ; [68  7],[14.06593407  1.93406593] ; [65.93406593  9.06593407],0
p1,1,0.130046,2.291958,[7 9] ; [19 57],[ 4.52173913 11.47826087] ; [21.47826087 54.52173913],0
a5,1,0.160965,1.96514,[10  6] ; [60 16],[12.17391304  3.82608696] ; [57.82608696 18.17391304],0
a2,1,0.16557,1.922601,[ 1 15] ; [16 60],[ 2.95652174 13.04347826] ; [14.04347826 61.95652174],0
r3,1,0.190992,1.709949,[13  3] ; [69  6],[14.41758242  1.58241758] ; [67.58241758  7.41758242],0
u3,1,0.195626,1.674729,[4 5] ; [10  4],[5.47826087 3.52173913] ; [8.52173913 5.47826087],0
a7,1,0.202825,1.621916,[9 7] ; [55 21],[11.13043478  4.86956522] ; [52.86956522 23.13043478],0
p8,1,0.245181,1.350553,[10  5] ; [61 15],[11.7032967  3.2967033] ; [59.2967033 16.7032967],0
v2,1,0.268534,1.224219,[7 9] ; [43 30],[8.98876404 7.01123596] ; [41.01123596 31.98876404],0
n1,1,0.268925,1.222222,[3 1] ; [ 8 10],[2. 2.] ; [9. 9.],0
p4,1,0.311851,1.022819,[12  4] ; [64 11],[13.36263736  2.63736264] ; [62.63736264 12.36263736],0
p7,1,0.352969,0.862756,[11  5] ; [58 15],[12.40449438  3.59550562] ; [56.59550562 16.40449438],0
r4,1,0.374674,0.788103,[15  1] ; [65 11],[13.91304348  2.08695652] ; [66.08695652  9.91304348],0
a6,1,0.37993,0.77093,[8 8] ; [47 29],[9.56521739 6.43478261] ; [45.43478261 30.56521739],0
s8,1,0.391902,0.733032,[7 8] ; [44 31],[8.5 6.5] ; [42.5 32.5],0
s2,1,0.427168,0.630512,[7 9] ; [41 34],[8.43956044 7.56043956] ; [39.56043956 35.43956044],0
v1,1,0.473104,0.514717,[9 7] ; [48 25],[10.24719101  5.75280899] ; [46.75280899 26.24719101],0
a1,1,0.513644,0.426637,[ 1 15] ; [ 9 67],[ 1.73913043 14.26086957] ; [ 8.26086957 67.73913043],0
p3,1,0.525283,0.403509,[11  5] ; [58 18],[12.  4.] ; [57. 19.],0
p11,1,0.559457,0.340645,[13  3] ; [66 10],[13.73913043  2.26086957] ; [65.26086957 10.73913043],0
v3,1,0.582253,0.302606,[8 8] ; [42 31],[8.98876404 7.01123596] ; [41.01123596 31.98876404],0
b1,1,0.630363,0.231569,[8 8] ; [33 43],[7.13043478 8.86956522] ; [33.86956522 42.13043478],0
s3,1,0.631914,0.229475,[8 7] ; [45 30],[8.83333333 6.16666667] ; [44.16666667 30.83333333],0
p6,1,0.64264,0.215306,[10  6] ; [41 32],[9.16853933 6.83146067] ; [41.83146067 31.16853933],0
p12,1,0.650914,0.20475,[ 3 13] ; [18 57],[ 3.69230769 12.30769231] ; [17.30769231 57.69230769],0
a8,1,0.667471,0.184574,[ 3 12] ; [11 60],[ 2.44186047 12.55813953] ; [11.55813953 59.44186047],0
u2,1,0.675447,0.175296,[5 4] ; [9 5],[5.47826087 3.52173913] ; [8.52173913 5.47826087],0
b5,1,0.700869,0.147569,[8 8] ; [34 42],[7.30434783 8.69565217] ; [34.69565217 41.30434783],0
r1,1,0.749778,0.101718,[13  3] ; [59 17],[12.52173913  3.47826087] ; [59.47826087 16.52173913],0
b4,1,0.751194,0.10053,[9 7] ; [46 30],[9.56521739 6.43478261] ; [45.43478261 30.56521739],0
n6,1,0.811505,0.056875,[15  1] ; [69  6],[14.76923077  1.23076923] ; [69.23076923  5.76923077],0
r2,1,0.83143,0.045313,[14  2] ; [67  8],[14.24175824  1.75824176] ; [66.75824176  8.24175824],0
s5,1,0.917801,0.010651,[10  6] ; [44 28],[9.81818182 6.18181818] ; [44.18181818 27.81818182],0
s7,1,0.939814,0.005701,[10  4] ; [50 21],[9.88235294 4.11764706] ; [50.11764706 20.88235294],0
n4,1,0.941234,0.005434,[14  2] ; [67  9],[14.08695652  1.91304348] ; [66.91304348  9.08695652],0
n2,1,0.956561,0.002967,[3 1] ; [14  5],[2.95652174 1.04347826] ; [14.04347826  4.95652174],0
b2,1,0.959185,0.002619,[5 5] ; [28 29],[4.92537313 5.07462687] ; [28.07462687 28.92537313],0
b3,1,0.959185,0.002619,[5 5] ; [28 29],[4.92537313 5.07462687] ; [28.07462687 28.92537313],0
s6,1,0.961781,0.002296,[12  3] ; [58 15],[11.93181818  3.06818182] ; [58.06818182 14.93181818],0
