Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,39.457129,[80 34] ; [ 1 26],[65.4893617 48.5106383] ; [15.5106383 11.4893617],1
d2,1,2e-06,22.686345,[62 52] ; [ 1 26],[50.93617021 63.06382979] ; [12.06382979 14.93617021],1
d4,1,1.1e-05,19.348061,[105   9] ; [16 11],[97.82978723 16.17021277] ; [23.17021277  3.82978723],1
a4,1,0.000181,14.015888,[53 61] ; [ 2 25],[44.46808511 69.53191489] ; [10.53191489 16.46808511],1
d3,1,0.000486,12.167298,[92 22] ; [13 14],[84.89361702 29.10638298] ; [20.10638298  6.89361702],1
a5,1,0.008123,7.006077,[88 26] ; [14 13],[82.46808511 31.53191489] ; [19.53191489  7.46808511],0
v2,1,0.011148,6.44157,[62 44] ; [ 8 18],[56.21212121 49.78787879] ; [13.78787879 12.21212121],0
a2,1,0.019279,5.47601,[27 87] ; [ 1 26],[22.63829787 91.36170213] ; [ 5.36170213 21.63829787],0
a3,1,0.032062,4.595197,[76 38] ; [12 15],[71.14893617 42.85106383] ; [16.85106383 10.14893617],0
s7,1,0.070211,3.278069,[56 55] ; [ 8 18],[51.8540146 59.1459854] ; [12.1459854 13.8540146],0
s4,1,0.097035,2.753616,[35 79] ; [ 4 23],[31.53191489 82.46808511] ; [ 7.46808511 19.53191489],0
a7,1,0.102267,2.669823,[89 25] ; [17 10],[85.70212766 28.29787234] ; [20.29787234  6.70212766],0
p11,1,0.109778,2.557409,[70 44] ; [21  6],[73.57446809 40.42553191] ; [17.42553191  9.57446809],0
b4,1,0.125385,2.348731,[77 37] ; [14 13],[73.57446809 40.42553191] ; [17.42553191  9.57446809],0
a8,1,0.185492,1.753061,[ 5 98] ; [ 3 22],[ 6.4375 96.5625] ; [ 1.5625 23.4375],0
u3,1,0.194883,1.680309,[28  9] ; [8 6],[26.11764706 10.88235294] ; [9.88235294 4.11764706],0
r2,1,0.208314,1.583107,[103   8] ; [23  4],[101.34782609   9.65217391] ; [24.65217391  2.34782609],0
s8,1,0.2252,1.470922,[57 57] ; [10 17],[54.17021277 59.82978723] ; [12.82978723 14.17021277],0
r3,1,0.227613,1.455715,[111   3] ; [25  2],[109.95744681   4.04255319] ; [26.04255319  0.95744681],0
p6,1,0.240363,1.378462,[36 77] ; [ 5 20],[33.57246377 79.42753623] ; [ 7.42753623 17.57246377],0
s2,1,0.241606,1.371198,[73 41] ; [14 13],[70.34042553 43.65957447] ; [16.65957447 10.34042553],0
u2,1,0.346488,0.886276,[24 13] ; [11  3],[25.39215686 11.60784314] ; [9.60784314 4.39215686],0
v3,1,0.399667,0.709328,[31 77] ; [10 17],[32.8 75.2] ; [ 8.2 18.8],0
n6,1,0.431554,0.618638,[76 37] ; [16 11],[74.25714286 38.74285714] ; [17.74285714  9.25714286],0
b2,1,0.436954,0.604269,[18 47] ; [5 8],[19.16666667 45.83333333] ; [3.83333333 9.16666667],0
b3,1,0.436954,0.604269,[18 47] ; [5 8],[19.16666667 45.83333333] ; [3.83333333 9.16666667],0
b5,1,0.450946,0.568272,[67 47] ; [18  9],[68.72340426 45.27659574] ; [16.27659574 10.72340426],0
s5,1,0.457877,0.551079,[46 62] ; [ 9 17],[44.32835821 63.67164179] ; [10.67164179 15.32835821],0
p3,1,0.504841,0.444746,[51 63] ; [14 13],[52.55319149 61.44680851] ; [12.44680851 14.55319149],0
b1,1,0.534198,0.386399,[41 73] ; [ 8 19],[39.61702128 74.38297872] ; [ 9.38297872 17.61702128],0
a6,1,0.534198,0.386399,[73 41] ; [19  8],[74.38297872 39.61702128] ; [17.61702128  9.38297872],0
p2,1,0.536328,0.382388,[86 27] ; [19  8],[84.75 28.25] ; [20.25  6.75],0
