Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0016,9.959944,[24  8] ; [16 26],[17.2972973 14.7027027] ; [22.7027027 19.2972973],0
s5,1,0.02195,5.249736,[ 1 28] ; [10 33],[ 4.43055556 24.56944444] ; [ 6.56944444 36.43055556],0
d5,1,0.028054,4.824755,[23  9] ; [20 23],[18.34666667 13.65333333] ; [24.65333333 18.34666667],0
d3,1,0.049125,3.871076,[20 12] ; [17 26],[15.78666667 16.21333333] ; [21.21333333 21.78666667],0
a6,1,0.065668,3.38812,[21 11] ; [19 24],[17.06666667 14.93333333] ; [22.93333333 20.06666667],0
v3,1,0.079052,3.084283,[10 22] ; [ 6 36],[ 6.91891892 25.08108108] ; [ 9.08108108 32.91891892],0
d4,1,0.105835,2.615339,[23  9] ; [23 20],[19.62666667 12.37333333] ; [26.37333333 16.62666667],0
a2,1,0.106132,2.610897,[ 5 27] ; [ 2 41],[ 2.98666667 29.01333333] ; [ 4.01333333 38.98666667],0
s1,1,0.167617,1.904126,[ 3 28] ; [ 1 42],[ 1.67567568 29.32432432] ; [ 2.32432432 40.67567568],0
a5,1,0.169641,1.886114,[17 15] ; [16 27],[14.08 17.92] ; [18.92 24.08],0
u1,1,0.179014,1.805793,[ 3 29] ; [ 1 42],[ 1.70666667 30.29333333] ; [ 2.29333333 40.70666667],0
a4,1,0.188814,1.72685,[13 19] ; [11 31],[10.37837838 21.62162162] ; [13.62162162 28.37837838],0
s2,1,0.208927,1.578844,[ 5 27] ; [12 31],[ 7.25333333 24.74666667] ; [ 9.74666667 33.25333333],0
b2,1,0.236375,1.402082,[ 8 12] ; [ 7 22],[ 6.12244898 13.87755102] ; [ 8.87755102 20.12244898],0
b3,1,0.236375,1.402082,[ 8 12] ; [ 7 22],[ 6.12244898 13.87755102] ; [ 8.87755102 20.12244898],0
n3,1,0.240848,1.375624,[9 3] ; [12 10],[7.41176471 4.58823529] ; [13.58823529  8.41176471],0
p4,1,0.257232,1.283594,[14 18] ; [13 29],[11.67567568 20.32432432] ; [15.32432432 26.67567568],0
v2,1,0.277442,1.179577,[13 19] ; [12 30],[10.81081081 21.18918919] ; [14.18918919 27.81081081],0
s3,1,0.330189,0.948156,[ 9 23] ; [16 25],[10.95890411 21.04109589] ; [14.04109589 26.95890411],0
v1,1,0.346279,0.887046,[ 9 22] ; [ 8 33],[ 7.31944444 23.68055556] ; [ 9.68055556 31.31944444],0
d1,1,0.34961,0.874874,[13 19] ; [13 30],[11.09333333 20.90666667] ; [14.90666667 28.09333333],0
p3,1,0.357823,0.845519,[11 20] ; [11 32],[ 9.21621622 21.78378378] ; [12.78378378 30.21621622],0
b5,1,0.391,0.735828,[21 11] ; [24 19],[19.2 12.8] ; [25.8 17.2],0
s6,1,0.409132,0.681323,[ 9 23] ; [16 27],[10.66666667 21.33333333] ; [14.33333333 28.66666667],0
a8,1,0.411158,0.67545,[ 3 28] ; [ 2 40],[ 2.12328767 28.87671233] ; [ 2.87671233 39.12328767],0
p1,1,0.41728,0.657963,[ 3 29] ; [ 2 41],[ 2.13333333 29.86666667] ; [ 2.86666667 40.13333333],0
p6,1,0.47602,0.507967,[ 8 22] ; [ 8 33],[ 6.76056338 23.23943662] ; [ 9.23943662 31.76056338],0
p9,1,0.476889,0.50597,[ 9 21] ; [16 26],[10.41666667 19.58333333] ; [14.58333333 27.41666667],0
r4,1,0.509037,0.436047,[12 20] ; [13 30],[10.66666667 21.33333333] ; [14.33333333 28.66666667],0
b4,1,0.570992,0.321026,[15 17] ; [23 20],[16.21333333 15.78666667] ; [21.78666667 21.21333333],0
p11,1,0.611161,0.258488,[13 19] ; [15 28],[11.94666667 20.05333333] ; [16.05333333 26.94666667],0
s8,1,0.614509,0.253662,[ 5 27] ; [ 5 38],[ 4.26666667 27.73333333] ; [ 5.73333333 37.26666667],0
n5,1,0.617661,0.249169,[16 16] ; [24 19],[17.06666667 14.93333333] ; [22.93333333 20.06666667],0
r3,1,0.64772,0.208787,[21 11] ; [26 17],[20.05333333 11.94666667] ; [26.94666667 16.05333333],0
p8,1,0.649279,0.206811,[ 6 25] ; [10 32],[ 6.79452055 24.20547945] ; [ 9.20547945 32.79452055],0
u2,1,0.676193,0.174443,[2 5] ; [10 17],[2.47058824 4.52941176] ; [ 9.52941176 17.47058824],0
s7,1,0.746087,0.104848,[ 8 23] ; [ 9 31],[ 7.42253521 23.57746479] ; [ 9.57746479 30.42253521],0
n1,1,0.794003,0.068182,[4 7] ; [ 7 15],[3.66666667 7.33333333] ; [ 7.33333333 14.66666667],0
u3,1,0.799042,0.064815,[2 6] ; [ 8 19],[2.28571429 5.71428571] ; [ 7.71428571 19.28571429],0
n4,1,0.81218,0.056461,[18 14] ; [23 20],[17.49333333 14.50666667] ; [23.50666667 19.49333333],0
p5,1,0.813732,0.055514,[ 1 30] ; [ 1 42],[ 0.83783784 30.16216216] ; [ 1.16216216 41.83783784],0
s4,1,0.8154,0.054506,[ 6 26] ; [ 9 34],[ 6.4 25.6] ; [ 8.6 34.4],0
p12,1,0.831687,0.045173,[ 1 31] ; [ 1 42],[ 0.85333333 31.14666667] ; [ 1.14666667 41.85333333],0
n6,1,0.835602,0.043065,[18 13] ; [26 17],[18.43243243 12.56756757] ; [25.56756757 17.43243243],0
v4,1,0.904391,0.014428,[22 10] ; [29 14],[21.76 10.24] ; [29.24 13.76],0
a1,1,0.908485,0.013214,[ 4 28] ; [ 5 38],[ 3.84 28.16] ; [ 5.16 37.84],0
p2,1,0.920646,0.009924,[16 16] ; [21 22],[15.78666667 16.21333333] ; [21.21333333 21.78666667],0
p7,1,0.924067,0.009084,[13 19] ; [17 26],[12.8 19.2] ; [17.2 25.8],0
r2,1,0.933894,0.00688,[19 11] ; [27 15],[19.16666667 10.83333333] ; [26.83333333 15.16666667],0
d2,1,0.949359,0.004034,[15 17] ; [20 22],[15.13513514 16.86486486] ; [19.86486486 22.13513514],0
n2,1,0.965787,0.00184,[7 5] ; [13  9],[7.05882353 4.94117647] ; [12.94117647  9.05882353],0
b1,1,0.969986,0.001416,[18 14] ; [24 19],[17.92 14.08] ; [24.08 18.92],0
