Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.001177,10.52549,[42 77] ; [70 55],[54.62295082 64.37704918] ; [57.37704918 67.62295082],0
v2,1,0.002542,9.109887,[44 69] ; [71 50],[55.53418803 57.46581197] ; [59.46581197 61.53418803],0
v3,1,0.013292,6.12983,[31 85] ; [52 72],[40.11666667 75.88333333] ; [42.88333333 81.11666667],0
s7,1,0.015685,5.837879,[53 62] ; [73 45],[62.1888412 52.8111588] ; [63.8111588 54.1888412],0
s4,1,0.019285,5.475475,[31 86] ; [ 18 107],[23.69008264 93.30991736] ; [25.30991736 99.69008264],0
p9,1,0.031252,4.639088,[89 26] ; [109  15],[95.27196653 19.72803347] ; [102.72803347  21.27196653],0
n1,1,0.036152,4.389928,[ 9 24] ; [15 13],[12.98360656 20.01639344] ; [11.01639344 16.98360656],0
u1,1,0.036898,4.355092,[  1 118] ; [  7 118],[  3.90163934 115.09836066] ; [  4.09836066 120.90163934],0
b5,1,0.043408,4.079459,[58 61] ; [77 48],[65.84016393 53.15983607] ; [69.15983607 55.84016393],0
a2,1,0.049088,3.872344,[  4 115] ; [ 12 113],[  7.80327869 111.19672131] ; [  8.19672131 116.80327869],0
b3,1,0.054948,3.683652,[12 42] ; [30 49],[17.05263158 36.94736842] ; [24.94736842 54.05263158],0
b2,1,0.054948,3.683652,[12 42] ; [30 49],[17.05263158 36.94736842] ; [24.94736842 54.05263158],0
r1,1,0.067586,3.340686,[84 35] ; [100  24],[90.10699588 28.89300412] ; [93.89300412 30.10699588],0
a8,1,0.130321,2.288681,[13 99] ; [22 95],[17.11790393 94.88209607] ; [17.88209607 99.11790393],0
a3,1,0.132948,2.25774,[62 56] ; [77 47],[67.7768595 50.2231405] ; [71.2231405 52.7768595],0
r2,1,0.148239,2.09028,[103  14] ; [114   8],[106.23012552  10.76987448] ; [110.76987448  11.23012552],0
d4,1,0.158244,1.990924,[67 51] ; [82 43],[72.35390947 45.64609053] ; [76.64609053 48.35390947],0
a4,1,0.170037,1.882618,[22 96] ; [32 91],[26.43983402 91.56016598] ; [27.56016598 95.43983402],0
p10,1,0.185584,1.752334,[87 28] ; [100  21],[91.12288136 23.87711864] ; [95.87711864 25.12288136],0
a5,1,0.195527,1.675472,[63 55] ; [77 48],[67.98353909 50.01646091] ; [72.01646091 52.98353909],0
d5,1,0.218554,1.513841,[66 53] ; [79 46],[70.71721311 48.28278689] ; [74.28278689 50.71721311],0
b4,1,0.267811,1.227927,[64 55] ; [76 49],[68.27868852 50.72131148] ; [71.72131148 53.27868852],0
p6,1,0.270268,1.215385,[35 82] ; [44 76],[39. 78.] ; [40. 80.],0
b1,1,0.27309,1.201158,[51 68] ; [45 80],[46.81967213 72.18032787] ; [49.18032787 75.81967213],0
a6,1,0.287216,1.132627,[74 44] ; [70 55],[69.92592593 48.07407407] ; [74.07407407 50.92592593],0
n4,1,0.288487,1.126667,[83 36] ; [94 30],[86.67901235 32.32098765] ; [90.32098765 33.67901235],0
u2,1,0.315861,1.006008,[28 27] ; [28 18],[30.4950495 24.5049505] ; [25.5049505 20.4950495],0
n2,1,0.359237,0.84056,[26  8] ; [24  4],[27.41935484  6.58064516] ; [22.58064516  5.41935484],0
u3,1,0.369207,0.806333,[29 25] ; [30 18],[31.23529412 22.76470588] ; [27.76470588 20.23529412],0
v4,1,0.377206,0.779787,[109   9] ; [117   6],[110.65560166   7.34439834] ; [115.34439834   7.65560166],0
p1,1,0.394007,0.726541,[  7 110] ; [ 11 113],[  8.73858921 108.26141079] ; [  9.26141079 114.73858921],0
p2,1,0.402627,0.700468,[92 26] ; [102  22],[94.59504132 23.40495868] ; [99.40495868 24.59504132],0
p3,1,0.449545,0.571798,[50 68] ; [59 66],[52.93004115 65.06995885] ; [56.06995885 68.93004115],0
r4,1,0.475407,0.509381,[101  18] ; [110  15],[102.9057377  16.0942623] ; [108.0942623  16.9057377],0
n5,1,0.479898,0.499094,[86 31] ; [96 28],[88.35684647 28.64315353] ; [93.64315353 30.35684647],0
a7,1,0.503207,0.448166,[80 38] ; [79 45],[77.52892562 40.47107438] ; [81.47107438 42.52892562],0
s1,1,0.544771,0.366768,[  4 114] ; [  6 115],[  4.93723849 113.06276151] ; [  5.06276151 115.93723849],0
a1,1,0.57099,0.321029,[  4 115] ; [  6 119],[  4.87704918 114.12295082] ; [  5.12295082 119.87704918],0
p7,1,0.60294,0.270584,[72 42] ; [81 41],[73.90677966 40.09322034] ; [79.09322034 42.90677966],0
s5,1,0.618018,0.248663,[47 68] ; [46 76],[45.12658228 69.87341772] ; [47.87341772 74.12658228],0
r3,1,0.648926,0.207257,[112   6] ; [116   8],[111.17355372   6.82644628] ; [116.82644628   7.17355372],0
n6,1,0.710443,0.137835,[98 20] ; [106  19],[99.0617284 18.9382716] ; [104.9382716  20.0617284],0
p5,1,0.720492,0.128022,[ 15 102] ; [ 18 107],[ 15.95454545 101.04545455] ; [ 17.04545455 107.95454545],0
n3,1,0.747894,0.103309,[23 11] ; [20  8],[23.58064516 10.41935484] ; [19.41935484  8.58064516],0
s2,1,0.778956,0.078781,[66 52] ; [71 52],[67.07883817 50.92116183] ; [69.92116183 53.07883817],0
p8,1,0.788662,0.07185,[61 56] ; [62 61],[59.9625 57.0375] ; [63.0375 59.9625],0
p11,1,0.824444,0.04921,[90 29] ; [93 32],[89.25 29.75] ; [93.75 31.25],0
d2,1,0.877134,0.023902,[ 17 102] ; [ 17 108],[ 16.58196721 102.41803279] ; [ 17.41803279 107.58196721],0
p12,1,0.91466,0.011484,[  9 108] ; [ 10 114],[  9.22406639 107.77593361] ; [  9.77593361 114.22406639],0
s3,1,0.936397,0.006368,[76 41] ; [78 43],[75.70588235 41.29411765] ; [78.29411765 42.70588235],0
p4,1,0.969386,0.001473,[63 54] ; [67 58],[62.85123967 54.14876033] ; [67.14876033 57.85123967],0
d3,1,0.984562,0.000374,[48 70] ; [51 74],[48.07407407 69.92592593] ; [50.92592593 74.07407407],0
