Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.00025,13.409054,[47 25] ; [46  3],[55.33884298 16.66115702] ; [37.66115702 11.33884298],1
d4,1,0.000337,12.851539,[46 27] ; [45  4],[54.45081967 18.54918033] ; [36.54918033 12.45081967],1
r3,1,0.001614,9.944273,[45 28] ; [43  6],[52.6557377 20.3442623] ; [35.3442623 13.6557377],0
r1,1,0.001628,9.928345,[37 35] ; [39 10],[45.2231405 26.7768595] ; [30.7768595 18.2231405],0
v3,1,0.002455,9.173781,[17 54] ; [24 23],[24.66949153 46.33050847] ; [16.33050847 30.66949153],0
a4,1,0.004053,8.259873,[25 47] ; [30 19],[32.72727273 39.27272727] ; [22.27272727 26.72727273],0
d1,1,0.005393,7.742833,[26 47] ; [30 19],[33.50819672 39.49180328] ; [22.49180328 26.50819672],0
v4,1,0.008795,6.86405,[53 20] ; [45  4],[58.63934426 14.36065574] ; [39.36065574  9.63934426],0
a5,1,0.00906,6.810919,[38 35] ; [37 12],[44.87704918 28.12295082] ; [30.12295082 18.87704918],0
s6,1,0.009697,6.689815,[22 50] ; [26 22],[28.8 43.2] ; [19.2 28.8],0
b1,1,0.010328,6.577465,[47 26] ; [20 29],[40.09016393 32.90983607] ; [26.90983607 22.09016393],0
r4,1,0.013605,6.088687,[39 34] ; [37 12],[45.47540984 27.52459016] ; [30.52459016 18.47540984],0
r2,1,0.018873,5.513288,[56 16] ; [45  3],[60.6 11.4] ; [40.4  7.6],0
s8,1,0.021781,5.263158,[10 62] ; [15 33],[15. 57.] ; [10. 38.],0
u1,1,0.025368,4.998611,[ 5 68] ; [10 39],[ 8.97540984 64.02459016] ; [ 6.02459016 42.97540984],0
p6,1,0.028931,4.771686,[12 60] ; [16 31],[16.94117647 55.05882353] ; [11.05882353 35.94117647],0
a2,1,0.033732,4.508226,[13 60] ; [17 32],[17.95081967 55.04918033] ; [12.04918033 36.95081967],0
v1,1,0.035273,4.431893,[22 51] ; [24 25],[27.52459016 45.47540984] ; [18.47540984 30.52459016],0
s2,1,0.036846,4.357495,[10 63] ; [14 34],[14.47933884 58.52066116] ; [ 9.52066116 38.47933884],0
p10,1,0.042762,4.104786,[28 43] ; [28 20],[33.41176471 37.58823529] ; [22.58823529 25.41176471],0
s5,1,0.072449,3.226646,[11 60] ; [14 34],[14.91596639 56.08403361] ; [10.08403361 37.91596639],0
d2,1,0.090343,2.868248,[27 45] ; [26 23],[31.53719008 40.46280992] ; [21.46280992 27.53719008],0
a6,1,0.110221,2.551052,[37 36] ; [32 17],[41.28688525 31.71311475] ; [27.71311475 21.28688525],0
d3,1,0.110745,2.54356,[39 32] ; [34 15],[43.19166667 27.80833333] ; [29.80833333 19.19166667],0
a1,1,0.118964,2.430912,[ 9 64] ; [ 2 47],[ 6.58196721 66.41803279] ; [ 4.41803279 44.58196721],0
a3,1,0.14286,2.146884,[43 28] ; [36 13],[46.74166667 24.25833333] ; [32.25833333 16.74166667],0
p4,1,0.180637,1.792374,[22 50] ; [20 27],[25.41176471 46.58823529] ; [16.58823529 30.41176471],0
p3,1,0.23568,1.40625,[21 51] ; [19 29],[24. 48.] ; [16. 32.],0
a7,1,0.241886,1.369567,[44 28] ; [35 14],[47.00826446 24.99173554] ; [31.99173554 17.00826446],0
p2,1,0.261889,1.258741,[36 36] ; [29 19],[39. 33.] ; [26. 22.],0
n3,1,0.276718,1.183137,[15 17] ; [9 5],[16.69565217 15.30434783] ; [7.30434783 6.69565217],0
n6,1,0.277942,1.177124,[43 29] ; [34 15],[45.81818182 26.18181818] ; [31.18181818 17.81818182],0
a8,1,0.302307,1.063988,[ 5 65] ; [ 1 39],[ 3.81818182 66.18181818] ; [ 2.18181818 37.81818182],0
p9,1,0.325382,0.967191,[31 38] ; [26 22],[33.61538462 35.38461538] ; [23.38461538 24.61538462],0
s4,1,0.454974,0.558231,[10 63] ; [ 9 39],[11.46280992 61.53719008] ; [ 7.53719008 40.46280992],0
s1,1,0.507883,0.438426,[ 5 67] ; [ 2 47],[ 4.16528926 67.83471074] ; [ 2.83471074 46.16528926],0
b5,1,0.520161,0.413575,[45 28] ; [33 16],[46.67213115 26.32786885] ; [31.32786885 17.67213115],0
b3,1,0.524748,0.404551,[13 29] ; [10 16],[14.20588235 27.79411765] ; [ 8.79411765 17.20588235],0
b2,1,0.524748,0.404551,[13 29] ; [10 16],[14.20588235 27.79411765] ; [ 8.79411765 17.20588235],0
n2,1,0.525358,0.403361,[16 18] ; [8 6],[17. 17.] ; [7. 7.],0
n4,1,0.526723,0.40071,[42 31] ; [31 18],[43.68032787 29.31967213] ; [29.31967213 19.68032787],0
p5,1,0.533389,0.387931,[ 3 69] ; [ 1 47],[ 2.4 69.6] ; [ 1.6 46.4],0
b4,1,0.58035,0.305669,[38 35] ; [28 21],[39.49180328 33.50819672] ; [26.50819672 22.49180328],0
p7,1,0.63518,0.225101,[26 46] ; [19 28],[27.22689076 44.77310924] ; [17.77310924 29.22689076],0
n5,1,0.660111,0.193389,[44 29] ; [27 21],[42.83471074 30.16528926] ; [28.16528926 19.83471074],0
n1,1,0.699234,0.14927,[11 21] ; [ 4 10],[10.43478261 21.56521739] ; [4.56521739 9.43478261],0
p8,1,0.704451,0.143883,[19 54] ; [14 34],[19.90909091 53.09090909] ; [13.09090909 34.90909091],0
u3,1,0.707162,0.141128,[12 18] ; [6 7],[12.55813953 17.44186047] ; [5.44186047 7.55813953],0
s7,1,0.788574,0.071911,[17 51] ; [12 32],[17.60714286 50.39285714] ; [11.39285714 32.60714286],0
u2,1,0.920813,0.009882,[12 18] ; [5 7],[12.14285714 17.85714286] ; [4.85714286 7.14285714],0
