Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0009,11.023706,[ 8 35] ; [14 10],[14.11940299 28.88059701] ; [ 7.88059701 16.11940299],1
a1,1,0.466065,0.531289,[ 6 37] ; [ 5 19],[ 7.05970149 35.94029851] ; [ 3.94029851 20.05970149],0
s1,1,0.476004,0.508005,[ 6 36] ; [ 2 22],[ 5.09090909 36.90909091] ; [ 2.90909091 21.09090909],0
a2,1,0.49636,0.46271,[ 6 37] ; [ 2 22],[ 5.13432836 37.86567164] ; [ 2.86567164 21.13432836],0
p3,1,0.509172,0.435769,[ 8 34] ; [ 6 17],[ 9.04615385 32.95384615] ; [ 4.95384615 18.04615385],0
r2,1,0.546642,0.363367,[23 17] ; [15  8],[24.12698413 15.87301587] ; [13.87301587  9.12698413],0
n5,1,0.575062,0.314286,[24 18] ; [12 12],[22.90909091 19.09090909] ; [13.09090909 10.90909091],0
b3,1,0.582716,0.301865,[12 14] ; [4 7],[11.24324324 14.75675676] ; [4.75675676 6.24324324],0
b2,1,0.582716,0.301865,[12 14] ; [4 7],[11.24324324 14.75675676] ; [4.75675676 6.24324324],0
d1,1,0.614789,0.25326,[17 26] ; [ 8 16],[16.04477612 26.95522388] ; [ 8.95522388 15.04477612],0
d5,1,0.61624,0.251188,[26 17] ; [13 11],[25.02985075 17.97014925] ; [13.97014925 10.02985075],0
u1,1,0.641592,0.216666,[ 3 40] ; [ 1 23],[ 2.56716418 40.43283582] ; [ 1.43283582 22.56716418],0
p8,1,0.649723,0.20625,[ 7 35] ; [ 3 21],[ 6.36363636 35.63636364] ; [ 3.63636364 20.36363636],0
d2,1,0.670242,0.181319,[18 24] ; [ 9 15],[17.18181818 24.81818182] ; [ 9.81818182 14.18181818],0
s4,1,0.677248,0.173241,[ 7 36] ; [ 3 21],[ 6.41791045 36.58208955] ; [ 3.58208955 20.41791045],0
u3,1,0.697893,0.150673,[ 4 15] ; [3 8],[ 4.43333333 14.56666667] ; [2.56666667 8.43333333],0
u2,1,0.732122,0.117172,[ 6 12] ; [3 8],[ 5.5862069 12.4137931] ; [3.4137931 7.5862069],0
p4,1,0.739094,0.110924,[ 9 33] ; [ 6 18],[ 9.54545455 32.45454545] ; [ 5.45454545 18.54545455],0
v3,1,0.739094,0.110924,[ 9 33] ; [ 6 18],[ 9.54545455 32.45454545] ; [ 5.45454545 18.54545455],0
n2,1,0.73927,0.110769,[12 14] ; [4 6],[11.55555556 14.44444444] ; [4.44444444 5.55555556],0
p7,1,0.758219,0.094754,[11 30] ; [ 7 16],[11.53125 29.46875] ; [ 6.46875 16.53125],0
a5,1,0.813417,0.055706,[21 22] ; [11 13],[20.53731343 22.46268657] ; [11.46268657 12.53731343],0
d3,1,0.813571,0.055612,[23 20] ; [13 10],[23.45454545 19.54545455] ; [12.54545455 10.45454545],0
n6,1,0.814324,0.055155,[17 25] ; [10 13],[17.44615385 24.55384615] ; [ 9.55384615 13.44615385],0
p1,1,0.894047,0.017738,[ 4 39] ; [ 2 22],[ 3.85074627 39.14925373] ; [ 2.14925373 21.85074627],0
d4,1,0.898028,0.016423,[28 15] ; [16  8],[28.23880597 14.76119403] ; [15.76119403  8.23880597],0
a6,1,0.957421,0.002851,[20 23] ; [11 13],[19.89552239 23.10447761] ; [11.10447761 12.89552239],0
a3,1,0.961433,0.002338,[24 18] ; [13 10],[23.90769231 18.09230769] ; [13.09230769  9.90769231],0
