Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,27.269998,[227  21] ; [44 22],[214.03821656  33.96178344] ; [56.96178344  9.03821656],1
p8,1,1.1e-05,19.390402,[153  90] ; [22 45],[137.17741935 105.82258065] ; [37.82258065 29.17741935],1
p7,1,0.000106,15.022688,[181  57] ; [34 32],[168.32236842  69.67763158] ; [46.67763158 19.32236842],1
n6,1,0.000731,11.40798,[225  20] ; [50 15],[217.33870968  27.66129032] ; [57.66129032  7.33870968],1
n5,1,0.002082,9.475958,[214  32] ; [47 19],[205.78846154  40.21153846] ; [55.21153846 10.78846154],0
b1,1,0.003275,8.6478,[ 93 155] ; [39 29],[103.59493671 144.40506329] ; [28.40506329 39.59493671],0
p4,1,0.009137,6.795869,[175  71] ; [37 31],[166.08917197  79.91082803] ; [45.91082803 22.08917197],0
s3,1,0.01219,6.283061,[229  16] ; [57 11],[223.8658147  21.1341853] ; [62.1341853  5.8658147],0
p3,1,0.014113,6.024009,[146 100] ; [29 39],[137.10191083 108.89808917] ; [37.89808917 30.10191083],0
s1,1,0.029131,4.759856,[ 12 235] ; [ 8 57],[ 15.83333333 231.16666667] ; [ 4.16666667 60.83333333],0
n4,1,0.036778,4.360661,[217  31] ; [51 15],[211.66878981  36.33121019] ; [56.33121019  9.66878981],0
p9,1,0.04675,3.954364,[229  18] ; [56 10],[224.90415335  22.09584665] ; [60.09584665  5.90415335],0
p12,1,0.055459,3.668229,[ 31 216] ; [ 3 65],[ 26.66031746 220.33968254] ; [ 7.33968254 60.66031746],0
s8,1,0.087385,2.921907,[188  58] ; [45 23],[182.54140127  63.45859873] ; [50.45859873 17.54140127],0
n2,1,0.088765,2.896637,[36  5] ; [17  7],[33.43076923  7.56923077] ; [19.56923077  4.43076923],0
a5,1,0.089591,2.881707,[202  46] ; [49 19],[196.98734177  51.01265823] ; [54.01265823 13.98734177],0
p1,1,0.151361,2.058477,[ 25 222] ; [11 56],[ 28.31847134 218.68152866] ; [ 7.68152866 59.31847134],0
d4,1,0.155625,2.016233,[215  31] ; [54 13],[211.41853035  34.58146965] ; [57.58146965  9.41853035],0
p5,1,0.161969,1.955743,[ 42 201] ; [ 7 61],[ 38.28617363 204.71382637] ; [10.71382637 57.28617363],0
a7,1,0.16559,1.92242,[168  80] ; [52 16],[172.65822785  75.34177215] ; [47.34177215 20.65822785],0
p2,1,0.166572,1.913523,[216  31] ; [55 13],[212.4984127  34.5015873] ; [58.5015873  9.4984127],0
v4,1,0.170308,1.880234,[241   4] ; [65  3],[239.52076677   5.47923323] ; [66.47923323  1.52076677],0
v3,1,0.175954,1.831468,[114 124] ; [25 40],[109.18151815 128.81848185] ; [29.81848185 35.18151815],0
u3,1,0.176809,1.824247,[32  9] ; [9 6],[30.01785714 10.98214286] ; [10.98214286  4.01785714],0
d1,1,0.200486,1.638827,[170  78] ; [41 27],[165.59493671  82.40506329] ; [45.40506329 22.59493671],0
r3,1,0.215602,1.533406,[240   7] ; [63  4],[238.34713376   8.65286624] ; [64.65286624  2.34713376],0
u2,1,0.243206,1.361912,[27 13] ; [7 7],[25.18518519 14.81481481] ; [8.81481481 5.18518519],0
a3,1,0.259307,1.272451,[207  40] ; [53 15],[203.87301587  43.12698413] ; [56.12698413 11.87301587],0
b5,1,0.275077,1.191254,[146 102] ; [45 23],[149.89873418  98.10126582] ; [41.10126582 26.89873418],0
u1,1,0.380656,0.768581,[ 60 188] ; [20 48],[ 62.78481013 185.21518987] ; [17.21518987 50.78481013],0
d3,1,0.502007,0.450692,[174  73] ; [50 17],[176.20382166  70.79617834] ; [47.79617834 19.20382166],0
s6,1,0.513981,0.425954,[224  20] ; [58  7],[222.67961165  21.32038835] ; [59.32038835  5.67961165],0
d5,1,0.566579,0.32844,[209  37] ; [55 12],[207.48881789  38.51118211] ; [56.51118211 10.48881789],0
u4,1,0.619134,0.247086,[ 11 237] ; [ 4 64],[ 11.7721519 236.2278481] ; [ 3.2278481 64.7721519],0
r2,1,0.64374,0.213884,[240   5] ; [65  2],[239.50320513   5.49679487] ; [65.49679487  1.50320513],0
