Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.000899,11.025,[3 3] ; [ 1 29],[0.66666667 5.33333333] ; [ 3.33333333 26.66666667],1
d1,1,0.008339,6.959197,[5 1] ; [ 8 22],[2.16666667 3.83333333] ; [10.83333333 19.16666667],0
a4,1,0.023254,5.149425,[4 2] ; [ 6 23],[1.71428571 4.28571429] ; [ 8.28571429 20.71428571],0
p8,1,0.023342,5.142857,[1 5] ; [20 10],[3.5 2.5] ; [17.5 12.5],0
a5,1,0.023342,5.142857,[5 1] ; [10 20],[2.5 3.5] ; [12.5 17.5],0
a3,1,0.035729,4.41,[5 1] ; [11 19],[2.66666667 3.33333333] ; [13.33333333 16.66666667],0
v3,1,0.038301,4.291626,[3 3] ; [ 4 26],[1.16666667 4.83333333] ; [ 5.83333333 24.16666667],0
a6,1,0.052268,3.767183,[5 1] ; [12 18],[2.83333333 3.16666667] ; [14.16666667 15.83333333],0
p4,1,0.173617,1.851429,[2 4] ; [19 11],[3.5 2.5] ; [17.5 12.5],0
d5,1,0.173617,1.851429,[5 1] ; [16 14],[3.5 2.5] ; [17.5 12.5],0
d2,1,0.173617,1.851429,[4 2] ; [11 19],[2.5 3.5] ; [12.5 17.5],0
d3,1,0.27737,1.179933,[5 1] ; [18 12],[3.83333333 2.16666667] ; [19.16666667 10.83333333],0
a7,1,0.27737,1.179933,[5 1] ; [18 12],[3.83333333 2.16666667] ; [19.16666667 10.83333333],0
b1,1,0.342782,0.9,[3 3] ; [21  9],[4. 2.] ; [20. 10.],0
b4,1,0.371093,0.8,[2 4] ; [16 14],[3. 3.] ; [15. 15.],0
s7,1,0.387985,0.745247,[3 2] ; [11 17],[2.12121212 2.87878788] ; [11.87878788 16.12121212],0
v4,1,0.418492,0.654545,[5 1] ; [28  2],[5.5 0.5] ; [27.5  2.5],0
s6,1,0.503623,0.447293,[4 2] ; [15 14],[3.25714286 2.74285714] ; [15.74285714 13.25714286],0
b5,1,0.540818,0.374026,[3 3] ; [19 11],[3.66666667 2.33333333] ; [18.33333333 11.66666667],0
v1,1,0.540818,0.374026,[3 3] ; [11 19],[2.33333333 3.66666667] ; [11.66666667 18.33333333],0
s2,1,0.548506,0.36,[2 4] ; [14 16],[2.66666667 3.33333333] ; [13.33333333 16.66666667],0
p3,1,0.650147,0.205714,[2 4] ; [13 17],[2.5 3.5] ; [12.5 17.5],0
p11,1,0.650147,0.205714,[3 3] ; [18 12],[3.5 2.5] ; [17.5 12.5],0
p10,1,0.691579,0.157381,[1 5] ; [ 7 22],[1.37142857 4.62857143] ; [ 6.62857143 22.37142857],0
b2,1,0.711138,0.137143,[2 2] ; [ 8 12],[1.66666667 2.33333333] ; [ 8.33333333 11.66666667],0
b3,1,0.711138,0.137143,[2 2] ; [ 8 12],[1.66666667 2.33333333] ; [ 8.33333333 11.66666667],0
p2,1,0.719918,0.128571,[5 1] ; [23  7],[4.66666667 1.33333333] ; [23.33333333  6.66666667],0
v2,1,0.764177,0.09,[3 3] ; [13 17],[2.66666667 3.33333333] ; [13.33333333 16.66666667],0
s3,1,0.764177,0.09,[3 3] ; [17 13],[3.33333333 2.66666667] ; [16.66666667 13.33333333],0
u1,1,0.829357,0.046452,[1 5] ; [ 4 26],[0.83333333 5.16666667] ; [ 4.16666667 25.83333333],0
p1,1,0.829357,0.046452,[1 5] ; [ 4 26],[0.83333333 5.16666667] ; [ 4.16666667 25.83333333],0
r4,1,0.850618,0.035468,[5 1] ; [24  6],[4.83333333 1.16666667] ; [24.16666667  5.83333333],0
n6,1,0.871457,0.026182,[4 2] ; [21  9],[4.16666667 1.83333333] ; [20.83333333  9.16666667],0
n5,1,0.881316,0.022291,[3 3] ; [16 14],[3.16666667 2.83333333] ; [15.83333333 14.16666667],0
s8,1,0.912082,0.012191,[2 4] ; [ 9 20],[1.88571429 4.11428571] ; [ 9.11428571 19.88571429],0
s5,1,0.942621,0.005181,[1 4] ; [ 6 22],[1.06060606 3.93939394] ; [ 5.93939394 22.06060606],0
r1,1,1.0,0.0,[4 2] ; [20 10],[4. 2.] ; [20. 10.],0
