Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,5e-06,20.691464,[27 53] ; [33 10],[39.02439024 40.97560976] ; [20.97560976 22.02439024],1
p9,1,0.01978,5.431195,[67 17] ; [41  2],[71.43307087 12.56692913] ; [36.56692913  6.43307087],0
p1,1,0.024412,5.065092,[ 5 80] ; [ 8 35],[ 8.6328125 76.3671875] ; [ 4.3671875 38.6328125],0
a4,1,0.027748,4.843668,[23 62] ; [20 23],[28.5546875 56.4453125] ; [14.4453125 28.5546875],0
p10,1,0.03787,4.310842,[64 21] ; [39  4],[68.3984375 16.6015625] ; [34.6015625  8.3984375],0
d3,1,0.042282,4.123876,[46 40] ; [31 12],[51.33333333 34.66666667] ; [25.66666667 17.33333333],0
n1,1,0.043615,4.071394,[11 11] ; [1 8],[ 8.51612903 13.48387097] ; [3.48387097 5.51612903],0
n4,1,0.061225,3.50388,[54 32] ; [34  9],[58.66666667 27.33333333] ; [29.33333333 13.66666667],0
s8,1,0.075586,3.157343,[30 56] ; [22 21],[34.66666667 51.33333333] ; [17.33333333 25.66666667],0
p3,1,0.082182,3.021203,[23 63] ; [18 25],[27.33333333 58.66666667] ; [13.66666667 29.33333333],0
a5,1,0.086001,2.947674,[53 33] ; [33 10],[57.33333333 28.66666667] ; [28.66666667 14.33333333],0
n6,1,0.115246,2.480769,[66 20] ; [38  5],[69.33333333 16.66666667] ; [34.66666667  8.33333333],0
s2,1,0.132484,2.263158,[34 52] ; [23 20],[38. 48.] ; [19. 24.],0
r2,1,0.138596,2.193475,[77  8] ; [42  1],[79.0234375  5.9765625] ; [39.9765625  3.0234375],0
v1,1,0.157206,2.000895,[33 49] ; [23 20],[36.736 45.264] ; [19.264 23.736],0
s7,1,0.163323,1.94319,[32 52] ; [21 20],[35.616 48.384] ; [17.384 23.616],0
d1,1,0.212734,1.55272,[38 48] ; [24 19],[41.33333333 44.66666667] ; [20.66666667 22.33333333],0
s5,1,0.231983,1.428659,[22 62] ; [15 26],[24.864 59.136] ; [12.136 28.864],0
s6,1,0.259314,1.272414,[47 38] ; [27 14],[49.92063492 35.07936508] ; [24.07936508 16.92063492],0
v4,1,0.271643,1.208431,[80  6] ; [42  1],[81.33333333  4.66666667] ; [40.66666667  2.33333333],0
r4,1,0.316935,1.001553,[75 11] ; [40  3],[76.66666667  9.33333333] ; [38.33333333  4.66666667],0
a3,1,0.320457,0.987081,[51 34] ; [29 13],[53.54330709 31.45669291] ; [26.45669291 15.54330709],0
b4,1,0.383411,0.759736,[41 45] ; [24 19],[43.33333333 42.66666667] ; [21.66666667 21.33333333],0
p6,1,0.394605,0.724703,[18 65] ; [12 30],[19.92 63.08] ; [10.08 31.92],0
a7,1,0.40496,0.693548,[60 26] ; [33 10],[62. 24.] ; [31. 12.],0
u2,1,0.408106,0.68431,[13 22] ; [7 7],[14.28571429 20.71428571] ; [5.71428571 8.28571429],0
n2,1,0.453508,0.56187,[18  4] ; [7 3],[17.1875  4.8125] ; [7.8125 2.1875],0
d4,1,0.483873,0.490122,[61 25] ; [33 10],[62.66666667 23.33333333] ; [31.33333333 11.66666667],0
s3,1,0.57039,0.322031,[42 43] ; [23 19],[43.50393701 41.49606299] ; [21.49606299 20.50393701],0
s1,1,0.593549,0.284836,[ 4 81] ; [ 3 40],[ 4.6484375 80.3515625] ; [ 2.3515625 40.6484375],0
n5,1,0.603132,0.270299,[54 32] ; [29 14],[55.33333333 30.66666667] ; [27.66666667 15.33333333],0
b5,1,0.604829,0.267774,[56 30] ; [26 17],[54.66666667 31.33333333] ; [27.33333333 15.66666667],0
a1,1,0.614316,0.253937,[ 1 85] ; [ 1 42],[ 1.33333333 84.66666667] ; [ 0.66666667 42.33333333],0
a6,1,0.626486,0.236857,[57 29] ; [26 16],[55.765625 30.234375] ; [27.234375 14.765625],0
p11,1,0.646153,0.210784,[67 19] ; [35  8],[68. 18.] ; [34.  9.],0
a8,1,0.66454,0.188055,[14 63] ; [ 6 34],[13.16239316 63.83760684] ; [ 6.83760684 33.16239316],0
d5,1,0.677119,0.173387,[63 23] ; [30 13],[62. 24.] ; [31. 12.],0
b2,1,0.714869,0.133462,[15 32] ; [ 8 14],[15.66666667 31.33333333] ; [ 7.33333333 14.66666667],0
b3,1,0.714869,0.133462,[15 32] ; [ 8 14],[15.66666667 31.33333333] ; [ 7.33333333 14.66666667],0
p7,1,0.719986,0.128506,[56 26] ; [30 12],[56.87096774 25.12903226] ; [29.12903226 12.87096774],0
n3,1,0.725359,0.123416,[14  8] ; [7 3],[14.4375  7.5625] ; [6.5625 3.4375],0
p12,1,0.767159,0.087671,[ 3 81] ; [ 2 41],[ 3.30708661 80.69291339] ; [ 1.69291339 41.30708661],0
r3,1,0.783453,0.075527,[81  5] ; [41  2],[81.33333333  4.66666667] ; [40.66666667  2.33333333],0
b1,1,0.792822,0.068984,[30 56] ; [14 29],[29.33333333 56.66666667] ; [14.66666667 28.33333333],0
u1,1,0.850189,0.035675,[11 75] ; [ 5 38],[10.66666667 75.33333333] ; [ 5.33333333 37.66666667],0
a2,1,0.870791,0.026456,[15 71] ; [ 8 35],[15.33333333 70.66666667] ; [ 7.66666667 35.33333333],0
s4,1,0.873357,0.025407,[11 74] ; [ 6 37],[11.2890625 73.7109375] ; [ 5.7109375 37.2890625],0
d2,1,0.898319,0.016329,[33 53] ; [17 26],[33.33333333 52.66666667] ; [16.66666667 26.33333333],0
