Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,154.476048,[330  35] ; [23 58],[288.89013453  76.10986547] ; [64.10986547 16.89013453],1
p11,1,0.0,54.115384,[313  53] ; [40 42],[288.38839286  77.61160714] ; [64.61160714 17.38839286],1
p2,1,0.0,47.057872,[309  53] ; [42 40],[286.17567568  75.82432432] ; [64.82432432 17.17567568],1
r3,1,0.0,41.332226,[348  17] ; [60 22],[333.15436242  31.84563758] ; [74.84563758  7.15436242],1
v4,1,5e-06,20.956108,[345  20] ; [64 17],[334.71973094  30.28026906] ; [74.28026906  6.71973094],1
v1,1,4.2e-05,16.769547,[201 153] ; [26 56],[184.30733945 169.69266055] ; [42.69266055 39.30733945],1
r4,1,5.9e-05,16.129651,[320  46] ; [57 25],[307.99553571  58.00446429] ; [69.00446429 12.99553571],1
p4,1,0.000144,14.444338,[224 141] ; [31 50],[208.68834081 156.31165919] ; [46.31165919 34.68834081],1
v2,1,0.000227,13.594892,[198 152] ; [27 53],[183.13953488 166.86046512] ; [41.86046512 38.13953488],1
p8,1,0.000469,12.236145,[188 171] ; [25 56],[173.78863636 185.21136364] ; [39.21136364 41.78863636],1
p3,1,0.00068,11.542815,[179 185] ; [23 58],[165.23146067 198.76853933] ; [36.76853933 44.23146067],1
s8,1,0.00189,9.653008,[147 218] ; [18 64],[134.73154362 230.26845638] ; [30.26845638 51.73154362],0
n3,1,0.002533,9.11653,[58 20] ; [12 16],[51.50943396 26.49056604] ; [18.49056604  9.50943396],0
b1,1,0.004355,8.129435,[134 232] ; [44 38],[145.41964286 220.58035714] ; [32.58035714 49.41964286],0
d4,1,0.004908,7.913184,[288  77] ; [52 29],[278.25112108  86.74887892] ; [61.74887892 19.25112108],0
p6,1,0.005552,7.690366,[124 237] ; [15 66],[113.52714932 247.47285068] ; [25.47285068 55.52714932],0
a5,1,0.008498,6.925339,[264 102] ; [47 35],[254.07589286 111.92410714] ; [56.92410714 25.07589286],0
n6,1,0.010069,6.622619,[319  45] ; [62 19],[311.6494382  52.3505618] ; [69.3505618 11.6494382],0
a3,1,0.010156,6.607244,[256 108] ; [45 36],[246.21123596 117.78876404] ; [54.78876404 26.21123596],0
n2,1,0.010176,6.603889,[59 19] ; [15 15],[53.44444444 24.55555556] ; [20.55555556  9.44444444],0
s7,1,0.012211,6.279968,[157 192] ; [23 55],[147.11943794 201.88056206] ; [32.88056206 45.11943794],0
a1,1,0.012425,6.249214,[ 15 351] ; [ 9 73],[ 19.60714286 346.39285714] ; [ 4.39285714 77.60714286],0
a4,1,0.018875,5.513029,[166 198] ; [25 55],[156.58558559 207.41441441] ; [34.41441441 45.58558559],0
s6,1,0.019513,5.454985,[220 144] ; [38 44],[210.56502242 153.43497758] ; [47.43497758 34.56502242],0
d5,1,0.021052,5.322486,[292  73] ; [56 26],[284.16107383  80.83892617] ; [63.83892617 18.16107383],0
p7,1,0.02184,5.258475,[220 138] ; [38 42],[210.87671233 147.12328767] ; [47.12328767 32.87671233],0
d1,1,0.032208,4.587412,[204 162] ; [35 47],[195.25446429 170.74553571] ; [43.74553571 38.25446429],0
v3,1,0.051296,3.798576,[144 208] ; [24 58],[136.25806452 215.74193548] ; [31.74193548 50.25806452],0
s1,1,0.064281,3.423339,[ 11 351] ; [ 6 75],[ 13.89164786 348.10835214] ; [ 3.10835214 77.89164786],0
a6,1,0.085102,2.964669,[254 111] ; [49 33],[247.41610738 117.58389262] ; [55.58389262 26.41610738],0
a2,1,0.108679,2.573333,[ 88 278] ; [13 69],[ 82.51339286 283.48660714] ; [18.48660714 63.51339286],0
d3,1,0.125769,2.34396,[237 127] ; [46 36],[230.96860987 133.03139013] ; [52.03139013 29.96860987],0
s2,1,0.130549,2.285959,[152 213] ; [26 54],[146. 219.] ; [32. 48.],0
p12,1,0.145683,2.116876,[ 24 339] ; [ 2 80],[ 21.20898876 341.79101124] ; [ 4.79101124 77.20898876],0
r2,1,0.150689,2.06526,[335  27] ; [71 10],[331.76523702  30.23476298] ; [74.23476298  6.76523702],0
p5,1,0.198596,1.65267,[ 28 334] ; [ 3 78],[ 25.33182844 336.66817156] ; [ 5.66817156 75.33182844],0
a7,1,0.199862,1.64338,[262 103] ; [53 29],[257.2147651 107.7852349] ; [57.7852349 24.2147651],0
p1,1,0.26582,1.238189,[ 23 342] ; [ 8 74],[ 25.31319911 339.68680089] ; [ 5.68680089 76.31319911],0
r1,1,0.278312,1.175314,[279  86] ; [58 24],[275.17897092  89.82102908] ; [61.82102908 20.17897092],0
n4,1,0.281774,1.158512,[316  50] ; [67 15],[312.89732143  53.10267857] ; [70.10267857 11.89732143],0
b5,1,0.283465,1.150402,[233 133] ; [47 35],[228.75 137.25] ; [51.25 30.75],0
u2,1,0.338169,0.917362,[59 51] ; [16 20],[56.50684932 53.49315068] ; [18.49315068 17.50684932],0
s3,1,0.342487,0.9011,[183 181] ; [36 45],[179.13707865 184.86292135] ; [39.86292135 41.13707865],0
u4,1,0.365273,0.819681,[ 11 355] ; [ 1 81],[  9.80357143 356.19642857] ; [ 2.19642857 79.80357143],0
s4,1,0.414111,0.666967,[ 38 326] ; [11 70],[ 40.08089888 323.91910112] ; [ 8.91910112 72.08089888],0
u1,1,0.468613,0.525246,[ 61 305] ; [11 71],[ 58.82142857 307.17857143] ; [13.17857143 68.82142857],0
a8,1,0.502719,0.449191,[ 52 281] ; [ 9 63],[ 50.15555556 282.84444444] ; [10.84444444 61.15555556],0
b2,1,0.604928,0.267627,[ 82 140] ; [22 32],[ 83.65217391 138.34782609] ; [20.34782609 33.65217391],0
b3,1,0.604928,0.267627,[ 82 140] ; [22 32],[ 83.65217391 138.34782609] ; [20.34782609 33.65217391],0
b4,1,0.867904,0.027663,[209 157] ; [46 36],[208.32589286 157.67410714] ; [46.67410714 35.32589286],0
n1,1,0.890848,0.018832,[33 44] ; [12 17],[32.68867925 44.31132075] ; [12.31132075 16.68867925],0
u3,1,0.96287,0.002167,[54 56] ; [18 19],[53.87755102 56.12244898] ; [18.12244898 18.87755102],0
d2,1,0.972713,0.00117,[172 193] ; [38 43],[171.86098655 193.13901345] ; [38.13901345 42.86098655],0
