Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.002925,8.853766,[20  3] ; [17 18],[14.67241379  8.32758621] ; [22.32758621 12.67241379],0
v2,1,0.008762,6.870661,[12 10] ; [ 7 27],[ 7.46428571 14.53571429] ; [11.53571429 22.46428571],0
u3,1,0.009823,6.666667,[3 1] ; [ 2 14],[1. 3.] ; [ 4. 12.],0
p10,1,0.013073,6.159207,[12 11] ; [ 7 27],[ 7.66666667 15.33333333] ; [11.33333333 22.66666667],0
a3,1,0.035732,4.409847,[19  4] ; [19 15],[15.33333333  7.66666667] ; [22.66666667 11.33333333],0
d3,1,0.036342,4.380964,[15  8] ; [13 22],[11.10344828 11.89655172] ; [16.89655172 18.10344828],0
d4,1,0.068663,3.314686,[19  4] ; [21 14],[15.86206897  7.13793103] ; [24.13793103 10.86206897],0
n2,1,0.07077,3.265079,[10  4] ; [ 8 12],[7.41176471 6.58823529] ; [10.58823529  9.41176471],0
a6,1,0.073983,3.192355,[16  7] ; [16 19],[12.68965517 10.31034483] ; [19.31034483 15.68965517],0
r2,1,0.074162,3.188406,[16  6] ; [16 17],[12.8  9.2] ; [19.2 13.8],0
d1,1,0.076379,3.140316,[14  9] ; [13 22],[10.70689655 12.29310345] ; [16.29310345 18.70689655],0
p6,1,0.129076,2.303579,[ 3 19] ; [ 1 33],[ 1.57142857 20.42857143] ; [ 2.42857143 31.57142857],0
a4,1,0.134536,2.239364,[12 11] ; [11 23],[ 9.28070175 13.71929825] ; [13.71929825 20.28070175],0
p9,1,0.151059,2.061528,[ 9 12] ; [ 8 25],[ 6.61111111 14.38888889] ; [10.38888889 22.61111111],0
u2,1,0.196706,1.666667,[2 2] ; [ 3 13],[1. 3.] ; [ 4. 12.],0
n6,1,0.205397,1.603581,[12 11] ; [12 22],[ 9.68421053 13.31578947] ; [14.31578947 19.68421053],0
n4,1,0.208029,1.585093,[12 11] ; [24 11],[14.27586207  8.72413793] ; [21.72413793 13.27586207],0
n1,1,0.211486,1.561224,[ 4 10] ; [10 10],[5.76470588 8.23529412] ; [ 8.23529412 11.76470588],0
p1,1,0.244766,1.352933,[ 2 21] ; [ 7 28],[ 3.56896552 19.43103448] ; [ 5.43103448 29.56896552],0
s1,1,0.244766,1.352933,[ 2 21] ; [ 7 28],[ 3.56896552 19.43103448] ; [ 5.43103448 29.56896552],0
s2,1,0.26208,1.257734,[ 6 17] ; [ 5 30],[ 4.36206897 18.63793103] ; [ 6.63793103 28.36206897],0
p8,1,0.285434,1.141031,[ 6 17] ; [ 5 29],[ 4.43859649 18.56140351] ; [ 6.56140351 27.43859649],0
a2,1,0.288735,1.125511,[ 5 18] ; [ 4 31],[ 3.56896552 19.43103448] ; [ 5.43103448 29.56896552],0
r3,1,0.302445,1.063382,[11 12] ; [12 23],[ 9.12068966 13.87931034] ; [13.87931034 21.12068966],0
s8,1,0.330629,0.946434,[ 3 20] ; [ 2 33],[ 1.98275862 21.01724138] ; [ 3.01724138 31.98275862],0
p5,1,0.339816,0.911125,[ 2 21] ; [ 1 33],[ 1.21052632 21.78947368] ; [ 1.78947368 32.21052632],0
d2,1,0.357069,0.848175,[15  8] ; [18 16],[13.31578947  9.68421053] ; [19.68421053 14.31578947],0
b1,1,0.358347,0.843679,[14  9] ; [17 18],[12.29310345 10.70689655] ; [18.70689655 16.29310345],0
v3,1,0.363636,0.825296,[ 7 16] ; [ 7 28],[ 5.55172414 17.44827586] ; [ 8.44827586 26.55172414],0
s5,1,0.371164,0.799765,[ 1 21] ; [ 4 31],[ 1.92982456 20.07017544] ; [ 3.07017544 31.92982456],0
a5,1,0.408293,0.683766,[15  8] ; [19 16],[13.48275862  9.51724138] ; [20.51724138 14.48275862],0
p4,1,0.414644,0.665446,[ 5 17] ; [ 5 30],[ 3.85964912 18.14035088] ; [ 6.14035088 28.85964912],0
a7,1,0.420668,0.648447,[13 10] ; [16 19],[11.5 11.5] ; [17.5 17.5],0
s7,1,0.423879,0.639535,[ 6 16] ; [ 6 27],[ 4.8 17.2] ; [ 7.2 25.8],0
s3,1,0.500969,0.452883,[ 8 15] ; [ 9 25],[ 6.85964912 16.14035088] ; [10.14035088 23.85964912],0
b2,1,0.503083,0.448427,[6 6] ; [10 16],[5.05263158 6.94736842] ; [10.94736842 15.05263158],0
b3,1,0.503083,0.448427,[6 6] ; [10 16],[5.05263158 6.94736842] ; [10.94736842 15.05263158],0
p7,1,0.543243,0.369562,[ 5 16] ; [ 6 29],[ 4.125 16.875] ; [ 6.875 28.125],0
n5,1,0.599042,0.276443,[16  7] ; [22 13],[15.06896552  7.93103448] ; [22.93103448 12.06896552],0
u1,1,0.661148,0.192133,[ 2 21] ; [ 2 33],[ 1.5862069 21.4137931] ; [ 2.4137931 32.5862069],0
s6,1,0.662264,0.190785,[ 5 18] ; [ 6 29],[ 4.36206897 18.63793103] ; [ 6.63793103 28.36206897],0
r1,1,0.69397,0.154821,[ 7 16] ; [ 9 26],[ 6.34482759 16.65517241] ; [ 9.65517241 25.34482759],0
b4,1,0.70972,0.138557,[12 11] ; [20 15],[12.68965517 10.31034483] ; [19.31034483 15.68965517],0
b5,1,0.70972,0.138557,[11 12] ; [15 20],[10.31034483 12.68965517] ; [15.68965517 19.31034483],0
p3,1,0.72376,0.124919,[ 3 19] ; [ 6 29],[ 3.47368421 18.52631579] ; [ 5.52631579 29.47368421],0
n3,1,0.726713,0.122152,[6 8] ; [ 7 12],[5.51515152 8.48484848] ; [ 7.48484848 11.51515152],0
