Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.000582,11.831717,[145  23] ; [91 39],[133.04697987  34.95302013] ; [102.95302013  27.04697987],1
n5,1,0.000631,11.682138,[131  35] ; [77 50],[117.84300341  48.15699659] ; [90.15699659 36.84300341],1
p3,1,0.001092,10.664538,[86 82] ; [42 88],[72.16107383 95.83892617] ; [55.83892617 74.16107383],0
v3,1,0.002146,9.420074,[102  61] ; [57 71],[89.06185567 73.93814433] ; [69.93814433 58.06185567],0
p5,1,0.007528,7.142445,[ 17 151] ; [  3 127],[ 11.27516779 156.72483221] ; [  8.72483221 121.27516779],0
v4,1,0.02223,5.227662,[160   5] ; [117  12],[155.45918367   9.54081633] ; [121.54081633   7.45918367],0
p9,1,0.022891,5.17677,[143  23] ; [97 31],[135.51020408  30.48979592] ; [104.48979592  23.51020408],0
p4,1,0.030346,4.689591,[93 74] ; [55 73],[83.78305085 83.21694915] ; [64.21694915 63.78305085],0
s6,1,0.034426,4.47344,[112  52] ; [72 56],[103.34246575  60.65753425] ; [80.65753425 47.34246575],0
a8,1,0.035519,4.420072,[ 26 122] ; [ 10 106],[ 20.18181818 127.81818182] ; [ 15.81818182 100.18181818],0
r4,1,0.057601,3.605141,[154  14] ; [110  20],[148.83221477  19.16778523] ; [115.16778523  14.83221477],0
n4,1,0.062273,3.475777,[130  37] ; [88 41],[122.99324324  44.00675676] ; [95.00675676 33.99324324],0
r3,1,0.066052,3.378514,[166   2] ; [122   6],[163.45945946   4.54054054] ; [124.54054054   3.45945946],0
n6,1,0.076947,3.128237,[143  23] ; [101  28],[137.30169492  28.69830508] ; [106.69830508  22.30169492],0
p12,1,0.085916,2.949271,[ 13 154] ; [  4 125],[  9.59121622 157.40878378] ; [  7.40878378 121.59121622],0
p8,1,0.09376,2.808601,[83 83] ; [51 76],[75.91808874 90.08191126] ; [58.08191126 68.91808874],0
s8,1,0.095635,2.776873,[72 94] ; [44 86],[ 65.05405405 100.94594595] ; [50.94594595 79.05405405],0
a4,1,0.110628,2.545226,[81 86] ; [51 79],[74.22222222 92.77777778] ; [57.77777778 72.22222222],0
a7,1,0.117846,2.445723,[118  50] ; [101  28],[123.87878788  44.12121212] ; [95.12121212 33.87878788],0
p1,1,0.122534,2.384627,[ 12 156] ; [  4 126],[  9.02013423 158.97986577] ; [  6.97986577 123.02013423],0
p11,1,0.122971,2.379062,[140  28] ; [99 31],[134.73825503  33.26174497] ; [104.26174497  25.73825503],0
s7,1,0.144968,2.124414,[77 84] ; [49 76],[70.93006993 90.06993007] ; [55.06993007 69.93006993],0
b2,1,0.145656,2.117162,[40 67] ; [20 54],[35.46961326 71.53038674] ; [24.53038674 49.46961326],0
b3,1,0.145656,2.117162,[40 67] ; [20 54],[35.46961326 71.53038674] ; [24.53038674 49.46961326],0
b5,1,0.145983,2.113733,[102  66] ; [68 62],[95.83892617 72.16107383] ; [74.16107383 55.83892617],0
p7,1,0.179876,1.798645,[98 68] ; [65 62],[92.34812287 73.65187713] ; [70.65187713 56.34812287],0
u1,1,0.233398,1.420034,[ 32 136] ; [ 18 112],[ 28.18791946 139.81208054] ; [ 21.81208054 108.18791946],0
u3,1,0.259653,1.270606,[23 17] ; [17 21],[20.51282051 19.48717949] ; [19.48717949 18.51282051],0
d4,1,0.268903,1.222333,[147  21] ; [107  22],[143.67676768  24.32323232] ; [110.32323232  18.67676768],0
a5,1,0.280229,1.165981,[133  35] ; [96 34],[129.10067114  38.89932886] ; [99.89932886 30.10067114],0
u2,1,0.281426,1.160192,[20 19] ; [14 22],[17.68 21.32] ; [16.32 19.68],0
u4,1,0.28271,1.154015,[  4 164] ; [  1 129],[  2.81879195 165.18120805] ; [  2.18120805 127.81879195],0
s4,1,0.287918,1.12933,[ 20 147] ; [ 21 108],[ 23.13175676 143.86824324] ; [ 17.86824324 111.13175676],0
s2,1,0.290388,1.117822,[80 85] ; [55 75],[75.50847458 89.49152542] ; [59.49152542 70.50847458],0
a3,1,0.291067,1.114679,[128  40] ; [92 38],[124.02684564  43.97315436] ; [95.97315436 34.02684564],0
d2,1,0.315982,1.005504,[88 80] ; [60 69],[83.71717172 84.28282828] ; [64.28282828 64.71717172],0
s5,1,0.329161,0.952195,[ 56 109] ; [36 90],[ 52.16494845 112.83505155] ; [39.83505155 86.16494845],0
n1,1,0.336221,0.924789,[12 22] ; [ 7 22],[10.25396825 23.74603175] ; [ 8.74603175 20.25396825],0
p10,1,0.347746,0.881666,[136  30] ; [100  29],[132.8  33.2] ; [103.2  25.8],0
d1,1,0.387432,0.746988,[109  59] ; [78 52],[105.42281879  62.57718121] ; [81.57718121 48.42281879],0
d3,1,0.433728,0.612821,[122  46] ; [89 41],[118.95302013  49.04697987] ; [92.04697987 37.95302013],0
b4,1,0.502909,0.448792,[93 75] ; [77 53],[95.83892617 72.16107383] ; [74.16107383 55.83892617],0
d5,1,0.50393,0.446649,[140  28] ; [112  18],[142.06711409  25.93288591] ; [109.93288591  20.06711409],0
b1,1,0.576147,0.312505,[ 53 115] ; [45 85],[ 55.24832215 112.75167785] ; [42.75167785 87.24832215],0
a2,1,0.588491,0.292708,[ 42 126] ; [ 29 101],[ 40.02684564 127.97315436] ; [30.97315436 99.02684564],0
n2,1,0.759199,0.093963,[28  6] ; [23  6],[27.52380952  6.47619048] ; [23.47619048  5.52380952],0
r1,1,0.785917,0.073775,[143  24] ; [109  20],[142.17567568  24.82432432] ; [109.82432432  19.17567568],0
s1,1,0.79295,0.068897,[  2 164] ; [  2 126],[  2.2585034 163.7414966] ; [  1.7414966 126.2585034],0
r2,1,0.829814,0.046199,[155  10] ; [121   7],[155.42662116   9.57337884] ; [120.57337884   7.42662116],0
a1,1,0.850824,0.035369,[  7 161] ; [  6 124],[  7.32885906 160.67114094] ; [  5.67114094 124.32885906],0
n3,1,0.88473,0.021018,[26  9] ; [22  7],[26.25  8.75] ; [21.75  7.25],0
s3,1,0.996112,2.4e-05,[84 79] ; [66 62],[84.02061856 78.97938144] ; [65.97938144 62.02061856],0
a6,1,0.998654,3e-06,[115  53] ; [89 41],[115.00671141  52.99328859] ; [88.99328859 41.00671141],0
