Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000324,12.923402,[42  2] ; [46 23],[34.26548673  9.73451327] ; [53.73451327 15.26548673],1
d5,1,0.002326,9.27283,[37  7] ; [39 30],[29.59292035 14.40707965] ; [46.40707965 22.59292035],0
p8,1,0.002799,8.934328,[22 21] ; [16 52],[14.72072072 28.27927928] ; [23.27927928 44.72072072],0
v3,1,0.003047,8.779221,[17 25] ; [10 56],[10.5 31.5] ; [16.5 49.5],0
v1,1,0.006669,7.35999,[23 21] ; [18 49],[16.25225225 27.74774775] ; [24.74774775 42.25225225],0
d1,1,0.008737,6.875854,[25 19] ; [22 47],[18.30088496 25.69911504] ; [28.69911504 40.30088496],0
d3,1,0.012634,6.219663,[30 14] ; [30 38],[23.57142857 20.42857143] ; [36.42857143 31.57142857],0
p4,1,0.013532,6.098222,[22 21] ; [19 49],[15.88288288 27.11711712] ; [25.11711712 42.88288288],0
a5,1,0.013651,6.082679,[32 12] ; [34 35],[25.69911504 18.30088496] ; [40.30088496 28.69911504],0
r1,1,0.014849,5.934242,[34  9] ; [39 30],[28.02678571 14.97321429] ; [44.97321429 24.02678571],0
a3,1,0.019063,5.495747,[33 11] ; [36 32],[27.10714286 16.89285714] ; [41.89285714 26.10714286],0
p11,1,0.019932,5.417827,[29 15] ; [30 39],[22.97345133 21.02654867] ; [36.02654867 32.97345133],0
v4,1,0.041165,4.16922,[38  6] ; [48 21],[33.48672566 10.51327434] ; [52.51327434 16.48672566],0
s6,1,0.043339,4.082111,[21 23] ; [20 49],[15.96460177 28.03539823] ; [25.03539823 43.96460177],0
r4,1,0.046369,3.968131,[33 11] ; [39 30],[28.03539823 15.96460177] ; [43.96460177 25.03539823],0
d4,1,0.056151,3.647563,[36  8] ; [45 24],[31.53982301 12.46017699] ; [49.46017699 19.53982301],0
a8,1,0.060139,3.53356,[ 1 39] ; [ 9 58],[ 3.73831776 36.26168224] ; [ 6.26168224 60.73831776],0
b1,1,0.076829,3.130729,[18 26] ; [40 29],[22.5840708 21.4159292] ; [35.4159292 33.5840708],0
s1,1,0.120501,2.4108,[ 1 41] ; [ 7 61],[ 3.05454545 38.94545455] ; [ 4.94545455 63.05454545],0
p3,1,0.13247,2.263316,[16 26] ; [17 52],[12.48648649 29.51351351] ; [20.51351351 48.48648649],0
p5,1,0.136387,2.218261,[ 3 41] ; [ 1 67],[ 1.57142857 42.42857143] ; [ 2.42857143 65.57142857],0
