Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,58.573392,[ 45 129] ; [84 34],[76.86986301 97.13013699] ; [52.13013699 65.86986301],1
s6,1,0.0,47.076321,[88 89] ; [106  14],[115.61616162  61.38383838] ; [78.38383838 41.61616162],1
s2,1,0.0,31.537571,[ 62 118] ; [81 39],[85.8 94.2] ; [57.2 62.8],1
s3,1,0.0,29.685746,[ 76 104] ; [89 31],[99. 81.] ; [66. 54.],1
d1,1,3.3e-05,17.241734,[ 73 109] ; [78 43],[90.69966997 91.30033003] ; [60.30033003 60.69966997],1
p6,1,0.000234,13.538441,[ 50 129] ; [59 62],[ 65.03666667 113.96333333] ; [43.96333333 77.03666667],1
p4,1,0.000399,12.536047,[90 91] ; [85 36],[104.88410596  76.11589404] ; [70.11589404 50.88410596],1
p7,1,0.00048,12.192326,[92 83] ; [86 32],[106.31399317  68.68600683] ; [71.68600683 46.31399317],1
d2,1,0.000546,11.950907,[ 61 120] ; [65 56],[ 75.51655629 105.48344371] ; [50.48344371 70.51655629],1
p8,1,0.000774,11.302485,[ 81 100] ; [78 43],[95.29470199 85.70529801] ; [63.70529801 57.29470199],1
p3,1,0.001018,10.79439,[ 67 114] ; [68 53],[ 80.91059603 100.08940397] ; [54.08940397 66.91059603],0
a5,1,0.001869,9.674374,[112  70] ; [95 26],[124.33663366  57.66336634] ; [82.66336634 38.33663366],0
p9,1,0.002155,9.412692,[142  39] ; [111  10],[151.63245033  29.36754967] ; [101.36754967  19.63245033],0
a3,1,0.004839,7.938799,[105  77] ; [89 32],[116.52805281  65.47194719] ; [77.47194719 43.52805281],0
p10,1,0.007153,7.234117,[138  41] ; [108  13],[146.78  32.22] ; [99.22 21.78],0
v1,1,0.007573,7.131844,[ 59 121] ; [56 60],[ 69.93243243 110.06756757] ; [45.06756757 70.93243243],0
b3,1,0.007873,7.062157,[29 75] ; [40 46],[37.76842105 66.23157895] ; [31.23157895 54.76842105],0
b2,1,0.007873,7.062157,[29 75] ; [40 46],[37.76842105 66.23157895] ; [31.23157895 54.76842105],0
a2,1,0.00841,6.944052,[ 26 156] ; [32 89],[ 34.83828383 147.16171617] ; [23.16171617 97.83828383],0
p12,1,0.015837,5.820863,[  5 175] ; [ 11 109],[  9.6 170.4] ; [  6.4 113.6],0
r1,1,0.016157,5.78573,[123  59] ; [97 24],[132.14521452  49.85478548] ; [87.85478548 33.14521452],0
s5,1,0.022451,5.210463,[ 47 131] ; [46 72],[ 55.92567568 122.07432432] ; [37.07432432 80.92567568],0
v3,1,0.027996,4.828294,[ 24 157] ; [27 90],[ 30.97651007 150.02348993] ; [20.02348993 96.97651007],0
d3,1,0.039007,4.260573,[105  77] ; [84 37],[113.52475248  68.47524752] ; [75.47524752 45.52475248],0
a4,1,0.042545,4.113407,[ 67 114] ; [59 62],[ 75.51655629 105.48344371] ; [50.48344371 70.51655629],0
n4,1,0.058879,3.568671,[130  52] ; [98 23],[136.95049505  45.04950495] ; [91.04950495 29.95049505],0
r4,1,0.066827,3.359298,[154  28] ; [111  10],[159.17491749  22.82508251] ; [105.82508251  15.17491749],0
d4,1,0.072283,3.230404,[134  48] ; [99 21],[140.41721854  41.58278146] ; [92.58278146 27.41721854],0
u1,1,0.081553,3.033681,[ 19 163] ; [ 21 100],[ 24.02640264 157.97359736] ; [ 15.97359736 105.02640264],0
d5,1,0.093023,2.821266,[130  52] ; [96 24],[136.1986755  45.8013245] ; [89.8013245 30.1986755],0
b4,1,0.093092,2.820074,[111  71] ; [62 59],[103.91419142  78.08580858] ; [69.08580858 51.91419142],0
s4,1,0.117108,2.455581,[ 31 146] ; [30 90],[ 36.35353535 140.64646465] ; [24.64646465 95.35353535],0
a6,1,0.123815,2.36839,[124  58] ; [72 49],[117.72937294  64.27062706] ; [78.27062706 42.72937294],0
p5,1,0.133214,2.254648,[ 16 165] ; [ 17 101],[ 19.97658863 161.02341137] ; [ 13.02341137 104.97658863],0
n5,1,0.140428,2.173261,[126  54] ; [94 27],[131.56146179  48.43853821] ; [88.43853821 32.56146179],0
a7,1,0.195826,1.673231,[123  59] ; [73 48],[117.72937294  64.27062706] ; [78.27062706 42.72937294],0
b1,1,0.199992,1.642434,[ 62 120] ; [50 71],[ 67.27392739 114.72607261] ; [44.72607261 76.27392739],0
n1,1,0.230369,1.438579,[14 30] ; [12 14],[16.34285714 27.65714286] ; [ 9.65714286 16.34285714],0
r3,1,0.272591,1.203663,[168  13] ; [116   5],[170.21192053  10.78807947] ; [113.78807947   7.21192053],0
a8,1,0.289639,1.121297,[ 18 149] ; [17 96],[ 20.875 146.125] ; [14.125 98.875],0
a1,1,0.331339,0.943659,[  4 178] ; [  5 116],[  5.40594059 176.59405941] ; [  3.59405941 117.40594059],0
u4,1,0.342052,0.902726,[  1 181] ; [  2 119],[  1.8019802 180.1980198] ; [  1.1980198 119.8019802],0
v4,1,0.350345,0.872207,[168  12] ; [116   5],[169.83388704  10.16611296] ; [114.16611296   6.83388704],0
u2,1,0.411094,0.675635,[44 33] ; [21 11],[45.91743119 31.08256881] ; [19.08256881 12.91743119],0
b5,1,0.462662,0.539448,[110  72] ; [68 53],[106.91749175  75.08250825] ; [71.08250825 49.91749175],0
u3,1,0.749816,0.101685,[45 31] ; [20 12],[45.74074074 30.25925926] ; [19.25925926 12.74074074],0
n2,1,0.754362,0.097902,[32 12] ; [18  8],[31.42857143 12.57142857] ; [18.57142857  7.42857143],0
r2,1,0.804993,0.060955,[166  15] ; [111   9],[166.56810631  14.43189369] ; [110.43189369   9.56810631],0
n6,1,0.805117,0.060876,[153  28] ; [101  20],[152.23178808  28.76821192] ; [101.76821192  19.23178808],0
p1,1,0.838683,0.041444,[ 16 163] ; [ 10 111],[ 15.51333333 163.48666667] ; [ 10.48666667 110.51333333],0
n3,1,0.877203,0.023875,[29 14] ; [18  8],[29.28985507 13.71014493] ; [17.71014493  8.28985507],0
s1,1,0.90784,0.013401,[  8 172] ; [  5 115],[  7.8 172.2] ; [  5.2 114.8],0
p2,1,0.92436,0.009014,[151  29] ; [102  19],[151.29568106  28.70431894] ; [101.70431894  19.29568106],0
