Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,60.918709,[ 34 108] ; [301 192],[74.91338583 67.08661417] ; [260.08661417 232.91338583],1
a3,1,0.0,57.333886,[72 70] ; [404  89],[106.44409449  35.55590551] ; [369.55590551 123.44409449],1
a4,1,0.0,50.124845,[ 32 111] ; [276 217],[69.25157233 73.74842767] ; [238.74842767 254.25157233],1
d1,1,0.0,41.3894,[68 75] ; [374 120],[99.2244898 43.7755102] ; [342.7755102 151.2244898],1
u1,1,0.0,27.716987,[  7 136] ; [124 370],[ 29.40816327 113.59183673] ; [101.59183673 392.40816327],1
n4,1,3e-06,21.52757,[96 47] ; [416  76],[115.3007874  27.6992126] ; [396.6992126  95.3007874],1
r1,1,2.4e-05,17.855655,[101  41] ; [422  67],[117.69572108  24.30427892] ; [405.30427892  83.69572108],1
d4,1,7e-05,15.803575,[113  29] ; [452  42],[126.14779874  15.85220126] ; [438.85220126  55.14779874],1
n6,1,0.00171,9.837339,[110  32] ; [431  59],[121.55379747  20.44620253] ; [419.44620253  70.55379747],0
p9,1,0.005206,7.806439,[113  27] ; [437  51],[122.61146497  17.38853503] ; [427.38853503  60.61146497],0
r2,1,0.005534,7.695987,[129  13] ; [468  17],[135.20574163   6.79425837] ; [461.79425837  23.20574163],0
a6,1,0.005855,7.594302,[87 56] ; [359 134],[100.27987421  42.72012579] ; [345.72012579 147.27987421],0
v2,1,0.007034,7.264336,[67 69] ; [297 181],[80.62540717 55.37459283] ; [283.37459283 194.62540717],0
r4,1,0.00724,7.212328,[123  20] ; [460  34],[130.87755102  12.12244898] ; [452.12244898  41.87755102],0
s8,1,0.007752,7.08988,[52 91] ; [240 250],[65.96524487 77.03475513] ; [226.03475513 263.96524487],0
p10,1,0.008336,6.959726,[109  31] ; [425  64],[118.85532591  21.14467409] ; [415.14467409  73.85532591],0
p4,1,0.009808,6.669357,[81 62] ; [336 156],[93.90708661 49.09291339] ; [323.09291339 168.90708661],0
p7,1,0.012209,6.2802,[84 56] ; [343 139],[96.10932476 43.89067524] ; [330.89067524 151.10932476],0
p11,1,0.014266,6.004918,[107  36] ; [414  80],[116.95918367  26.04081633] ; [404.04081633  89.95918367],0
v1,1,0.019025,5.499255,[67 71] ; [288 194],[79.01612903 58.98387097] ; [275.98387097 206.01612903],0
p3,1,0.048617,3.888523,[67 76] ; [277 216],[77.34591195 65.65408805] ; [266.65408805 226.34591195],0
s6,1,0.083027,3.004621,[90 51] ; [343 137],[98.31400966 42.68599034] ; [334.68599034 145.31400966],0
s7,1,0.084641,2.973444,[59 76] ; [246 226],[67.83360791 67.16639209] ; [237.16639209 234.83360791],0
b2,1,0.093507,2.812933,[22 54] ; [120 185],[28.32545932 47.67454068] ; [113.67454068 191.32545932],0
b3,1,0.093507,2.812933,[22 54] ; [120 185],[28.32545932 47.67454068] ; [113.67454068 191.32545932],0
s5,1,0.10562,2.618557,[42 97] ; [178 294],[50.04909984 88.95090016] ; [169.95090016 302.04909984],0
n5,1,0.106587,2.604107,[103  40] ; [383 105],[110.13946117  32.86053883] ; [375.86053883 112.13946117],0
d3,1,0.141383,2.162846,[101  41] ; [381 113],[107.6163522  34.3836478] ; [374.3836478 119.6163522],0
a1,1,0.149058,2.081863,[  3 140] ; [ 24 470],[  6.06122449 136.93877551] ; [ 20.93877551 473.06122449],0
s4,1,0.208088,1.58468,[ 28 113] ; [ 75 412],[ 23.12579618 117.87420382] ; [ 79.87420382 407.12579618],0
p1,1,0.210216,1.56994,[ 15 127] ; [ 36 456],[ 11.42271293 130.57728707] ; [ 39.57728707 452.42271293],0
b4,1,0.21119,1.563251,[90 53] ; [282 212],[83.51020408 59.48979592] ; [288.48979592 205.51020408],0
u4,1,0.235845,1.405257,[  1 142] ; [ 11 482],[  2.69811321 140.30188679] ; [  9.30188679 483.69811321],0
p8,1,0.26474,1.243798,[75 66] ; [283 201],[80.7648 60.2352] ; [277.2352 206.7648],0
p12,1,0.274964,1.191813,[  8 135] ; [ 41 449],[ 11.06951027 131.93048973] ; [ 37.93048973 452.06951027],0
s2,1,0.335198,0.928711,[69 73] ; [259 228],[74.04769475 67.95230525] ; [253.95230525 233.04769475],0
v3,1,0.345472,0.890021,[51 86] ; [199 278],[55.78175896 81.21824104] ; [194.21824104 282.78175896],0
v4,1,0.364382,0.822736,[136   7] ; [472  16],[137.78763867   5.21236133] ; [470.21236133  17.78763867],0
p6,1,0.518117,0.41764,[52 87] ; [197 290],[55.28913738 83.71086262] ; [193.71086262 293.28913738],0
s3,1,0.590014,0.290322,[83 59] ; [270 213],[80.2016 61.7984] ; [272.7984 210.2016],0
n2,1,0.656058,0.198348,[25 10] ; [76 25],[25.99264706  9.00735294] ; [75.00735294 25.99264706],0
a7,1,0.659538,0.194085,[109  32] ; [373 121],[107.02677165  33.97322835] ; [374.97322835 119.02677165],0
r3,1,0.660077,0.193431,[135   5] ; [477  14],[135.7844691   4.2155309] ; [476.2155309  14.7844691],0
a8,1,0.674726,0.176124,[ 18 113] ; [ 67 373],[ 19.50087566 111.49912434] ; [ 65.49912434 374.50087566],0
n3,1,0.720822,0.127707,[26 10] ; [76 25],[26.80291971  9.19708029] ; [75.19708029 25.80291971],0
u2,1,0.731437,0.117796,[39 31] ; [52 37],[40.06289308 29.93710692] ; [50.93710692 38.06289308],0
p5,1,0.744175,0.106491,[ 16 127] ; [ 60 432],[ 17.11496063 125.88503937] ; [ 58.88503937 433.11496063],0
u3,1,0.751753,0.100064,[41 30] ; [53 35],[41.97484277 29.02515723] ; [52.02515723 35.97484277],0
n1,1,0.788171,0.072193,[14 22] ; [36 63],[13.33333333 22.66666667] ; [36.66666667 62.33333333],0
s1,1,0.804594,0.06121,[  4 137] ; [ 12 475],[  3.59235669 137.40764331] ; [ 12.40764331 474.59235669],0
b5,1,0.89901,0.016107,[86 57] ; [300 194],[86.65306122 56.34693878] ; [299.34693878 194.65306122],0
b1,1,0.970977,0.001324,[51 92] ; [177 317],[51.18367347 91.81632653] ; [176.81632653 317.18367347],0
