Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,9e-06,19.683757,[12 23] ; [80 26],[22.83687943 12.16312057] ; [69.16312057 36.83687943],1
d3,1,5.1e-05,16.421586,[17 18] ; [88 18],[26.06382979  8.93617021] ; [78.93617021 27.06382979],1
p2,1,0.0002,13.828571,[18 17] ; [87 18],[26.25  8.75] ; [78.75 26.25],1
n1,1,0.00518,7.815505,[6 3] ; [ 7 29],[2.6 6.4] ; [10.4 25.6],0
n3,1,0.015178,5.895722,[4 5] ; [30  6],[6.8 2.2] ; [27.2  8.8],0
a2,1,0.015558,5.852206,[ 2 33] ; [26 80],[ 6.95035461 28.04964539] ; [21.04964539 84.95035461],0
u1,1,0.026742,4.907423,[ 1 34] ; [19 87],[ 4.96453901 30.03546099] ; [15.03546099 90.96453901],0
n6,1,0.039784,4.227053,[18 17] ; [74 31],[23. 12.] ; [69. 36.],0
p3,1,0.057072,3.620483,[21 14] ; [44 62],[16.13475177 18.86524823] ; [48.86524823 57.13475177],0
p9,1,0.075342,3.162634,[24 11] ; [86 18],[27.69784173  7.30215827] ; [82.30215827 21.69784173],0
d5,1,0.102267,2.669823,[25 10] ; [89 17],[28.29787234  6.70212766] ; [85.70212766 20.29787234],0
d1,1,0.105418,2.621598,[16 19] ; [65 41],[20.10638298 14.89361702] ; [60.89361702 45.10638298],0
p1,1,0.106436,2.606358,[ 5 30] ; [ 6 98],[ 2.76978417 32.23021583] ; [ 8.23021583 95.76978417],0
r1,1,0.111141,2.537921,[23 12] ; [83 22],[26.5  8.5] ; [79.5 25.5],0
a1,1,0.159024,1.983478,[ 4 31] ; [  5 101],[ 2.23404255 32.76595745] ; [ 6.76595745 99.23404255],0
p6,1,0.21019,1.570114,[13 21] ; [28 76],[10.10144928 23.89855072] ; [30.89855072 73.10144928],0
b5,1,0.216901,1.524759,[18 17] ; [67 39],[21.09929078 13.90070922] ; [63.90070922 42.09929078],0
p10,1,0.235428,1.407762,[23 12] ; [79 25],[25.68345324  9.31654676] ; [76.31654676 27.68345324],0
n2,1,0.23806,1.392045,[8 1] ; [25 11],[6.6 2.4] ; [26.4  9.6],0
b1,1,0.24547,1.348905,[15 20] ; [34 72],[12.16312057 22.83687943] ; [36.83687943 69.16312057],0
u3,1,0.284073,1.1475,[9 6] ; [27  9],[10.58823529  4.41176471] ; [25.41176471 10.58823529],0
s4,1,0.312143,1.021588,[12 23] ; [27 79],[ 9.68085106 25.31914894] ; [29.31914894 76.68085106],0
s5,1,0.316936,1.001547,[16 17] ; [39 62],[13.54477612 19.45522388] ; [41.45522388 59.54477612],0
p8,1,0.325934,0.964985,[18 17] ; [44 61],[15.5 19.5] ; [46.5 58.5],0
s2,1,0.334947,0.929676,[24 11] ; [63 43],[21.59574468 13.40425532] ; [65.40425532 40.59574468],0
a4,1,0.348114,0.880319,[16 19] ; [39 67],[13.65248227 21.34751773] ; [41.34751773 64.65248227],0
s8,1,0.355105,0.855129,[19 16] ; [48 58],[16.63120567 18.36879433] ; [50.36879433 55.63120567],0
u2,1,0.391382,0.734643,[9 6] ; [26 10],[10.29411765  4.70588235] ; [24.70588235 11.29411765],0
p12,1,0.406119,0.690134,[ 1 34] ; [ 7 99],[ 1.9858156 33.0141844] ; [ 6.0141844 99.9858156],0
v1,1,0.410871,0.676278,[17 18] ; [41 60],[14.92647059 20.07352941] ; [43.07352941 57.92647059],0
p5,1,0.423365,0.640954,[ 1 33] ; [ 7 99],[ 1.94285714 32.05714286] ; [ 6.05714286 99.94285714],0
a3,1,0.457971,0.55085,[20 15] ; [68 38],[21.84397163 13.15602837] ; [66.15602837 39.84397163],0
r2,1,0.506576,0.441133,[31  4] ; [95  8],[31.95652174  3.04347826] ; [94.04347826  8.95652174],0
d4,1,0.562869,0.334762,[29  6] ; [92 14],[30.03546099  4.96453901] ; [90.96453901 15.03546099],0
b2,1,0.619451,0.24664,[ 8 16] ; [15 39],[ 7.07692308 16.92307692] ; [15.92307692 38.07692308],0
b3,1,0.619451,0.24664,[ 8 16] ; [15 39],[ 7.07692308 16.92307692] ; [15.92307692 38.07692308],0
s1,1,0.62188,0.243235,[ 2 33] ; [  4 102],[ 1.4893617 33.5106383] ; [  4.5106383 101.4893617],0
s3,1,0.630214,0.23177,[22 13] ; [70 34],[23.16546763 11.83453237] ; [68.83453237 35.16546763],0
v4,1,0.704738,0.14359,[32  3] ; [98  7],[32.5  2.5] ; [97.5  7.5],0
n4,1,0.734086,0.115393,[14 21] ; [39 67],[13.15602837 21.84397163] ; [39.84397163 66.15602837],0
r3,1,0.799354,0.064609,[34  1] ; [102   4],[33.75886525  1.24113475] ; [102.24113475   3.75886525],0
d2,1,0.802361,0.062646,[15 20] ; [48 58],[15.63829787 19.36170213] ; [47.36170213 58.63829787],0
p4,1,0.807736,0.059218,[17 18] ; [54 52],[17.62411348 17.37588652] ; [53.37588652 52.62411348],0
b4,1,0.810423,0.057543,[22 13] ; [69 37],[22.58865248 12.41134752] ; [68.41134752 37.58865248],0
v2,1,0.840403,0.040553,[17 16] ; [53 46],[17.5 15.5] ; [52.5 46.5],0
p11,1,0.866876,0.028099,[23 12] ; [68 38],[22.58865248 12.41134752] ; [68.41134752 37.58865248],0
s7,1,0.867674,0.02776,[15 18] ; [49 55],[15.41605839 17.58394161] ; [48.58394161 55.41605839],0
r4,1,0.871332,0.026233,[30  5] ; [92 14],[30.28368794  4.71631206] ; [91.71631206 14.28368794],0
p7,1,0.878615,0.023325,[19 16] ; [58 46],[19.38848921 15.61151079] ; [57.61151079 46.38848921],0
a5,1,0.889377,0.019347,[25 10] ; [77 29],[25.31914894  9.68085106] ; [76.68085106 29.31914894],0
v3,1,0.90141,0.015346,[10 22] ; [31 72],[ 9.71851852 22.28148148] ; [31.28148148 71.71851852],0
a8,1,0.958391,0.002722,[ 2 31] ; [ 6 89],[ 2.0625 30.9375] ; [ 5.9375 89.0625],0
