Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,47.726041,[66 15] ; [ 5 31],[49.15384615 31.84615385] ; [21.84615385 14.15384615],1
v4,1,0.000334,12.868687,[75  6] ; [24 12],[68.53846154 12.46153846] ; [30.46153846  5.53846154],1
s8,1,0.003063,8.769338,[31 50] ; [ 4 32],[24.23076923 56.76923077] ; [10.76923077 25.23076923],0
p11,1,0.003158,8.713978,[53 28] ; [13 23],[45.69230769 35.30769231] ; [20.30769231 15.69230769],0
p2,1,0.003919,8.320783,[64 17] ; [19 17],[57.46153846 23.53846154] ; [25.53846154 10.46153846],0
p7,1,0.005737,7.630998,[45 32] ; [11 25],[38.15929204 38.84070796] ; [17.84070796 18.15929204],0
r2,1,0.018869,5.513625,[73  7] ; [27  9],[68.96551724 11.03448276] ; [31.03448276  4.96551724],0
s7,1,0.01922,5.48135,[29 48] ; [ 5 28],[23.8 53.2] ; [10.2 22.8],0
r4,1,0.02056,5.363695,[64 17] ; [21 15],[58.84615385 22.15384615] ; [26.15384615  9.84615385],0
s6,1,0.026451,4.926316,[45 36] ; [12 24],[39.46153846 41.53846154] ; [17.53846154 18.46153846],0
d3,1,0.047239,3.93685,[64 15] ; [23 13],[59.76521739 19.23478261] ; [27.23478261  8.76521739],0
v1,1,0.050686,3.818632,[34 43] ; [ 9 27],[29.30088496 47.69911504] ; [13.69911504 22.30088496],0
p8,1,0.05119,3.802041,[36 44] ; [ 9 26],[31.30434783 48.69565217] ; [13.69565217 21.30434783],0
n2,1,0.060373,3.52712,[15  6] ; [ 7 10],[12.15789474  8.84210526] ; [9.84210526 7.15789474],0
s2,1,0.071016,3.259382,[34 46] ; [ 9 27],[29.65517241 50.34482759] ; [13.34482759 22.65517241],0
d2,1,0.072321,3.229545,[26 54] ; [18 18],[30.34482759 49.65517241] ; [13.65517241 22.34482759],0
p3,1,0.083338,2.998578,[32 49] ; [ 8 27],[27.93103448 53.06896552] ; [12.06896552 22.93103448],0
p4,1,0.088485,2.901715,[36 45] ; [10 26],[31.84615385 49.15384615] ; [14.15384615 21.84615385],0
u2,1,0.091696,2.844341,[20  7] ; [5 6],[17.76315789  9.23684211] ; [7.23684211 3.76315789],0
n3,1,0.098281,2.733211,[16  5] ; [8 8],[13.62162162  7.37837838] ; [10.37837838  5.62162162],0
s5,1,0.110592,2.545743,[16 61] ; [ 3 32],[13.0625 63.9375] ; [ 5.9375 29.0625],0
s1,1,0.113034,2.511279,[ 3 77] ; [ 4 31],[ 4.86956522 75.13043478] ; [ 2.13043478 32.86956522],0
a4,1,0.114735,2.487753,[28 53] ; [18 18],[31.84615385 49.15384615] ; [14.15384615 21.84615385],0
r3,1,0.115475,2.477647,[72  9] ; [28  8],[69.23076923 11.76923077] ; [30.76923077  5.23076923],0
s4,1,0.11711,2.455556,[13 68] ; [ 2 34],[10.38461538 70.61538462] ; [ 4.61538462 31.38461538],0
b5,1,0.118944,2.431169,[57 24] ; [20 16],[53.30769231 27.69230769] ; [23.69230769 12.30769231],0
v2,1,0.169851,1.884259,[37 37] ; [13 23],[33.63636364 40.36363636] ; [16.36363636 19.63636364],0
