Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,25.094071,[24 21] ; [16 94],[11.61290323 33.38709677] ; [28.38709677 81.61290323],1
a3,1,0.000304,13.047138,[37  8] ; [56 54],[27. 18.] ; [66. 44.],1
s3,1,0.000696,11.500658,[29 16] ; [37 70],[19.53947368 25.46052632] ; [46.46052632 60.53947368],1
s2,1,0.001925,9.619847,[25 20] ; [32 78],[16.5483871 28.4516129] ; [40.4516129 69.5483871],0
s5,1,0.002425,9.196518,[17 25] ; [18 88],[ 9.93243243 32.06756757] ; [25.06756757 80.93243243],0
s6,1,0.003583,8.483902,[30 15] ; [45 65],[21.77419355 23.22580645] ; [53.22580645 56.77419355],0
n4,1,0.004124,8.228542,[25 20] ; [34 76],[17.12903226 27.87096774] ; [41.87096774 68.12903226],0
p7,1,0.004873,7.92586,[32 12] ; [52 57],[24.15686275 19.84313725] ; [59.84313725 49.15686275],0
p6,1,0.005128,7.83368,[17 27] ; [19 90],[10.35294118 33.64705882] ; [25.64705882 83.35294118],0
s4,1,0.008769,6.869252,[16 29] ; [18 92],[ 9.87096774 35.12903226] ; [24.12903226 85.87096774],0
p5,1,0.011961,6.316684,[ 5 40] ; [  2 107],[ 2.04545455 42.95454545] ; [  4.95454545 104.04545455],0
p10,1,0.017157,5.680228,[35 10] ; [62 46],[28.52941176 16.47058824] ; [68.47058824 39.52941176],0
d4,1,0.02073,5.349327,[41  4] ; [82 28],[35.70967742  9.29032258] ; [87.29032258 22.70967742],0
p3,1,0.026939,4.894723,[21 24] ; [31 79],[15.09677419 29.90322581] ; [36.90322581 73.09677419],0
a4,1,0.029246,4.753049,[18 27] ; [25 85],[12.48387097 32.51612903] ; [30.51612903 79.48387097],0
d5,1,0.045862,3.986669,[38  7] ; [75 34],[33.01948052 11.98051948] ; [79.98051948 29.01948052],0
d2,1,0.055335,3.671948,[23 22] ; [38 72],[17.70967742 27.29032258] ; [43.29032258 66.70967742],0
