Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000439,12.356984,[34  3] ; [39 27],[26.22330097 10.77669903] ; [46.77669903 19.22330097],1
v1,1,0.002755,8.962728,[22 15] ; [19 46],[14.87254902 22.12745098] ; [26.12745098 38.87254902],0
v3,1,0.002997,8.809185,[15 22] ; [ 9 54],[ 8.88 28.12] ; [15.12 47.88],0
a3,1,0.010798,6.498272,[31  7] ; [37 28],[25.08737864 12.91262136] ; [42.91262136 22.08737864],0
s7,1,0.012753,6.203077,[15 21] ; [11 49],[ 9.75 26.25] ; [16.25 43.75],0
d4,1,0.021247,5.306458,[33  5] ; [43 22],[28.03883495  9.96116505] ; [47.96116505 17.03883495],0
p11,1,0.025686,4.977064,[23 15] ; [25 41],[17.53846154 20.46153846] ; [30.46153846 35.53846154],0
v4,1,0.030871,4.660135,[33  5] ; [44 21],[28.40776699  9.59223301] ; [48.59223301 16.40776699],0
d5,1,0.034172,4.486052,[30  8] ; [38 27],[25.08737864 12.91262136] ; [42.91262136 22.08737864],0
u2,1,0.073594,3.200985,[6 1] ; [14 15],[3.88888889 3.11111111] ; [16.11111111 12.88888889],0
s6,1,0.079748,3.070028,[17 20] ; [19 47],[12.93203883 24.06796117] ; [23.06796117 42.93203883],0
s2,1,0.084555,2.975098,[16 22] ; [17 49],[12.05769231 25.94230769] ; [20.94230769 45.05769231],0
s8,1,0.09148,2.848135,[11 27] ; [10 56],[ 7.67307692 30.32692308] ; [13.32692308 52.67307692],0
d1,1,0.09397,2.805007,[19 19] ; [22 44],[14.98076923 23.01923077] ; [26.01923077 39.98076923],0
a1,1,0.097424,2.747221,[ 1 37] ; [ 8 58],[ 3.28846154 34.71153846] ; [ 5.71153846 60.28846154],0
a5,1,0.148347,2.089162,[24 14] ; [32 34],[20.46153846 17.53846154] ; [35.53846154 30.46153846],0
r4,1,0.204713,1.608429,[25 13] ; [35 31],[21.92307692 16.07692308] ; [38.07692308 27.92307692],0
d3,1,0.21046,1.568258,[25 13] ; [34 30],[21.98039216 16.01960784] ; [37.01960784 26.98039216],0
r1,1,0.222518,1.488061,[27 11] ; [39 27],[24.11538462 13.88461538] ; [41.88461538 24.11538462],0
s1,1,0.228128,1.452495,[ 1 35] ; [ 6 60],[ 2.47058824 33.52941176] ; [ 4.52941176 61.47058824],0
p7,1,0.239932,1.380994,[15 22] ; [18 44],[12.33333333 24.66666667] ; [20.66666667 41.33333333],0
s5,1,0.252543,1.30918,[ 8 27] ; [ 9 56],[ 5.95 29.05] ; [11.05 53.95],0
n1,1,0.272629,1.203469,[ 3 11] ; [10 16],[4.55 9.45] ; [ 8.45 17.55],0
a2,1,0.281241,1.161085,[ 3 35] ; [10 56],[ 4.75 33.25] ; [ 8.25 57.75],0
n3,1,0.307176,1.042781,[10  5] ; [12 12],[8.46153846 6.53846154] ; [13.53846154 10.46153846],0
p9,1,0.351977,0.866318,[22 14] ; [34 32],[19.76470588 16.23529412] ; [36.23529412 29.76470588],0
p2,1,0.373923,0.790588,[23 15] ; [34 32],[20.82692308 17.17307692] ; [36.17307692 29.82692308],0
d2,1,0.375076,0.786779,[13 25] ; [28 37],[15.12621359 22.87378641] ; [25.87378641 39.12621359],0
p3,1,0.391435,0.73448,[10 27] ; [13 53],[ 8.26213592 28.73786408] ; [14.73786408 51.26213592],0
p10,1,0.392755,0.730394,[19 17] ; [29 37],[16.94117647 19.05882353] ; [31.05882353 34.94117647],0
n2,1,0.422206,0.644168,[10  5] ; [14 12],[8.7804878 6.2195122] ; [15.2195122 10.7804878],0
u1,1,0.431203,0.61958,[ 1 37] ; [ 4 62],[ 1.82692308 36.17307692] ; [ 3.17307692 62.82692308],0
a7,1,0.440862,0.594038,[27 11] ; [42 24],[25.21153846 12.78846154] ; [43.78846154 22.21153846],0
a4,1,0.440862,0.594038,[11 27] ; [24 42],[12.78846154 25.21153846] ; [22.21153846 43.78846154],0
p1,1,0.467887,0.526961,[ 2 36] ; [ 6 59],[ 2.95145631 35.04854369] ; [ 5.04854369 59.95145631],0
a8,1,0.471699,0.517992,[ 5 31] ; [ 6 59],[ 3.92079208 32.07920792] ; [ 7.07920792 57.92079208],0
n4,1,0.654748,0.199966,[19 19] ; [36 30],[20.09615385 17.90384615] ; [34.90384615 31.09615385],0
p5,1,0.689742,0.159365,[ 1 37] ; [ 1 65],[ 0.73076923 37.26923077] ; [ 1.26923077 64.73076923],0
s3,1,0.706072,0.142232,[19 19] ; [30 35],[18.0776699 19.9223301] ; [30.9223301 34.0776699],0
a6,1,0.751019,0.100677,[24 14] ; [39 26],[23.24271845 14.75728155] ; [39.75728155 25.24271845],0
b5,1,0.768583,0.086571,[23 15] ; [38 28],[22.28846154 15.71153846] ; [38.71153846 27.28846154],0
n5,1,0.855745,0.033049,[16 22] ; [29 37],[16.44230769 21.55769231] ; [28.55769231 37.44230769],0
b1,1,0.881682,0.022153,[19 19] ; [32 34],[18.63461538 19.36538462] ; [32.36538462 33.63461538],0
u3,1,0.924978,0.008867,[3 4] ; [13 16],[3.11111111 3.88888889] ; [12.88888889 16.11111111],0
b2,1,0.927904,0.008187,[ 5 13] ; [11 27],[ 5.14285714 12.85714286] ; [10.85714286 27.14285714],0
b3,1,0.927904,0.008187,[ 5 13] ; [11 27],[ 5.14285714 12.85714286] ; [10.85714286 27.14285714],0
p8,1,0.932259,0.007226,[ 9 27] ; [16 50],[ 8.82352941 27.17647059] ; [16.17647059 49.82352941],0
b4,1,0.943543,0.005015,[21 17] ; [36 30],[20.82692308 17.17307692] ; [36.17307692 29.82692308],0
p6,1,0.951819,0.003651,[ 5 30] ; [ 9 56],[ 4.9 30.1] ; [ 9.1 55.9],0
r2,1,0.954509,0.003254,[30  7] ; [53 12],[30.10784314  6.89215686] ; [52.89215686 12.10784314],0
s4,1,0.975746,0.000924,[ 7 31] ; [12 54],[ 6.94230769 31.05769231] ; [12.05769231 53.94230769],0
