Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.2e-05,19.175629,[34 36] ; [30  2],[43.92156863 26.07843137] ; [20.07843137 11.92156863],1
s2,1,3.1e-05,17.326374,[20 51] ; [23  9],[29.6407767 41.3592233] ; [13.3592233 18.6407767],1
s3,1,7.4e-05,15.697684,[23 47] ; [24  8],[32.25490196 37.74509804] ; [14.74509804 17.25490196],1
s8,1,0.001501,10.077861,[19 52] ; [19 13],[26.19417476 44.80582524] ; [11.80582524 20.19417476],0
s7,1,0.012697,6.210859,[18 51] ; [16 15],[23.46 45.54] ; [10.54 20.46],0
p3,1,0.013784,6.065589,[28 43] ; [21 11],[33.77669903 37.22330097] ; [15.22330097 16.77669903],0
s4,1,0.018012,5.594968,[10 61] ; [11 21],[14.47572816 56.52427184] ; [ 6.52427184 25.47572816],0
b5,1,0.032058,4.595368,[49 22] ; [15 17],[44.11650485 26.88349515] ; [19.88349515 12.11650485],0
v3,1,0.051558,3.790043,[15 51] ; [13 18],[19.05154639 46.94845361] ; [ 8.94845361 22.05154639],0
p12,1,0.052177,3.770086,[ 2 69] ; [ 4 28],[ 4.13592233 66.86407767] ; [ 1.86407767 30.13592233],0
d1,1,0.060101,3.534593,[28 43] ; [19 13],[32.39805825 38.60194175] ; [14.60194175 17.39805825],0
p7,1,0.084518,2.975806,[48 21] ; [25  4],[51.39795918 17.60204082] ; [21.60204082  7.39795918],0
p10,1,0.09457,2.794814,[51 20] ; [27  4],[54.29411765 16.70588235] ; [23.70588235  7.29411765],0
p1,1,0.104162,2.640626,[ 3 67] ; [ 4 26],[ 4.9 65.1] ; [ 2.1 27.9],0
r4,1,0.111034,2.539443,[55 16] ; [29  3],[57.90291262 13.09708738] ; [26.09708738  5.90291262],0
a5,1,0.120874,2.405959,[42 29] ; [24  8],[45.49514563 25.50485437] ; [20.50485437 11.49514563],0
n6,1,0.132856,2.258808,[41 29] ; [23  8],[44.35643564 25.64356436] ; [19.64356436 11.35643564],0
p9,1,0.140805,2.169137,[53 18] ; [28  4],[55.83495146 15.16504854] ; [25.16504854  6.83495146],0
b1,1,0.154208,2.030124,[23 48] ; [ 6 26],[19.99029126 51.00970874] ; [ 9.00970874 22.99029126],0
p11,1,0.169387,1.888357,[51 20] ; [27  5],[53.76699029 17.23300971] ; [24.23300971  7.76699029],0
p6,1,0.183834,1.766356,[22 48] ; [14 17],[24.95049505 45.04950495] ; [11.04950495 19.95049505],0
r2,1,0.191146,1.708762,[60 11] ; [30  2],[62.03883495  8.96116505] ; [27.96116505  4.03883495],0
p5,1,0.209104,1.577619,[ 4 67] ; [ 4 27],[ 5.56862745 65.43137255] ; [ 2.43137255 28.56862745],0
d4,1,0.272651,1.20336,[53 18] ; [27  5],[55.14563107 15.85436893] ; [24.85436893  7.14563107],0
r1,1,0.276859,1.182444,[48 23] ; [25  7],[50.32038835 20.67961165] ; [22.67961165  9.32038835],0
p2,1,0.311941,1.02244,[55 15] ; [27  4],[56.83168317 13.16831683] ; [25.16831683  5.83168317],0
n3,1,0.383666,0.758924,[9 8] ; [7 3],[10.07407407  6.92592593] ; [5.92592593 4.07407407],0
u3,1,0.413686,0.668182,[18 17] ; [9 5],[19.28571429 15.71428571] ; [7.71428571 6.28571429],0
a7,1,0.436872,0.604484,[56 15] ; [23  9],[54.45631068 16.54368932] ; [24.54368932  7.45631068],0
u1,1,0.485083,0.487413,[ 4 67] ; [ 3 29],[ 4.82524272 66.17475728] ; [ 2.17475728 29.82524272],0
v1,1,0.502048,0.450604,[28 40] ; [15 16],[29.53535354 38.46464646] ; [13.46464646 17.53535354],0
a3,1,0.513431,0.427068,[35 36] ; [18 14],[36.53398058 34.46601942] ; [16.46601942 15.53398058],0
