Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000601,11.77285,[16  7] ; [24 56],[ 8.93203883 14.06796117] ; [31.06796117 48.93203883],1
p6,1,0.004217,8.188094,[ 8 15] ; [ 8 71],[ 3.60784314 19.39215686] ; [12.39215686 66.60784314],0
a4,1,0.005297,7.77512,[ 3 21] ; [35 45],[ 8.76923077 15.23076923] ; [29.23076923 50.76923077],0
b5,1,0.033398,4.525253,[16  8] ; [34 47],[11.42857143 12.57142857] ; [38.57142857 42.42857143],0
d3,1,0.039323,4.246843,[17  7] ; [38 43],[12.57142857 11.42857143] ; [42.42857143 38.57142857],0
p2,1,0.039323,4.246843,[17  7] ; [38 43],[12.57142857 11.42857143] ; [42.42857143 38.57142857],0
n6,1,0.042048,4.133254,[17  6] ; [40 40],[12.72815534 10.27184466] ; [44.27184466 35.72815534],0
p4,1,0.042536,4.113763,[10 13] ; [18 63],[ 6.19230769 16.80769231] ; [21.80769231 59.19230769],0
p3,1,0.081912,3.026545,[ 9 14] ; [17 63],[ 5.80582524 17.19417476] ; [20.19417476 59.80582524],0
v2,1,0.109755,2.557748,[12 12] ; [25 53],[ 8.70588235 15.29411765] ; [28.29411765 49.70588235],0
v4,1,0.117782,2.446573,[21  3] ; [56 22],[18.11764706  5.88235294] ; [58.88235294 19.11764706],0
d1,1,0.13391,2.246577,[13 11] ; [30 51],[ 9.82857143 14.17142857] ; [33.17142857 47.82857143],0
b3,1,0.140415,2.173406,[ 2 10] ; [20 31],[4.19047619 7.80952381] ; [17.80952381 33.19047619],0
b2,1,0.140415,2.173406,[ 2 10] ; [20 31],[4.19047619 7.80952381] ; [17.80952381 33.19047619],0
p10,1,0.164055,1.936443,[ 8 16] ; [16 65],[ 5.48571429 18.51428571] ; [18.51428571 62.48571429],0
d2,1,0.188337,1.730577,[14 10] ; [34 45],[11.18446602 12.81553398] ; [36.81553398 42.18446602],0
p11,1,0.231468,1.431818,[14 10] ; [36 45],[11.42857143 12.57142857] ; [38.57142857 42.42857143],0
r2,1,0.243797,1.358503,[21  2] ; [64 15],[19.16666667  3.83333333] ; [65.83333333 13.16666667],0
s7,1,0.266916,1.232529,[ 6 18] ; [11 62],[ 4.20618557 19.79381443] ; [12.79381443 60.20618557],0
s2,1,0.308124,1.038702,[ 5 19] ; [10 70],[ 3.46153846 20.53846154] ; [11.53846154 68.46153846],0
