Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,7e-06,20.262192,[42 20] ; [113 194],[26.04336043 35.95663957] ; [128.95663957 178.04336043],1
s5,1,0.000549,11.941712,[25 32] ; [ 66 233],[14.57022472 42.42977528] ; [ 76.42977528 222.57022472],1
s6,1,0.001138,10.588679,[46 15] ; [161 144],[34.5 26.5] ; [172.5 132.5],0
s3,1,0.005345,7.758802,[41 21] ; [143 163],[31. 31.] ; [153. 153.],0
r1,1,0.007648,7.114083,[39 24] ; [239  68],[47.33513514 15.66486486] ; [230.66486486  76.33513514],0
a2,1,0.008221,6.984712,[ 4 59] ; [ 63 246],[11.34677419 51.65322581] ; [ 55.65322581 253.34677419],0
n4,1,0.008753,6.872532,[33 30] ; [214  94],[41.94339623 21.05660377] ; [205.05660377 102.94339623],0
s7,1,0.00955,6.717003,[32 30] ; [101 195],[23.03351955 38.96648045] ; [109.96648045 186.03351955],0
d1,1,0.053498,3.728299,[23 40] ; [154 155],[29.97580645 33.02419355] ; [147.02419355 161.97580645],0
p9,1,0.05603,3.651167,[52  8] ; [226  74],[46.33333333 13.66666667] ; [231.66666667  68.33333333],0
b2,1,0.066885,3.357847,[ 6 24] ; [ 63 106],[10.40201005 19.59798995] ; [ 58.59798995 110.40201005],0
b3,1,0.066885,3.357847,[ 6 24] ; [ 63 106],[10.40201005 19.59798995] ; [ 58.59798995 110.40201005],0
a6,1,0.079834,3.068269,[35 28] ; [206 101],[41.03513514 21.96486486] ; [199.96486486 107.03513514],0
p10,1,0.088099,2.908768,[49 12] ; [212  93],[43.5 17.5] ; [217.5  87.5],0
n5,1,0.110707,2.544097,[35 28] ; [203 104],[40.52432432 22.47567568] ; [197.47567568 109.52432432],0
a5,1,0.114248,2.494459,[35 28] ; [204 105],[40.47580645 22.52419355] ; [198.52419355 110.47580645],0
a3,1,0.142258,2.153361,[37 26] ; [209  97],[42. 21.] ; [204. 102.],0
a4,1,0.159069,1.983053,[19 44] ; [122 186],[23.94339623 39.05660377] ; [117.05660377 190.94339623],0
n2,1,0.166137,1.917461,[19  3] ; [70 27],[16.45378151  5.54621849] ; [72.54621849 24.45378151],0
a8,1,0.169049,1.891353,[ 4 52] ; [ 40 249],[ 7.14202899 48.85797101] ; [ 36.85797101 252.14202899],0
p2,1,0.181561,1.784801,[41 22] ; [226  82],[45.33962264 17.66037736] ; [221.66037736  86.33962264],0
p11,1,0.185495,1.753037,[40 23] ; [222  87],[44.37096774 18.62903226] ; [217.62903226  91.37096774],0
b1,1,0.194501,1.683187,[19 44] ; [120 189],[23.54032258 39.45967742] ; [115.45967742 193.54032258],0
d2,1,0.210688,1.566691,[21 42] ; [128 178],[25.43902439 37.56097561] ; [123.56097561 182.43902439],0
b4,1,0.216942,1.524484,[32 31] ; [183 126],[36.41129032 26.58870968] ; [178.58870968 130.41129032],0
d5,1,0.235794,1.405566,[42 20] ; [231  77],[45.74594595 16.25405405] ; [227.25405405  80.74594595],0
p8,1,0.283793,1.148837,[17 44] ; [106 197],[20.61263736 40.38736264] ; [102.38736264 200.61263736],0
u3,1,0.293959,1.101399,[16 10] ; [50 50],[13.61904762 12.38095238] ; [52.38095238 47.61904762],0
v1,1,0.305137,1.051607,[24 39] ; [135 164],[27.67127072 35.32872928] ; [131.32872928 167.67127072],0
s8,1,0.325423,0.967025,[25 38] ; [102 205],[21.62432432 41.37567568] ; [105.37567568 201.62432432],0
