Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.1e-05,19.392705,[11  4] ; [12 57],[ 4.10714286 10.89285714] ; [18.89285714 50.10714286],1
p8,1,0.080953,3.045659,[ 4 11] ; [ 7 63],[ 1.94117647 13.05882353] ; [ 9.05882353 60.94117647],0
p11,1,0.155058,2.02177,[8 7] ; [24 47],[5.58139535 9.41860465] ; [26.41860465 44.58139535],0
b1,1,0.559912,0.339857,[7 8] ; [39 32],[8.02325581 6.97674419] ; [37.97674419 33.02325581],0
