Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000163,14.220417,[33 29] ; [60 12],[43.02985075 18.97014925] ; [49.97014925 22.02985075],1
d5,1,0.000177,14.05815,[17 45] ; [43 29],[27.76119403 34.23880597] ; [32.23880597 39.76119403],1
r1,1,0.001075,10.693659,[24 38] ; [47 23],[33.34848485 28.65151515] ; [37.65151515 32.34848485],0
a5,1,0.001493,10.087015,[20 42] ; [43 29],[29.14925373 32.85074627] ; [33.85074627 38.14925373],0
r3,1,0.002077,9.48026,[44 18] ; [65  6],[50.81203008 11.18796992] ; [58.18796992 12.81203008],0
p10,1,0.004255,8.171461,[31 29] ; [53 17],[38.76923077 21.23076923] ; [45.23076923 24.76923077],0
p2,1,0.007268,7.205549,[39 23] ; [60 12],[45.80597015 16.19402985] ; [53.19402985 18.80597015],0
p9,1,0.012689,6.211971,[35 25] ; [55 15],[41.53846154 18.46153846] ; [48.46153846 21.53846154],0
v1,1,0.025164,5.012591,[17 45] ; [32 37],[23.19083969 38.80916031] ; [25.80916031 43.19083969],0
b1,1,0.031122,4.646213,[33 29] ; [25 47],[26.8358209 35.1641791] ; [31.1641791 40.8358209],0
n6,1,0.036751,4.361924,[40 22] ; [58 14],[45.34328358 16.65671642] ; [52.65671642 19.34328358],0
d3,1,0.038156,4.298037,[ 9 53] ; [21 50],[13.98496241 48.01503759] ; [16.01503759 54.98496241],0
a3,1,0.045106,4.01469,[22 40] ; [37 33],[27.71212121 34.28787879] ; [31.28787879 38.71212121],0
s8,1,0.054289,3.703802,[14 48] ; [27 44],[19.11278195 42.88721805] ; [21.88721805 49.11278195],0
a6,1,0.064845,3.408917,[28 34] ; [44 28],[33.31343284 28.68656716] ; [38.68656716 33.31343284],0
r2,1,0.070819,3.263928,[46 15] ; [63  9],[49.9924812 11.0075188] ; [59.0075188 12.9924812],0
p4,1,0.097136,2.75194,[23 39] ; [37 35],[27.76119403 34.23880597] ; [32.23880597 39.76119403],0
p3,1,0.104405,2.636935,[17 45] ; [29 42],[21.44360902 40.55639098] ; [24.55639098 46.44360902],0
b4,1,0.127997,2.316633,[34 28] ; [30 42],[29.6119403 32.3880597] ; [34.3880597 37.6119403],0
s6,1,0.134947,2.234651,[26 35] ; [39 31],[30.26717557 30.73282443] ; [34.73282443 35.26717557],0
d1,1,0.136766,2.213978,[ 1 61] ; [ 5 67],[ 2.7761194 59.2238806] ; [ 3.2238806 68.7761194],0
n3,1,0.166459,1.914545,[21  9] ; [19  3],[23.07692308  6.92307692] ; [16.92307692  5.07692308],0
s7,1,0.236563,1.400958,[17 43] ; [26 42],[20.15625 39.84375] ; [22.84375 45.15625],0
s2,1,0.257795,1.280562,[17 45] ; [26 45],[20.04511278 41.95488722] ; [22.95488722 48.04511278],0
b5,1,0.268528,1.224252,[32 30] ; [44 28],[35.1641791 26.8358209] ; [40.8358209 31.1641791],0
n2,1,0.281934,1.157744,[19 11] ; [17  5],[20.76923077  9.23076923] ; [15.23076923  6.76923077],0
