Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,55.06472,[124  40] ; [ 96 154],[87.14975845 76.85024155] ; [132.85024155 117.14975845],1
d3,1,0.148733,2.0852,[113  54] ; [158 102],[105.9882904  61.0117096] ; [165.0117096  94.9882904],0
d4,1,0.165059,1.927254,[137  29] ; [200  60],[131.31924883  34.68075117] ; [205.68075117  54.31924883],0
n2,1,0.169697,1.885616,[26  5] ; [49 20],[23.25  7.75] ; [51.75 17.25],0
p5,1,0.176567,1.826283,[ 17 149] ; [ 17 241],[ 13.31132075 152.68867925] ; [ 20.68867925 237.31132075],0
p12,1,0.179989,1.797713,[ 13 154] ; [ 12 246],[  9.82352941 157.17647059] ; [ 15.17647059 242.82352941],0
a1,1,0.186868,1.742136,[ 12 155] ; [ 11 249],[  8.99531616 158.00468384] ; [ 14.00468384 245.99531616],0
p11,1,0.219065,1.510485,[135  32] ; [197  63],[129.84543326  37.15456674] ; [202.15456674  57.84543326],0
p8,1,0.24149,1.371873,[75 90] ; [102 155],[69.20616114 95.79383886] ; [107.79383886 149.20616114],0
u1,1,0.279489,1.169574,[ 31 136] ; [ 38 222],[ 26.98594848 140.01405152] ; [ 42.01405152 217.98594848],0
b2,1,0.330411,0.947285,[43 73] ; [ 50 109],[39.22909091 76.77090909] ; [ 53.77090909 105.22909091],0
b3,1,0.330411,0.947285,[43 73] ; [ 50 109],[39.22909091 76.77090909] ; [ 53.77090909 105.22909091],0
u4,1,0.335618,0.927097,[  3 164] ; [  2 258],[  1.95550351 165.04449649] ; [  3.04449649 256.95550351],0
p2,1,0.368213,0.809688,[132  34] ; [197  63],[128.20187793  37.79812207] ; [200.79812207  59.20187793],0
b1,1,0.476679,0.506452,[70 97] ; [100 160],[ 66.48711944 100.51288056] ; [103.51288056 156.48711944],0
n1,1,0.558838,0.34172,[12 17] ; [33 36],[13.31632653 15.68367347] ; [31.68367347 37.31632653],0
a6,1,0.617005,0.2501,[115  52] ; [173  87],[112.63700234  54.36299766] ; [175.36299766  84.63700234],0
u3,1,0.619531,0.246527,[21 20] ; [40 46],[19.69291339 21.30708661] ; [41.30708661 44.69291339],0
a8,1,0.687094,0.162249,[ 26 121] ; [ 39 203],[ 24.56298201 122.43701799] ; [ 40.43701799 201.56298201],0
u2,1,0.700821,0.147619,[19 21] ; [43 41],[20. 20.] ; [42. 42.],0
b4,1,0.747686,0.103486,[95 72] ; [152 108],[96.60187354 70.39812646] ; [150.39812646 109.60187354],0
b5,1,0.759235,0.093934,[99 68] ; [158 102],[100.51288056  66.48711944] ; [156.48711944 103.51288056],0
p9,1,0.766555,0.08814,[130  35] ; [197  57],[128.77088305  36.22911695] ; [198.22911695  55.77088305],0
s1,1,0.820008,0.051772,[  5 158] ; [  9 250],[  5.40758294 157.59241706] ; [  8.59241706 250.40758294],0
a7,1,0.887231,0.02011,[116  50] ; [180  80],[115.342723  50.657277] ; [180.657277  79.342723],0
