Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.002275,9.313568,[11  4] ; [ 3 13],[6.77419355 8.22580645] ; [7.22580645 8.77419355],0
p2,1,0.005289,7.777778,[14  1] ; [7 8],[10.5  4.5] ; [10.5  4.5],0
v2,1,0.007122,7.241944,[11  4] ; [ 4 12],[7.25806452 7.74193548] ; [7.74193548 8.25806452],0
p8,1,0.025347,5.0,[7 7] ; [ 2 14],[4.2 9.8] ; [ 4.8 11.2],0
s5,1,0.030902,4.658385,[6 9] ; [ 1 14],[ 3.5 11.5] ; [ 3.5 11.5],0
s8,1,0.036226,4.386448,[7 8] ; [ 2 14],[ 4.35483871 10.64516129] ; [ 4.64516129 11.35483871],0
r1,1,0.048434,3.894872,[9 6] ; [ 4 12],[6.29032258 8.70967742] ; [6.70967742 9.29032258],0
p7,1,0.048619,3.888455,[10  5] ; [ 5 11],[7.25806452 7.74193548] ; [7.74193548 8.25806452],0
b3,1,0.061883,3.486189,[3 9] ; [7 4],[5.2173913 6.7826087] ; [4.7826087 6.2173913],0
b2,1,0.061883,3.486189,[3 9] ; [7 4],[5.2173913 6.7826087] ; [4.7826087 6.2173913],0
d5,1,0.081054,3.043636,[12  3] ; [8 8],[9.67741935 5.32258065] ; [10.32258065  5.67741935],0
s2,1,0.096582,2.761091,[7 8] ; [ 3 13],[ 4.83870968 10.16129032] ; [ 5.16129032 10.83870968],0
r4,1,0.096582,2.761091,[7 8] ; [ 3 13],[ 4.83870968 10.16129032] ; [ 5.16129032 10.83870968],0
p3,1,0.105552,2.619591,[8 7] ; [ 4 12],[5.80645161 9.19354839] ; [6.19354839 9.80645161],0
p5,1,0.122457,2.385609,[ 4 11] ; [ 1 15],[ 2.41935484 12.58064516] ; [ 2.58064516 13.41935484],0
r3,1,0.141645,2.16,[14  1] ; [11  4],[12.5  2.5] ; [12.5  2.5],0
s7,1,0.15631,2.009569,[7 7] ; [ 4 12],[5.13333333 8.86666667] ; [ 5.86666667 10.13333333],0
n6,1,0.195321,1.677019,[13  2] ; [10  5],[11.5  3.5] ; [11.5  3.5],0
u2,1,0.196706,1.666667,[3 2] ; [1 4],[2. 3.] ; [2. 3.],0
s3,1,0.210298,1.569375,[9 6] ; [ 6 10],[7.25806452 7.74193548] ; [7.74193548 8.25806452],0
b5,1,0.210298,1.569375,[9 6] ; [ 6 10],[7.25806452 7.74193548] ; [7.74193548 8.25806452],0
a8,1,0.272254,1.205357,[ 4 10] ; [ 2 14],[ 2.8 11.2] ; [ 3.2 12.8],0
n4,1,0.283391,1.150758,[12  3] ; [10  6],[10.64516129  4.35483871] ; [11.35483871  4.64516129],0
p11,1,0.283391,1.150758,[12  3] ; [10  6],[10.64516129  4.35483871] ; [11.35483871  4.64516129],0
p1,1,0.315905,1.005826,[ 1 14] ; [ 3 13],[ 1.93548387 13.06451613] ; [ 2.06451613 13.93548387],0
p9,1,0.315905,1.005826,[14  1] ; [13  3],[13.06451613  1.93548387] ; [13.93548387  2.06451613],0
v3,1,0.318415,0.995444,[ 4 11] ; [ 2 14],[ 2.90322581 12.09677419] ; [ 3.09677419 12.90322581],0
a5,1,0.320489,0.986951,[11  4] ; [9 7],[9.67741935 5.32258065] ; [10.32258065  5.67741935],0
d3,1,0.365592,0.818594,[9 6] ; [7 9],[7.74193548 7.25806452] ; [8.25806452 7.74193548],0
b1,1,0.376017,0.783683,[7 8] ; [10  6],[8.22580645 6.77419355] ; [8.77419355 7.22580645],0
d2,1,0.376017,0.783683,[8 7] ; [ 6 10],[6.77419355 8.22580645] ; [7.22580645 8.77419355],0
a6,1,0.3785,0.775567,[7 8] ; [ 5 11],[5.80645161 9.19354839] ; [6.19354839 9.80645161],0
n5,1,0.474381,0.511753,[12  3] ; [11  5],[11.12903226  3.87096774] ; [11.87096774  4.12903226],0
s4,1,0.570454,0.321923,[ 3 12] ; [ 2 14],[ 2.41935484 12.58064516] ; [ 2.58064516 13.41935484],0
u1,1,0.583013,0.301389,[ 1 14] ; [ 2 14],[ 1.4516129 13.5483871] ; [ 1.5483871 14.4516129],0
a7,1,0.593634,0.284705,[8 7] ; [7 9],[7.25806452 7.74193548] ; [7.74193548 8.25806452],0
b4,1,0.739332,0.110714,[12  3] ; [12  4],[11.61290323  3.38709677] ; [12.38709677  3.61290323],0
a4,1,0.778746,0.078935,[ 4 11] ; [ 5 11],[ 4.35483871 10.64516129] ; [ 4.64516129 11.35483871],0
d1,1,0.88644,0.020395,[6 9] ; [ 6 10],[5.80645161 9.19354839] ; [6.19354839 9.80645161],0
v1,1,0.88644,0.020395,[6 9] ; [ 6 10],[5.80645161 9.19354839] ; [6.19354839 9.80645161],0
a3,1,0.901312,0.015377,[10  5] ; [11  5],[10.16129032  4.83870968] ; [10.83870968  5.16129032],0
d4,1,0.915598,0.011232,[11  4] ; [12  4],[11.12903226  3.87096774] ; [11.87096774  4.12903226],0
a2,1,0.962361,0.002227,[ 1 14] ; [ 1 15],[ 0.96774194 14.03225806] ; [ 1.03225806 14.96774194],0
u3,1,1.0,0.0,[1 4] ; [1 4],[1. 4.] ; [1. 4.],0
r2,1,1.0,0.0,[8 7] ; [8 7],[8. 7.] ; [8. 7.],0
