Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,3e-06,21.629051,[58 42] ; [217  49],[75.13661202 24.86338798] ; [199.86338798  66.13661202],1
b1,1,1.2e-05,19.185504,[57 47] ; [ 81 186],[38.68463612 65.31536388] ; [ 99.31536388 167.68463612],1
r3,1,1.7e-05,18.490965,[89 15] ; [258   7],[97.79945799  6.20054201] ; [249.20054201  15.79945799],1
p9,1,5.1e-05,16.411262,[63 36] ; [221  44],[77.24175824 21.75824176] ; [206.75824176  58.24175824],1
n4,1,0.004063,8.255472,[67 36] ; [212  55],[77.66756757 25.33243243] ; [201.33243243  65.66756757],0
p2,1,0.005588,7.67847,[63 40] ; [202  65],[73.77027027 29.22972973] ; [191.22972973  75.77027027],0
u2,1,0.006834,7.316017,[10 23] ; [45 32],[16.5 16.5] ; [38.5 38.5],0
s1,1,0.01304,6.163671,[ 8 94] ; [  6 257],[ 3.91232877 98.08767123] ; [ 10.08767123 252.91232877],0
r4,1,0.024494,5.059331,[82 22] ; [235  32],[88.86253369 15.13746631] ; [228.13746631  38.86253369],0
a6,1,0.025156,5.013095,[61 43] ; [189  78],[70.08086253 33.91913747] ; [179.91913747  87.08086253],0
n5,1,0.041954,4.137058,[69 35] ; [204  62],[76.73513514 27.26486486] ; [196.26486486  69.73513514],0
v1,1,0.051201,3.801671,[38 64] ; [124 131],[46.28571429 55.71428571] ; [115.71428571 139.28571429],0
p12,1,0.051874,3.779832,[  2 102] ; [ 19 248],[ 5.88679245 98.11320755] ; [ 15.11320755 251.88679245],0
s4,1,0.058986,3.565669,[24 80] ; [ 39 224],[17.85286104 86.14713896] ; [ 45.14713896 217.85286104],0
n3,1,0.095681,2.776102,[23 13] ; [56 15],[26.57943925  9.42056075] ; [52.42056075 18.57943925],0
b4,1,0.108447,2.576707,[56 48] ; [168  99],[62.79245283 41.20754717] ; [161.20754717 105.79245283],0
b5,1,0.134782,2.23654,[74 30] ; [168  99],[67.83827493 36.16172507] ; [174.16172507  92.83827493],0
s5,1,0.248256,1.33309,[34 66] ; [ 72 187],[29.5264624 70.4735376] ; [ 76.4735376 182.5264624],0
p3,1,0.278547,1.174167,[32 71] ; [ 99 168],[36.46756757 66.53243243] ; [ 94.53243243 172.46756757],0
r1,1,0.280129,1.166462,[73 30] ; [203  63],[77.04065041 25.95934959] ; [198.95934959  67.04065041],0
s6,1,0.294511,1.098886,[70 32] ; [167  99],[65.69021739 36.30978261] ; [171.30978261  94.69021739],0
v4,1,0.351712,0.867271,[94 10] ; [248  18],[96.12972973  7.87027027] ; [245.87027027  20.12972973],0
s3,1,0.372512,0.795268,[51 53] ; [142 120],[54.84153005 49.15846995] ; [138.15846995 123.84153005],0
d3,1,0.373088,0.793354,[64 39] ; [179  88],[67.64594595 35.35405405] ; [175.35405405  91.64594595],0
a1,1,0.388721,0.74294,[ 6 98] ; [ 10 257],[ 4.4851752 99.5148248] ; [ 11.5148248 255.4851752],0
d1,1,0.400107,0.708004,[53 51] ; [149 118],[56.62533693 47.37466307] ; [145.37466307 121.62533693],0
a5,1,0.406241,0.689775,[67 37] ; [184  83],[70.36118598 33.63881402] ; [180.63881402  86.36118598],0
s8,1,0.407833,0.68511,[43 60] ; [ 99 168],[39.52972973 63.47027027] ; [102.47027027 164.52972973],0
u4,1,0.413648,0.668292,[  1 103] ; [  6 261],[  1.96226415 102.03773585] ; [  5.03773585 261.96226415],0
v2,1,0.418862,0.653507,[50 52] ; [136 117],[53.44225352 48.55774648] ; [132.55774648 120.44225352],0
a3,1,0.476233,0.507477,[69 34] ; [189  78],[71.82162162 31.17837838] ; [186.17837838  80.82162162],0
a7,1,0.478592,0.50207,[74 29] ; [181  85],[71.17886179 31.82113821] ; [183.82113821  82.17886179],0
d4,1,0.48011,0.498614,[79 25] ; [211  55],[81.51351351 22.48648649] ; [208.48648649  57.51351351],0
b3,1,0.517332,0.419209,[20 36] ; [ 71 104],[22.06060606 33.93939394] ; [ 68.93939394 106.06060606],0
b2,1,0.517332,0.419209,[20 36] ; [ 71 104],[22.06060606 33.93939394] ; [ 68.93939394 106.06060606],0
p6,1,0.518909,0.416061,[27 76] ; [ 61 204],[24.63043478 78.36956522] ; [ 63.36956522 201.63043478],0
u3,1,0.531082,0.392322,[17 17] ; [44 34],[18.51785714 15.48214286] ; [42.48214286 35.51785714],0
a4,1,0.567986,0.326064,[45 58] ; [125 141],[47.45257453 55.54742547] ; [122.54742547 143.45257453],0
s2,1,0.574573,0.315091,[53 51] ; [125 137],[50.57923497 53.42076503] ; [127.42076503 134.57923497],0
v3,1,0.575919,0.312879,[34 68] ; [ 93 162],[36.28571429 65.71428571] ; [ 90.71428571 164.28571429],0
p1,1,0.577645,0.310057,[ 7 97] ; [ 14 253],[ 5.88679245 98.11320755] ; [ 15.11320755 251.88679245],0
r2,1,0.592918,0.28581,[93  9] ; [246  19],[94.21798365  7.78201635] ; [244.78201635  20.21798365],0
s7,1,0.677405,0.173062,[40 54] ; [118 144],[41.71910112 52.28089888] ; [116.28089888 145.71910112],0
n2,1,0.67822,0.172136,[25 12] ; [50 20],[25.93457944 11.06542056] ; [49.06542056 20.93457944],0
d5,1,0.700083,0.148386,[84 19] ; [213  54],[82.67837838 20.32162162] ; [214.32162162  52.67837838],0
n1,1,0.708801,0.139478,[14 22] ; [25 46],[13.12149533 22.87850467] ; [25.87850467 45.12149533],0
a8,1,0.724706,0.124029,[10 85] ; [ 29 215],[10.92920354 84.07079646] ; [ 28.07079646 215.92920354],0
a2,1,0.745983,0.104937,[27 77] ; [ 65 202],[25.78975741 78.21024259] ; [ 66.21024259 200.78975741],0
p7,1,0.768725,0.086461,[44 58] ; [109 154],[42.75616438 59.24383562] ; [110.24383562 152.75616438],0
u1,1,0.829616,0.046308,[20 84] ; [ 54 213],[20.74393531 83.25606469] ; [ 53.25606469 213.74393531],0
d2,1,0.830549,0.045795,[52 51] ; [130 134],[51.07901907 51.92098093] ; [130.92098093 133.07901907],0
p5,1,0.855736,0.033053,[ 5 98] ; [ 14 249],[ 5.34699454 97.65300546] ; [ 13.65300546 249.34699454],0
p4,1,0.905224,0.014176,[47 56] ; [120 147],[46.48918919 56.51081081] ; [120.51081081 146.48918919],0
