Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,147.469159,[467  51] ; [43 64],[422.688  95.312] ; [87.312 19.688],1
p3,1,1.2e-05,19.122059,[288 227] ; [35 72],[267.43569132 247.56430868] ; [55.56430868 51.43569132],1
p4,1,1.7e-05,18.525686,[344 170] ; [48 59],[324.45732689 189.54267311] ; [67.54267311 39.45732689],1
a5,1,2.8e-05,17.573135,[420  98] ; [67 40],[403.6256 114.3744] ; [83.3744 23.6256],1
s7,1,5e-05,16.451372,[283 210] ; [37 67],[264.25460637 228.74539363] ; [55.74539363 48.25460637],1
s8,1,8.8e-05,15.385285,[267 246] ; [33 73],[248.62681745 264.37318255] ; [51.37318255 54.62681745],1
p6,1,0.000149,14.386579,[217 295] ; [24 82],[199.66343042 312.33656958] ; [41.33656958 64.66343042],1
d2,1,0.000183,14.00164,[291 226] ; [39 68],[273.41346154 243.58653846] ; [56.58653846 50.41346154],1
a4,1,0.000697,11.498492,[266 249] ; [36 71],[250.04823151 264.95176849] ; [51.95176849 55.04823151],1
d1,1,0.001056,10.726462,[344 175] ; [53 54],[329.14217252 189.85782748] ; [67.85782748 39.14217252],0
a2,1,0.003187,8.697335,[155 364] ; [17 90],[142.60063898 376.39936102] ; [29.39936102 77.60063898],0
s4,1,0.004088,8.244488,[ 75 433] ; [28 79],[ 85.0796748 422.9203252] ; [17.9203252 89.0796748],0
v3,1,0.004358,8.128428,[230 273] ; [31 71],[216.99669421 286.00330579] ; [44.00330579 57.99669421],0
s2,1,0.004535,8.056165,[284 226] ; [43 63],[270.73051948 239.26948052] ; [56.26948052 49.73051948],0
p5,1,0.004632,8.017874,[ 76 437] ; [  5 102],[ 67.02096774 445.97903226] ; [13.97903226 93.02096774],0
a8,1,0.006168,7.500642,[ 78 384] ; [ 6 93],[ 69.17647059 392.82352941] ; [14.82352941 84.17647059],0
u1,1,0.006694,7.353419,[125 394] ; [13 94],[114.41214058 404.58785942] ; [23.58785942 83.41214058],0
r4,1,0.006765,7.334319,[504  15] ; [98  9],[499.10223642  19.89776358] ; [102.89776358   4.10223642],0
d5,1,0.007558,7.13526,[438  80] ; [79 28],[428.4896  89.5104] ; [88.5104 18.4896],0
p8,1,0.010912,6.479596,[291 216] ; [47 60],[279.09771987 227.90228013] ; [58.90228013 48.09771987],0
b1,1,0.01151,6.384856,[203 316] ; [28 79],[191.51597444 327.48402556] ; [39.48402556 67.51597444],0
p10,1,0.011631,6.36623,[442  71] ; [81 25],[433.43941842  79.56058158] ; [89.56058158 16.43941842],0
v1,1,0.017206,5.675223,[299 209] ; [48 56],[288.03267974 219.96732026] ; [58.96732026 45.03267974],0
n1,1,0.023119,5.159532,[41 46] ; [10 29],[35.21428571 51.78571429] ; [15.78571429 23.21428571],0
s3,1,0.023207,5.152912,[303 205] ; [50 55],[292.53507341 215.46492659] ; [60.46492659 44.53507341],0
p11,1,0.038711,4.273493,[432  87] ; [80 27],[424.485623  94.514377] ; [87.514377 19.485623],0
a3,1,0.039386,4.244126,[391 124] ; [71 36],[382.52411576 132.47588424] ; [79.47588424 27.52411576],0
s6,1,0.039959,4.219609,[370 136] ; [67 39],[361.31045752 144.68954248] ; [75.68954248 30.31045752],0
a1,1,0.058852,3.569453,[ 26 493] ; [  1 106],[ 22.38498403 496.61501597] ; [  4.61501597 102.38498403],0
p7,1,0.068588,3.3165,[343 162] ; [61 43],[335.00821018 169.99178982] ; [68.99178982 35.00821018],0
p12,1,0.076,3.148432,[ 52 462] ; [  5 102],[ 47.17874396 466.82125604] ; [ 9.82125604 97.17874396],0
p2,1,0.076379,3.14032,[443  72] ; [84 22],[437.04508857  77.95491143] ; [89.95491143 16.04508857],0
p1,1,0.080621,3.052337,[ 52 463] ; [  5 101],[ 47.2705314 467.7294686] ; [ 9.7294686 96.2705314],0
r2,1,0.090112,2.872367,[505  10] ; [101   5],[502.56038647  12.43961353] ; [103.43961353   2.56038647],0
p9,1,0.121205,2.401682,[444  67] ; [86 20],[438.9465154  72.0534846] ; [91.0534846 14.9465154],0
b2,1,0.140919,2.167898,[136 202] ; [14 34],[131.34715026 206.65284974] ; [18.65284974 29.34715026],0
b3,1,0.140919,2.167898,[136 202] ; [14 34],[131.34715026 206.65284974] ; [18.65284974 29.34715026],0
u3,1,0.143806,2.136752,[74 54] ; [25 10],[77.74233129 50.25766871] ; [21.25766871 13.74233129],0
u4,1,0.243161,1.362175,[ 15 504] ; [  1 106],[ 13.26517572 505.73482428] ; [  2.73482428 104.26517572],0
r3,1,0.248203,1.33339,[499  17] ; [101   6],[496.95024077  19.04975923] ; [103.04975923   3.95024077],0
s5,1,0.284099,1.147376,[191 308] ; [34 70],[186.19402985 312.80597015] ; [38.80597015 65.19402985],0
n3,1,0.294812,1.097513,[68 20] ; [26 12],[65.65079365 22.34920635] ; [28.34920635  9.65079365],0
a6,1,0.307698,1.040532,[364 153] ; [70 37],[359.58012821 157.41987179] ; [74.41987179 32.58012821],0
s1,1,0.377971,0.77729,[ 18 492] ; [  2 105],[ 16.53160454 493.46839546] ; [  3.46839546 103.53160454],0
n2,1,0.407626,0.685713,[64 25] ; [30  8],[65.87401575 23.12598425] ; [28.12598425  9.87401575],0
a7,1,0.443815,0.5864,[382 134] ; [83 24],[385.1364366 130.8635634] ; [79.8635634 27.1364366],0
v4,1,0.466425,0.530433,[505  13] ; [102   4],[503.88782051  14.11217949] ; [103.11217949   2.88782051],0
d4,1,0.526937,0.400295,[437  79] ; [88 19],[434.83146067  81.16853933] ; [90.16853933 16.83146067],0
v2,1,0.620327,0.245408,[303 198] ; [59 43],[300.76616915 200.23383085] ; [61.23383085 40.76616915],0
d3,1,0.68908,0.160083,[373 145] ; [75 32],[371.3024 146.6976] ; [76.6976 30.3024],0
b5,1,0.756219,0.096379,[302 217] ; [64 43],[303.44089457 215.55910543] ; [62.55910543 44.44089457],0
u2,1,0.872429,0.025784,[67 60] ; [19 16],[67.41975309 59.58024691] ; [18.58024691 16.41975309],0
b4,1,0.904117,0.014511,[304 215] ; [62 45],[303.44089457 215.55910543] ; [62.55910543 44.44089457],0
