Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,35.69141,[147   7] ; [59 29],[131.09090909  22.90909091] ; [74.90909091 13.09090909],1
p2,1,0.0,31.14009,[116  39] ; [34 54],[95.67901235 59.32098765] ; [54.32098765 33.67901235],1
p9,1,1e-06,24.955272,[120  33] ; [38 44],[102.86808511  50.13191489] ; [55.13191489 26.86808511],1
p10,1,2e-06,22.227831,[115  40] ; [37 48],[98.16666667 56.83333333] ; [53.83333333 31.16666667],1
n6,1,3e-06,21.734064,[129  26] ; [49 39],[113.53909465  41.46090535] ; [64.46090535 23.53909465],1
r4,1,9e-06,19.767042,[132  24] ; [52 36],[117.63934426  38.36065574] ; [66.36065574 21.63934426],1
b1,1,0.003035,8.78601,[ 53 103] ; [47 41],[63.93442623 92.06557377] ; [36.06557377 51.93442623],0
p8,1,0.003775,8.389021,[55 97] ; [16 71],[ 45.15481172 106.84518828] ; [25.84518828 61.15481172],0
v4,1,0.004461,8.085827,[138  16] ; [66 21],[130.35684647  23.64315353] ; [73.64315353 13.35684647],0
v2,1,0.019681,5.440003,[62 86] ; [22 61],[53.81818182 94.18181818] ; [30.18181818 52.81818182],0
a1,1,0.023578,5.125419,[  4 152] ; [ 8 80],[  7.67213115 148.32786885] ; [ 4.32786885 83.67213115],0
n3,1,0.029003,4.767409,[35 13] ; [19 19],[30.13953488 17.86046512] ; [23.86046512 14.13953488],0
n2,1,0.029807,4.72039,[37 12] ; [22 19],[32.12222222 16.87777778] ; [26.87777778 14.12222222],0
s6,1,0.03122,4.640831,[74 79] ; [30 58],[66.02489627 86.97510373] ; [37.97510373 50.02489627],0
b3,1,0.067084,3.352977,[19 65] ; [18 30],[23.54545455 60.45454545] ; [13.45454545 34.54545455],0
b2,1,0.067084,3.352977,[19 65] ; [18 30],[23.54545455 60.45454545] ; [13.45454545 34.54545455],0
r2,1,0.0695,3.294798,[139  16] ; [70 16],[134.41908714  20.58091286] ; [74.58091286 11.41908714],0
s8,1,0.076212,3.143895,[ 44 111] ; [16 72],[ 38.27160494 116.72839506] ; [21.72839506 66.27160494],0
p7,1,0.0769,3.129231,[68 83] ; [29 58],[61.54201681 89.45798319] ; [35.45798319 51.54201681],0
r1,1,0.087846,2.913413,[109  47] ; [52 36],[102.93442623  53.06557377] ; [58.06557377 29.93442623],0
d2,1,0.092218,2.835225,[58 96] ; [42 44],[64.16666667 89.83333333] ; [35.83333333 50.16666667],0
s2,1,0.100458,2.698258,[58 96] ; [24 64],[ 52.18181818 101.81818182] ; [29.81818182 58.18181818],0
u3,1,0.109961,2.554787,[31 32] ; [11 23],[27.27835052 35.72164948] ; [14.72164948 19.27835052],0
p12,1,0.113505,2.504728,[  8 147] ; [ 1 86],[  5.76446281 149.23553719] ; [ 3.23553719 83.76446281],0
s1,1,0.12303,2.37832,[  3 149] ; [ 5 83],[  5.06666667 146.93333333] ; [ 2.93333333 85.06666667],0
s5,1,0.141888,2.15736,[ 35 115] ; [13 72],[ 30.63829787 119.36170213] ; [17.36170213 67.63829787],0
s7,1,0.18282,1.774547,[ 50 101] ; [20 61],[ 45.56034483 105.43965517] ; [24.43965517 56.56034483],0
n4,1,0.198185,1.655701,[105  51] ; [52 36],[100.37704918  55.62295082] ; [56.62295082 31.37704918],0
d3,1,0.272096,1.206152,[94 62] ; [45 40],[89.97510373 66.02489627] ; [49.02489627 35.97510373],0
a8,1,0.285801,1.139296,[ 19 126] ; [ 7 76],[ 16.53508772 128.46491228] ; [ 9.46491228 73.53508772],0
p5,1,0.318861,0.993613,[  5 150] ; [ 1 86],[  3.84297521 151.15702479] ; [ 2.15702479 84.84297521],0
s3,1,0.33728,0.920744,[70 84] ; [34 53],[66.45643154 87.54356846] ; [37.54356846 49.45643154],0
n5,1,0.344481,0.893683,[97 57] ; [50 38],[93.54545455 60.45454545] ; [53.45454545 34.54545455],0
v3,1,0.371675,0.798056,[ 41 111] ; [18 65],[ 38.16170213 113.83829787] ; [20.83829787 62.16170213],0
b5,1,0.38506,0.754484,[85 71] ; [53 35],[88.2295082 67.7704918] ; [49.7704918 38.2295082],0
a5,1,0.399169,0.710829,[92 64] ; [47 41],[88.86885246 67.13114754] ; [50.13114754 37.86885246],0
