Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3e-06,21.556418,[21  5] ; [15 42],[11.27710843 14.72289157] ; [24.72289157 32.27710843],1
p4,1,0.006177,7.497935,[16 10] ; [17 40],[10.3373494 15.6626506] ; [22.6626506 34.3373494],0
a4,1,0.011614,6.36888,[ 4 22] ; [25 32],[ 9.08433735 16.91566265] ; [19.91566265 37.08433735],0
s6,1,0.01708,5.68815,[14 12] ; [15 41],[ 9.19512195 16.80487805] ; [19.80487805 36.19512195],0
p6,1,0.026633,4.914454,[ 9 16] ; [ 8 48],[ 5.24691358 19.75308642] ; [11.75308642 44.24691358],0
p2,1,0.028849,4.776616,[19  7] ; [27 30],[14.40963855 11.59036145] ; [31.59036145 25.40963855],0
a3,1,0.035773,4.407908,[10 16] ; [36 21],[14.40963855 11.59036145] ; [31.59036145 25.40963855],0
p3,1,0.082449,3.015951,[12 14] ; [15 41],[ 8.56097561 17.43902439] ; [18.43902439 37.56097561],0
v2,1,0.086433,2.93959,[15 11] ; [21 35],[11.41463415 14.58536585] ; [24.58536585 31.41463415],0
b3,1,0.095217,2.783887,[ 1 13] ; [10 24],[ 3.20833333 10.79166667] ; [ 7.79166667 26.20833333],0
b2,1,0.095217,2.783887,[ 1 13] ; [10 24],[ 3.20833333 10.79166667] ; [ 7.79166667 26.20833333],0
b5,1,0.167827,1.902251,[17  9] ; [28 29],[14.09638554 11.90361446] ; [30.90361446 26.09638554],0
s2,1,0.195134,1.678422,[10 16] ; [14 43],[ 7.51807229 18.48192771] ; [16.48192771 40.51807229],0
v3,1,0.197312,1.662157,[ 9 16] ; [12 42],[ 6.64556962 18.35443038] ; [14.35443038 39.64556962],0
u2,1,0.236294,1.402569,[10  6] ; [ 9 12],[8.21621622 7.78378378] ; [10.78378378 10.21621622],0
a2,1,0.236525,1.401187,[ 2 24] ; [10 47],[ 3.75903614 22.24096386] ; [ 8.24096386 48.75903614],0
n4,1,0.258371,1.277466,[ 8 18] ; [25 32],[10.3373494 15.6626506] ; [22.6626506 34.3373494],0
d3,1,0.276874,1.182369,[17  9] ; [30 27],[14.72289157 11.27710843] ; [32.27710843 24.72289157],0
s3,1,0.288063,1.128653,[12 14] ; [19 37],[ 9.82926829 16.17073171] ; [21.17073171 34.82926829],0
a6,1,0.293179,1.104964,[16 10] ; [28 29],[13.78313253 12.21686747] ; [30.21686747 26.78313253],0
s4,1,0.307583,1.041028,[ 6 20] ; [ 8 49],[ 4.38554217 21.61445783] ; [ 9.61445783 47.38554217],0
s1,1,0.30974,1.031784,[ 1 25] ; [ 6 51],[ 2.19277108 23.80722892] ; [ 4.80722892 52.19277108],0
r3,1,0.312927,1.01828,[24  2] ; [48  9],[22.55421687  3.44578313] ; [49.44578313  7.55421687],0
a7,1,0.329179,0.952125,[13 13] ; [35 22],[15.03614458 10.96385542] ; [32.96385542 24.03614458],0
d4,1,0.337032,0.921689,[18  8] ; [45 12],[19.73493976  6.26506024] ; [43.26506024 13.73493976],0
n3,1,0.371332,0.799201,[3 3] ; [18  8],[3.9375 2.0625] ; [17.0625  8.9375],0
p1,1,0.420173,0.649831,[ 2 24] ; [ 2 54],[ 1.26829268 24.73170732] ; [ 2.73170732 53.26829268],0
r1,1,0.435967,0.606873,[16 10] ; [40 17],[17.54216867  8.45783133] ; [38.45783133 18.54216867],0
d5,1,0.439197,0.59838,[17  9] ; [42 15],[18.48192771  7.51807229] ; [40.51807229 16.48192771],0
v4,1,0.520449,0.413004,[22  4] ; [44 12],[20.92682927  5.07317073] ; [45.07317073 10.92682927],0
n6,1,0.563938,0.332932,[11 15] ; [28 29],[12.21686747 13.78313253] ; [26.78313253 30.21686747],0
a1,1,0.564349,0.33223,[ 1 25] ; [ 1 56],[ 0.62650602 25.37349398] ; [ 1.37349398 55.62650602],0
s7,1,0.56628,0.328947,[ 5 20] ; [13 37],[ 6. 19.] ; [12. 38.],0
d2,1,0.61951,0.246557,[12 14] ; [23 34],[10.96385542 15.03614458] ; [24.03614458 32.96385542],0
s8,1,0.721349,0.127204,[ 4 22] ; [ 7 49],[ 3.48780488 22.51219512] ; [ 7.51219512 48.48780488],0
s5,1,0.723484,0.125179,[ 5 21] ; [ 9 47],[ 4.43902439 21.56097561] ; [ 9.56097561 46.43902439],0
n2,1,0.736956,0.112821,[4 2] ; [16 11],[3.63636364 2.36363636] ; [16.36363636 10.63636364],0
n1,1,0.816297,0.053968,[2 4] ; [ 8 20],[1.76470588 4.23529412] ; [ 8.23529412 19.76470588],0
r4,1,0.817104,0.053487,[18  8] ; [38 19],[17.54216867  8.45783133] ; [38.45783133 18.54216867],0
v1,1,0.817104,0.053487,[ 8 18] ; [19 38],[ 8.45783133 17.54216867] ; [18.54216867 38.45783133],0
r2,1,0.819295,0.05219,[21  5] ; [44 12],[20.6097561  5.3902439] ; [44.3902439 11.6097561],0
p11,1,0.845365,0.038039,[12 14] ; [25 32],[11.59036145 14.40963855] ; [25.40963855 31.59036145],0
p10,1,0.853034,0.034317,[ 5 21] ; [10 47],[ 4.69879518 21.30120482] ; [10.30120482 46.69879518],0
u1,1,0.869602,0.02695,[ 2 24] ; [ 5 52],[ 2.19277108 23.80722892] ; [ 4.80722892 52.19277108],0
b1,1,0.894727,0.01751,[15 11] ; [32 25],[14.72289157 11.27710843] ; [32.27710843 24.72289157],0
u3,1,0.956688,0.00295,[9 7] ; [12  9],[9.08108108 6.91891892] ; [11.91891892  9.08108108],0
a5,1,0.963483,0.002096,[14 12] ; [31 26],[14.09638554 11.90361446] ; [30.90361446 26.09638554],0
d1,1,0.98618,0.0003,[11 15] ; [24 33],[10.96385542 15.03614458] ; [24.03614458 32.96385542],0
b4,1,0.990652,0.000137,[16 10] ; [35 22],[15.97590361 10.02409639] ; [35.02409639 21.97590361],0
