Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,102.538994,[ 5 88] ; [201 107],[47.7755611 45.2244389] ; [158.2244389 149.7755611],1
d4,1,0.0,75.474476,[40 52] ; [267  40],[70.78696742 21.21303258] ; [236.21303258  70.78696742],1
d3,1,0.0,35.949567,[36 56] ; [225  83],[60.03 31.97] ; [200.97 107.03],1
d2,1,0.0,26.182985,[20 73] ; [157 147],[41.46347607 51.53652393] ; [135.53652393 168.46347607],1
a5,1,1e-06,24.143137,[46 46] ; [236  72],[64.86 27.14] ; [217.14  90.86],1
a4,1,3e-06,21.757409,[21 69] ; [157 150],[40.35264484 49.64735516] ; [137.64735516 169.35264484],1
p2,1,1.9e-05,18.248393,[59 33] ; [257  47],[73.41414141 18.58585859] ; [242.58585859  61.41414141],1
a3,1,2.5e-05,17.754373,[43 47] ; [220  87],[59.62216625 30.37783375] ; [203.37783375 103.62216625],1
a2,1,0.000103,15.084842,[ 7 86] ; [ 82 226],[20.64089776 72.35910224] ; [ 68.35910224 239.64089776],1
u1,1,0.000117,14.83858,[ 2 91] ; [ 56 252],[13.45137157 79.54862843] ; [ 44.54862843 263.45137157],1
p4,1,0.000743,11.37806,[35 56] ; [178 126],[49.07088608 41.92911392] ; [163.92911392 140.07088608],1
r3,1,0.000962,10.898938,[75 17] ; [283  21],[83.17171717  8.82828283] ; [274.82828283  29.17171717],1
p7,1,0.002396,9.218122,[39 52] ; [182 117],[51.56666667 39.43333333] ; [169.43333333 129.56666667],0
a7,1,0.00594,7.568438,[55 37] ; [229  78],[65.48370927 26.51629073] ; [218.51629073  88.48370927],0
r4,1,0.007282,7.202067,[69 24] ; [265  43],[77.46134663 15.53865337] ; [256.53865337  51.46134663],0
p9,1,0.010053,6.625393,[60 30] ; [240  61],[69.05370844 20.94629156] ; [230.94629156  70.05370844],0
v2,1,0.014708,5.951104,[35 54] ; [159 135],[45.08093995 43.91906005] ; [148.91906005 145.08093995],0
p10,1,0.020803,5.343221,[58 31] ; [235  69],[66.35368957 22.64631043] ; [226.64631043  77.35368957],0
r2,1,0.02849,4.798141,[81 12] ; [282  18],[85.90076336  7.09923664] ; [277.09923664  22.90076336],0
p11,1,0.031959,4.600693,[63 30] ; [242  66],[70.73566085 22.26433915] ; [234.26433915  73.73566085],0
a6,1,0.040464,4.198342,[56 36] ; [222  86],[63.94 28.06] ; [214.06  93.94],0
s1,1,0.041082,4.172636,[ 6 84] ; [  7 298],[ 2.96202532 87.03797468] ; [ 10.03797468 294.96202532],0
r1,1,0.042237,4.125691,[62 31] ; [236  70],[69.45864662 23.54135338] ; [228.54135338  77.45864662],0
p3,1,0.045692,3.992899,[33 59] ; [145 159],[41.35353535 50.64646465] ; [136.64646465 167.35353535],0
v4,1,0.051522,3.791233,[79 14] ; [280  25],[83.88693467  9.11306533] ; [275.11306533  29.88693467],0
v1,1,0.090451,2.866325,[36 55] ; [150 152],[43.06870229 47.93129771] ; [142.93129771 159.06870229],0
s3,1,0.135086,2.233061,[43 45] ; [121 182],[36.91048593 51.08951407] ; [127.08951407 175.91048593],0
p1,1,0.137689,2.203596,[13 79] ; [ 27 279],[ 9.24623116 82.75376884] ; [ 30.75376884 275.24623116],0
n6,1,0.158184,1.991505,[71 21] ; [255  50],[75.5465995 16.4534005] ; [250.4534005  54.5465995],0
n3,1,0.160897,1.965772,[15  9] ; [48 14],[17.58139535  6.41860465] ; [45.41860465 16.58139535],0
b5,1,0.260596,1.265588,[51 42] ; [189 119],[55.66084788 37.33915212] ; [184.33915212 123.66084788],0
s5,1,0.282224,1.15635,[18 70] ; [ 78 221],[21.82945736 66.17054264] ; [ 74.17054264 224.82945736],0
n1,1,0.341115,0.906237,[12 12] ; [24 38],[10.04651163 13.95348837] ; [25.95348837 36.04651163],0
u2,1,0.353037,0.86251,[21 28] ; [44 42],[23.59259259 25.40740741] ; [41.40740741 44.59259259],0
a8,1,0.35331,0.861533,[ 9 75] ; [ 41 238],[11.57024793 72.42975207] ; [ 38.42975207 240.57024793],0
p8,1,0.363455,0.825919,[38 53] ; [142 159],[41.78571429 49.21428571] ; [138.21428571 162.78571429],0
u3,1,0.401681,0.703289,[21 29] ; [43 44],[23.35766423 26.64233577] ; [40.64233577 46.35766423],0
b1,1,0.416349,0.660598,[40 53] ; [118 190],[36.64339152 56.35660848] ; [121.35660848 186.64339152],0
s4,1,0.440026,0.596216,[14 79] ; [ 36 264],[11.83206107 81.16793893] ; [ 38.16793893 261.83206107],0
s6,1,0.487231,0.482636,[44 47] ; [157 142],[46.9 44.1] ; [154.1 144.9],0
p6,1,0.600755,0.273858,[25 66] ; [ 91 209],[26.99744246 64.00255754] ; [ 89.00255754 210.99744246],0
n5,1,0.670434,0.181094,[76 17] ; [255  50],[77.34422111 15.65577889] ; [253.65577889  51.34422111],0
s2,1,0.680921,0.169091,[32 58] ; [102 205],[30.37783375 59.62216625] ; [103.62216625 203.37783375],0
b2,1,0.689201,0.159951,[21 37] ; [ 58 116],[19.75 38.25] ; [ 59.25 114.75],0
b3,1,0.689201,0.159951,[21 37] ; [ 58 116],[19.75 38.25] ; [ 59.25 114.75],0
a1,1,0.734753,0.114793,[ 6 87] ; [ 17 291],[ 5.33416459 87.66583541] ; [ 17.66583541 290.33416459],0
n2,1,0.773861,0.082558,[19  6] ; [46 17],[18.46590909  6.53409091] ; [46.53409091 16.46590909],0
p5,1,0.861728,0.030337,[ 9 83] ; [ 28 277],[ 8.5743073 83.4256927] ; [ 28.4256927 276.5743073],0
v3,1,0.928363,0.008083,[31 60] ; [100 198],[30.64524422 60.35475578] ; [100.35475578 197.64524422],0
b4,1,0.962149,0.002252,[55 38] ; [183 125],[55.19700748 37.80299252] ; [182.80299252 125.19700748],0
p12,1,0.971589,0.001268,[ 5 86] ; [ 17 287],[ 5.06835443 85.93164557] ; [ 16.93164557 287.06835443],0
s7,1,0.995455,3.2e-05,[25 62] ; [ 84 208],[25.02110818 61.97889182] ; [ 83.97889182 208.02110818],0
