Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,3e-06,21.753562,[21 61] ; [41 23],[34.82191781 47.17808219] ; [27.17808219 36.82191781],1
p10,1,0.000129,14.657919,[51 30] ; [58  6],[60.88965517 20.11034483] ; [48.11034483 15.88965517],1
p2,1,0.000184,13.984471,[47 35] ; [55  9],[57.28767123 24.71232877] ; [44.71232877 19.28767123],1
p12,1,0.009676,6.693508,[11 71] ; [ 1 63],[ 6.73972603 75.26027397] ; [ 5.26027397 58.73972603],0
p6,1,0.015094,5.90543,[11 70] ; [19 44],[16.875 64.125] ; [13.125 49.875],0
a8,1,0.024569,5.054025,[ 5 65] ; [12 46],[ 9.296875 60.703125] ; [ 7.703125 50.296875],0
r3,1,0.039366,4.244985,[73  8] ; [63  1],[75.97241379  5.02758621] ; [60.02758621  3.97241379],0
r4,1,0.045623,3.995457,[66 16] ; [59  5],[70.20547945 11.79452055] ; [54.79452055  9.20547945],0
s7,1,0.046379,3.967778,[33 42] ; [39 25],[38.84892086 36.15107914] ; [33.15107914 30.84892086],0
p4,1,0.052715,3.752927,[30 51] ; [34 30],[35.75172414 45.24827586] ; [28.24827586 35.75172414],0
p9,1,0.052808,3.75,[55 25] ; [53 11],[60. 20.] ; [48. 16.],0
n6,1,0.061623,3.493161,[65 17] ; [58  6],[69.08219178 12.91780822] ; [53.91780822 10.08219178],0
p11,1,0.064955,3.406113,[54 28] ; [51 13],[58.97260274 23.02739726] ; [46.02739726 17.97260274],0
b4,1,0.065613,3.389508,[57 25] ; [35 29],[51.67123288 30.32876712] ; [40.32876712 23.67123288],0
s3,1,0.122489,2.385207,[36 44] ; [36 26],[40.56338028 39.43661972] ; [31.43661972 30.56338028],0
n5,1,0.1234,2.373623,[59 23] ; [53 11],[62.90410959 19.09589041] ; [49.09589041 14.90410959],0
v2,1,0.130193,2.290202,[53 27] ; [49 14],[57.06293706 22.93706294] ; [44.93706294 18.06293706],0
s2,1,0.13057,2.285714,[36 45] ; [36 27],[40.5 40.5] ; [31.5 31.5],0
a7,1,0.14095,2.167562,[61 20] ; [41 23],[56.97931034 24.02068966] ; [45.02068966 18.97931034],0
b5,1,0.142972,2.145678,[57 25] ; [37 27],[52.79452055 29.20547945] ; [41.20547945 22.79452055],0
a1,1,0.249599,1.325549,[ 8 74] ; [ 3 61],[ 6.17808219 75.82191781] ; [ 4.82191781 59.17808219],0
u1,1,0.299138,1.078032,[17 65] ; [18 46],[19.65753425 62.34246575] ; [15.34246575 48.65753425],0
d5,1,0.34043,0.90881,[67 15] ; [56  8],[69.08219178 12.91780822] ; [53.91780822 10.08219178],0
v4,1,0.360921,0.834685,[75  7] ; [61  3],[76.38356164  5.61643836] ; [59.61643836  4.38356164],0
r1,1,0.374644,0.788205,[63 19] ; [53 11],[65.15068493 16.84931507] ; [50.84931507 13.15068493],0
n4,1,0.474078,0.512454,[64 18] ; [53 11],[65.71232877 16.28767123] ; [51.28767123 12.71232877],0
a5,1,0.498602,0.457911,[56 26] ; [47 17],[57.84931507 24.15068493] ; [45.15068493 18.84931507],0
d4,1,0.519941,0.414009,[65 16] ; [54 10],[66.47586207 14.52413793] ; [52.52413793 11.47586207],0
s4,1,0.569607,0.323341,[10 71] ; [10 54],[11.17241379 69.82758621] ; [ 8.82758621 55.17241379],0
s5,1,0.585957,0.296703,[22 57] ; [15 48],[20.58450704 58.41549296] ; [16.41549296 46.58450704],0
u2,1,0.588201,0.293163,[11  9] ; [9 5],[11.76470588  8.23529412] ; [8.23529412 5.76470588],0
b1,1,0.595437,0.281933,[33 49] ; [23 41],[31.45205479 50.54794521] ; [24.54794521 39.45205479],0
v1,1,0.607773,0.263431,[43 36] ; [37 26],[44.50704225 34.49295775] ; [35.49295775 27.50704225],0
n1,1,0.640854,0.217627,[ 9 13] ; [ 5 10],[ 8.32432432 13.67567568] ; [5.67567568 9.32432432],0
n2,1,0.660768,0.192593,[16  8] ; [11  4],[16.61538462  7.38461538] ; [10.38461538  4.61538462],0
u3,1,0.686254,0.16317,[12  8] ; [10  5],[12.57142857  7.42857143] ; [9.42857143 5.57142857],0
a6,1,0.702969,0.145401,[60 22] ; [45 19],[58.97260274 23.02739726] ; [46.02739726 17.97260274],0
p5,1,0.710286,0.137992,[ 5 77] ; [ 3 61],[ 4.49315068 77.50684932] ; [ 3.50684932 60.49315068],0
p1,1,0.710286,0.137992,[ 5 77] ; [ 3 61],[ 4.49315068 77.50684932] ; [ 3.50684932 60.49315068],0
r2,1,0.717776,0.130634,[78  4] ; [60  4],[77.50684932  4.49315068] ; [60.49315068  3.50684932],0
s8,1,0.720279,0.128225,[36 46] ; [30 34],[37.06849315 44.93150685] ; [28.93150685 35.06849315],0
b2,1,0.767105,0.087713,[19 27] ; [18 29],[18.30107527 27.69892473] ; [18.69892473 28.30107527],0
b3,1,0.767105,0.087713,[19 27] ; [18 29],[18.30107527 27.69892473] ; [18.69892473 28.30107527],0
s6,1,0.80135,0.063302,[55 27] ; [41 22],[54.28965517 27.71034483] ; [41.71034483 21.28965517],0
a4,1,0.83295,0.044487,[37 45] ; [30 34],[37.63013699 44.36986301] ; [29.36986301 34.63013699],0
s1,1,0.841428,0.040027,[ 3 76] ; [ 2 61],[ 2.78169014 76.21830986] ; [ 2.21830986 60.78169014],0
a2,1,0.861722,0.03034,[22 60] ; [18 46],[22.46575342 59.53424658] ; [17.53424658 46.46575342],0
d1,1,0.868546,0.027392,[45 37] ; [36 28],[45.49315068 36.50684932] ; [35.50684932 28.49315068],0
a3,1,0.893561,0.017902,[62 20] ; [49 15],[62.34246575 19.65753425] ; [48.65753425 15.34246575],0
n3,1,0.939048,0.005847,[17  6] ; [12  4],[17.1025641  5.8974359] ; [11.8974359  4.1025641],0
d2,1,0.97013,0.001402,[44 36] ; [35 29],[43.88888889 36.11111111] ; [35.11111111 28.88888889],0
d3,1,0.988358,0.000213,[55 27] ; [43 21],[55.04109589 26.95890411] ; [42.95890411 21.04109589],0
