Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,180.46499,[363  12] ; [23 38],[331.99541284  43.00458716] ; [54.00458716  6.99541284],1
p11,1,0.0,68.949469,[332  43] ; [28 34],[308.92448513  66.07551487] ; [51.07551487 10.92448513],1
n5,1,2e-06,22.727507,[309  65] ; [34 27],[294.90114943  79.09885057] ; [48.09885057 12.90114943],1
p8,1,4.3e-05,16.71945,[259 114] ; [26 35],[244.94239631 128.05760369] ; [40.05760369 20.94239631],1
a5,1,5.4e-05,16.300113,[304  71] ; [36 26],[291.76201373  83.23798627] ; [48.23798627 13.76201373],1
a3,1,0.000101,15.116187,[291  82] ; [34 28],[278.67816092  94.32183908] ; [46.32183908 15.67816092],1
n6,1,0.000114,14.890328,[336  38] ; [44 17],[326.71264368  47.28735632] ; [53.28735632  7.71264368],1
p4,1,0.000151,14.359337,[313  62] ; [39 23],[302.05949657  72.94050343] ; [49.94050343 12.05949657],1
n4,1,0.000162,14.232663,[320  55] ; [40 21],[309.63302752  65.36697248] ; [50.36697248 10.63302752],1
d1,1,0.00022,13.649915,[249 126] ; [26 36],[235.98398169 139.01601831] ; [39.01601831 22.98398169],1
p7,1,0.000288,13.14576,[294  77] ; [36 26],[282.7482679  88.2517321] ; [47.2517321 14.7482679],1
r4,1,0.000428,12.406205,[361  14] ; [53  9],[355.26315789  19.73684211] ; [58.73684211  3.26315789],1
a6,1,0.000558,11.91171,[269 105] ; [31 31],[257.33944954 116.66055046] ; [42.66055046 19.33944954],1
v3,1,0.000842,11.145954,[177 186] ; [15 44],[165.1563981 197.8436019] ; [26.8436019 32.1563981],1
b1,1,0.001966,9.580924,[151 224] ; [38 24],[162.18535469 212.81464531] ; [26.81464531 35.18535469],0
d5,1,0.002096,9.463341,[323  51] ; [44 18],[314.81192661  59.18807339] ; [52.18807339  9.81192661],0
v2,1,0.003111,8.74136,[231 133] ; [26 34],[220.63207547 143.36792453] ; [36.36792453 23.63207547],0
v1,1,0.003189,8.696073,[230 133] ; [27 35],[219.50823529 143.49176471] ; [37.49176471 24.50823529],0
d4,1,0.004153,8.215803,[320  54] ; [44 18],[312.23853211  61.76146789] ; [51.76146789 10.23853211],0
p2,1,0.005348,7.757807,[335  38] ; [48 14],[328.41149425  44.58850575] ; [54.58850575  7.41149425],0
d3,1,0.005458,7.720936,[266 109] ; [33 29],[256.57894737 118.42105263] ; [42.42105263 19.57894737],0
s7,1,0.007676,7.10763,[212 141] ; [24 34],[202.69586375 150.30413625] ; [33.30413625 24.69586375],0
a4,1,0.013483,6.104623,[190 184] ; [21 41],[180.99541284 193.00458716] ; [30.00458716 31.99541284],0
s5,1,0.014845,5.934732,[154 206] ; [15 43],[145.55023923 214.44976077] ; [23.44976077 34.55023923],0
a2,1,0.01862,5.53682,[108 267] ; [ 9 53],[100.40045767 274.59954233] ; [16.59954233 45.40045767],0
r1,1,0.021954,5.2494,[315  58] ; [45 17],[308.68965517  64.31034483] ; [51.31034483 10.68965517],0
u2,1,0.026495,4.923412,[53 31] ; [10 16],[48.10909091 35.89090909] ; [14.89090909 11.10909091],0
s8,1,0.043732,4.066869,[202 172] ; [24 36],[194.75576037 179.24423963] ; [31.24423963 28.75576037],0
p6,1,0.045474,4.000987,[184 187] ; [21 38],[176.87209302 194.12790698] ; [28.12790698 30.87209302],0
r2,1,0.047526,3.926668,[362  11] ; [57  5],[359.28045977  13.71954023] ; [59.71954023  2.28045977],0
u1,1,0.052307,3.765929,[ 90 285] ; [ 8 54],[ 84.09610984 290.90389016] ; [13.90389016 48.09610984],0
s1,1,0.055198,3.676087,[  8 365] ; [ 4 58],[ 10.28965517 362.71034483] ; [ 1.71034483 60.28965517],0
s6,1,0.066955,3.356135,[270  99] ; [37 23],[264.06293706 104.93706294] ; [42.93706294 17.06293706],0
d2,1,0.077888,3.10843,[202 172] ; [26 36],[195.57798165 178.42201835] ; [32.42201835 29.57798165],0
a7,1,0.087614,2.91768,[280  94] ; [40 22],[274.49541284  99.50458716] ; [45.50458716 16.49541284],0
b5,1,0.125386,2.348714,[209 166] ; [41 21],[214.53089245 160.46910755] ; [35.46910755 26.53089245],0
p5,1,0.150915,2.062983,[ 70 302] ; [ 7 55],[ 66. 306.] ; [11. 51.],0
n1,1,0.195529,1.675458,[21 34] ; [10  8],[23.35616438 31.64383562] ; [ 7.64383562 10.35616438],0
s2,1,0.196413,1.668849,[208 166] ; [28 32],[203.37327189 170.62672811] ; [32.62672811 27.37327189],0
s3,1,0.307347,1.042043,[221 151] ; [32 29],[217.35796767 154.64203233] ; [35.64203233 25.35796767],0
n2,1,0.364839,0.821166,[40 15] ; [15  3],[41.43835616 13.56164384] ; [13.56164384  4.43835616],0
b2,1,0.438575,0.600007,[100 141] ; [14 26],[ 97.77224199 143.22775801] ; [16.22775801 23.77224199],0
b3,1,0.438575,0.600007,[100 141] ; [14 26],[ 97.77224199 143.22775801] ; [16.22775801 23.77224199],0
s4,1,0.442503,0.589783,[ 64 307] ; [13 48],[ 66.12731481 304.87268519] ; [10.87268519 50.12731481],0
p1,1,0.510309,0.433434,[ 47 325] ; [ 6 56],[ 45.42857143 326.57142857] ; [ 7.57142857 54.42857143],0
r3,1,0.514237,0.425435,[362  12] ; [59  3],[361.13302752  12.86697248] ; [59.86697248  2.13302752],0
b4,1,0.585341,0.297679,[216 159] ; [38 24],[217.96338673 157.03661327] ; [36.03661327 25.96338673],0
n3,1,0.603586,0.269622,[43 12] ; [13  5],[42.19178082 12.80821918] ; [13.80821918  4.19178082],0
