Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.023812,5.108272,[50  8] ; [7 5],[47.22857143 10.77142857] ; [9.77142857 2.22857143],0
d3,1,0.039002,4.260795,[42 16] ; [5 7],[38.94285714 19.05714286] ; [8.05714286 3.94285714],0
p6,1,0.044001,4.056513,[28 30] ; [ 2 10],[24.85714286 33.14285714] ; [5.14285714 6.85714286],0
s4,1,0.122944,2.379412,[12 46] ; [5 7],[14.08571429 43.91428571] ; [2.91428571 9.08571429],0
s2,1,0.164824,1.929401,[45 13] ; [7 5],[43.08571429 14.91428571] ; [8.91428571 3.08571429],0
s3,1,0.164841,1.929248,[41 17] ; [6 6],[38.94285714 19.05714286] ; [8.05714286 3.94285714],0
a7,1,0.213898,1.544844,[44 14] ; [7 5],[42.25714286 15.74285714] ; [8.74285714 3.25714286],0
p10,1,0.227953,1.453587,[43 14] ; [7 5],[41.30434783 15.69565217] ; [8.69565217 3.30434783],0
r1,1,0.255287,1.294135,[50  7] ; [9 3],[48.73913043  8.26086957] ; [10.26086957  1.73913043],0
d4,1,0.26954,1.219087,[47 11] ; [8 4],[45.57142857 12.42857143] ; [9.42857143 2.57142857],0
b5,1,0.311232,1.02544,[38 20] ; [6 6],[36.45714286 21.54285714] ; [7.54285714 4.45714286],0
u1,1,0.315924,1.005747,[18 40] ; [ 2 10],[16.57142857 41.42857143] ; [3.42857143 8.57142857],0
b3,1,0.349575,0.875,[13 23] ; [1 5],[12. 24.] ; [2. 4.],0
b2,1,0.349575,0.875,[13 23] ; [1 5],[12. 24.] ; [2. 4.],0
p8,1,0.39479,0.724138,[22 36] ; [3 9],[20.71428571 37.28571429] ; [4.28571429 7.71428571],0
a6,1,0.401308,0.704404,[41 17] ; [7 5],[39.77142857 18.22857143] ; [8.22857143 3.77142857],0
a8,1,0.41358,0.668487,[ 9 41] ; [ 1 11],[ 8.06451613 41.93548387] ; [ 1.93548387 10.06451613],0
u2,1,0.437558,0.602679,[7 5] ; [1 2],[6.4 5.6] ; [1.6 1.4],0
p1,1,0.504856,0.444715,[ 9 48] ; [ 1 11],[ 8.26086957 48.73913043] ; [ 1.73913043 10.26086957],0
v2,1,0.616079,0.251417,[33 24] ; [6 6],[32.2173913 24.7826087] ; [6.7826087 5.2173913],0
n5,1,0.620865,0.244654,[42 15] ; [8 4],[41.30434783 15.69565217] ; [8.69565217 3.30434783],0
p2,1,0.634286,0.226293,[47 11] ; [9 3],[46.4 11.6] ; [9.6 2.4],0
d1,1,0.636386,0.223499,[38 20] ; [7 5],[37.28571429 20.71428571] ; [7.71428571 4.28571429],0
n4,1,0.646435,0.210424,[41 15] ; [8 4],[40.35294118 15.64705882] ; [8.64705882 3.35294118],0
a2,1,0.677975,0.172414,[18 40] ; [3 9],[17.4 40.6] ; [3.6 8.4],0
b1,1,0.743365,0.107191,[32 26] ; [6 6],[31.48571429 26.51428571] ; [6.51428571 5.48571429],0
p3,1,0.743365,0.107191,[26 32] ; [6 6],[26.51428571 31.48571429] ; [5.48571429 6.51428571],0
v1,1,0.75716,0.095612,[31 27] ; [7 5],[31.48571429 26.51428571] ; [6.51428571 5.48571429],0
d5,1,0.795682,0.06705,[50  8] ; [10  2],[49.71428571  8.28571429] ; [10.28571429  1.71428571],0
p5,1,0.795682,0.06705,[ 8 50] ; [ 2 10],[ 8.28571429 49.71428571] ; [ 1.71428571 10.28571429],0
n1,1,0.80857,0.058696,[13 10] ; [2 2],[12.77777778 10.22222222] ; [2.22222222 1.77777778],0
r3,1,0.832557,0.0447,[52  6] ; [11  1],[52.2  5.8] ; [10.8  1.2],0
n6,1,0.832624,0.044663,[48  8] ; [10  2],[47.76470588  8.23529412] ; [10.23529412  1.76470588],0
s6,1,0.832624,0.044663,[48  8] ; [10  2],[47.76470588  8.23529412] ; [10.23529412  1.76470588],0
a3,1,0.846015,0.037716,[45 13] ; [9 3],[44.74285714 13.25714286] ; [9.25714286 2.74285714],0
a5,1,0.854499,0.033629,[42 16] ; [9 3],[42.25714286 15.74285714] ; [8.74285714 3.25714286],0
v3,1,0.855724,0.033058,[22 34] ; [4 7],[21.73134328 34.26865672] ; [4.26865672 6.73134328],0
d2,1,0.896986,0.016762,[35 23] ; [7 5],[34.8 23.2] ; [7.2 4.8],0
p4,1,0.927056,0.008381,[33 25] ; [7 5],[33.14285714 24.85714286] ; [6.85714286 5.14285714],0
s5,1,0.951019,0.003773,[30 24] ; [6 5],[29.90769231 24.09230769] ; [6.09230769 4.90769231],0
p7,1,0.955945,0.003052,[28 29] ; [6 6],[28.08695652 28.91304348] ; [5.91304348 6.08695652],0
r4,1,0.974179,0.001048,[53  5] ; [11  1],[53.02857143  4.97142857] ; [10.97142857  1.02857143],0
b4,1,0.985324,0.000338,[34 24] ; [7 5],[33.97142857 24.02857143] ; [7.02857143 4.97142857],0
a4,1,1.0,0.0,[29 29] ; [6 6],[29. 29.] ; [6. 6.],0
