Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,63.456945,[157  68] ; [ 2 41],[133.48880597  91.51119403] ; [25.51119403 17.48880597],1
d3,1,0.0,34.056178,[166  59] ; [12 31],[149.44029851  75.55970149] ; [28.55970149 14.44029851],1
u2,1,5e-06,20.876226,[37 16] ; [ 2 18],[28.31506849 24.68493151] ; [10.68493151  9.31506849],1
d2,1,6.3e-05,16.013026,[122 103] ; [ 9 34],[109.98134328 115.01865672] ; [21.01865672 21.98134328],1
d5,1,0.000185,13.97595,[191  34] ; [26 17],[182.18283582  42.81716418] ; [34.81716418  8.18283582],1
b3,1,0.000632,11.678492,[49 86] ; [ 1 27],[41.41104294 93.58895706] ; [ 8.58895706 19.41104294],1
b2,1,0.000632,11.678492,[49 86] ; [ 1 27],[41.41104294 93.58895706] ; [ 8.58895706 19.41104294],1
a5,1,0.000887,11.050267,[171  54] ; [22 21],[162.03358209  62.96641791] ; [30.96641791 12.03358209],1
a4,1,0.000918,10.98607,[103 122] ; [ 8 35],[ 93.19029851 131.80970149] ; [17.80970149 25.19029851],1
a3,1,0.003947,8.307921,[169  56] ; [23 20],[161.19402985  63.80597015] ; [30.80597015 12.19402985],0
a2,1,0.005272,7.78358,[ 60 165] ; [ 3 40],[ 52.89179104 172.10820896] ; [10.10820896 32.89179104],0
v2,1,0.008682,6.887159,[124  86] ; [16 27],[116.2055336  93.7944664] ; [23.7944664 19.2055336],0
p3,1,0.009463,6.733357,[102 123] ; [10 32],[ 94.38202247 130.61797753] ; [17.61797753 24.38202247],0
u3,1,0.010554,6.538902,[39 15] ; [ 8 12],[34.2972973 19.7027027] ; [12.7027027  7.2972973],0
s4,1,0.011479,6.389603,[ 44 180] ; [16 27],[ 50.33707865 173.66292135] ; [ 9.66292135 33.33707865],0
u1,1,0.013333,6.124443,[ 46 179] ; [ 2 41],[ 40.29850746 184.70149254] ; [ 7.70149254 35.29850746],0
r1,1,0.028437,4.801377,[182  41] ; [28 14],[176.71698113  46.28301887] ; [33.28301887  8.71698113],0
v3,1,0.03241,4.576683,[ 99 114] ; [12 30],[ 92.71764706 120.28235294] ; [18.28235294 23.71764706],0
r3,1,0.036142,4.390389,[218   6] ; [39  4],[215.61048689   8.38951311] ; [41.38951311  1.61048689],0
n4,1,0.058869,3.568963,[170  54] ; [26 16],[165.05263158  58.94736842] ; [30.94736842 11.05263158],0
p9,1,0.073498,3.203129,[188  32] ; [32 11],[184.03041825  35.96958175] ; [35.96958175  7.03041825],0
n3,1,0.075476,3.159722,[39 17] ; [13  1],[41.6 14.4] ; [10.4  3.6],0
a7,1,0.075964,3.149203,[166  59] ; [26 17],[161.19402985  63.80597015] ; [30.80597015 12.19402985],0
s1,1,0.091205,2.852975,[  8 214] ; [ 4 38],[ 10.09090909 211.90909091] ; [ 1.90909091 40.09090909],0
p11,1,0.102355,2.668458,[173  52] ; [28 15],[168.75  56.25] ; [32.25 10.75],0
a6,1,0.110555,2.546276,[149  76] ; [23 20],[144.40298507  80.59701493] ; [27.59701493 15.40298507],0
n2,1,0.11108,2.538785,[40 15] ; [13  1],[42.24637681 12.75362319] ; [10.75362319  3.24637681],0
p1,1,0.11138,2.53453,[ 12 212] ; [ 5 37],[ 14.31578947 209.68421053] ; [ 2.68421053 39.31578947],0
p4,1,0.129563,2.297737,[122 102] ; [18 25],[117.45318352 106.54681648] ; [22.54681648 20.45318352],0
p8,1,0.138521,2.194316,[ 94 128] ; [13 30],[ 89.63773585 132.36226415] ; [17.36226415 25.63773585],0
s5,1,0.140003,2.177922,[ 91 124] ; [13 30],[ 86.66666667 128.33333333] ; [17.33333333 25.66666667],0
v1,1,0.229894,1.441515,[116  98] ; [19 24],[112.41245136 101.58754864] ; [22.58754864 20.41245136],0
a8,1,0.243182,1.362054,[ 33 176] ; [ 3 33],[ 30.71020408 178.28979592] ; [ 5.28979592 30.71020408],0
r4,1,0.248408,1.332235,[202  23] ; [36  7],[199.81343284  25.18656716] ; [38.18656716  4.81343284],0
b5,1,0.257777,1.280656,[141  84] ; [23 20],[137.68656716  87.31343284] ; [26.31343284 16.68656716],0
p2,1,0.294396,1.099407,[182  43] ; [31 11],[179.49438202  45.50561798] ; [33.50561798  8.49438202],0
s3,1,0.330119,0.94843,[196  27] ; [40  3],[197.84962406  25.15037594] ; [38.15037594  4.84962406],0
s6,1,0.338138,0.917476,[186  34] ; [33  9],[183.89312977  36.10687023] ; [35.10687023  6.89312977],0
v4,1,0.353917,0.859362,[214   9] ; [38  3],[212.86363636  10.13636364] ; [39.13636364  1.86363636],0
b4,1,0.394861,0.72392,[136  89] ; [23 20],[133.48880597  91.51119403] ; [25.51119403 17.48880597],0
p10,1,0.495948,0.463597,[184  39] ; [32  9],[182.45454545  40.54545455] ; [33.54545455  7.45454545],0
p7,1,0.634184,0.226429,[114 105] ; [23 18],[115.39615385 103.60384615] ; [21.60384615 19.39615385],0
p5,1,0.691193,0.157797,[ 14 206] ; [ 2 40],[ 13.4351145 206.5648855] ; [ 2.5648855 39.4351145],0
n1,1,0.70424,0.144098,[20 35] ; [4 9],[19.41176471 35.58823529] ; [4.58823529 8.41176471],0
n5,1,0.712438,0.135854,[161  61] ; [30 13],[160.00754717  61.99245283] ; [30.99245283 12.00754717],0
s8,1,0.82148,0.050914,[124 100] ; [23 20],[123.3258427 100.6741573] ; [23.6741573 19.3258427],0
n6,1,0.828695,0.046818,[182  39] ; [36  7],[182.49242424  38.50757576] ; [35.50757576  7.49242424],0
u4,1,0.897757,0.016511,[  6 219] ; [ 1 42],[  5.87686567 219.12313433] ; [ 1.12313433 41.87686567],0
s7,1,0.95121,0.003744,[134  79] ; [26 15],[134.17322835  78.82677165] ; [25.82677165 15.17322835],0
r2,1,0.962496,0.002211,[212  11] ; [40  2],[212.06037736  10.93962264] ; [39.93962264  2.06037736],0
b1,1,0.987706,0.000237,[ 84 141] ; [16 27],[ 83.95522388 141.04477612] ; [16.04477612 26.95522388],0
