Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,37.418739,[14 32] ; [50  6],[28.8627451 17.1372549] ; [35.1372549 20.8627451],1
a4,1,0.0,32.355556,[ 4 44] ; [35 21],[18. 30.] ; [21. 35.],1
d2,1,5.1e-05,16.417291,[11 37] ; [35 21],[21.23076923 26.76923077] ; [24.76923077 31.23076923],1
d1,1,5.9e-05,16.126485,[10 38] ; [34 23],[20.11428571 27.88571429] ; [23.88571429 33.11428571],1
a7,1,0.000376,12.648965,[19 28] ; [42 14],[27.83495146 19.16504854] ; [33.16504854 22.83495146],1
d3,1,0.000748,11.366013,[17 29] ; [40 17],[25.45631068 20.54368932] ; [31.54368932 25.45631068],1
a6,1,0.001814,9.728618,[21 27] ; [42 15],[28.8 19.2] ; [34.2 22.8],0
d5,1,0.002687,9.008934,[22 25] ; [43 14],[29.375 17.625] ; [35.625 21.375],0
n4,1,0.007711,7.099351,[21 27] ; [39 17],[27.69230769 20.30769231] ; [32.30769231 23.69230769],0
d4,1,0.017625,5.633026,[25 22] ; [43 14],[30.73076923 16.26923077] ; [37.26923077 19.73076923],0
r1,1,0.022707,5.190781,[18 30] ; [33 22],[23.76699029 24.23300971] ; [27.23300971 27.76699029],0
n1,1,0.025763,4.971867,[ 3 14] ; [12 11],[ 6.375 10.625] ; [ 8.625 14.375],0
r2,1,0.046055,3.979566,[32 15] ; [45  8],[36.19 10.81] ; [40.81 12.19],0
u1,1,0.052705,3.753245,[ 2 46] ; [ 9 48],[ 5.02857143 42.97142857] ; [ 5.97142857 51.02857143],0
b3,1,0.060252,3.530435,[ 8 21] ; [15 14],[11.5 17.5] ; [11.5 17.5],0
b2,1,0.060252,3.530435,[ 8 21] ; [15 14],[11.5 17.5] ; [11.5 17.5],0
p2,1,0.084028,2.985211,[27 21] ; [22 34],[22.61538462 25.38461538] ; [26.38461538 29.61538462],0
b4,1,0.09083,2.859603,[29 19] ; [25 32],[24.68571429 23.31428571] ; [29.31428571 27.68571429],0
s7,1,0.170067,1.882353,[ 5 40] ; [11 40],[ 7.5 37.5] ; [ 8.5 42.5],0
v2,1,0.170526,1.878314,[ 9 36] ; [18 38],[12.02970297 32.97029703] ; [14.97029703 41.02970297],0
r4,1,0.193919,1.687593,[20 28] ; [31 26],[23.31428571 24.68571429] ; [27.68571429 29.31428571],0
n5,1,0.199614,1.645198,[24 24] ; [35 21],[27.23076923 20.76923077] ; [31.76923077 24.23076923],0
v4,1,0.223588,1.481192,[31 16] ; [43 13],[33.76699029 13.23300971] ; [40.23300971 15.76699029],0
s8,1,0.294308,1.09981,[ 3 45] ; [ 7 50],[ 4.57142857 43.42857143] ; [ 5.42857143 51.57142857],0
v1,1,0.322393,0.979213,[10 37] ; [17 40],[12.20192308 34.79807692] ; [14.79807692 42.20192308],0
v3,1,0.337866,0.91851,[ 9 37] ; [15 39],[11.04 34.96] ; [12.96 41.04],0
b5,1,0.379001,0.77394,[31 17] ; [32 25],[28.8 19.2] ; [34.2 22.8],0
a1,1,0.435527,0.608039,[ 3 45] ; [ 6 51],[ 4.11428571 43.88571429] ; [ 4.88571429 52.11428571],0
p10,1,0.443288,0.587757,[19 27] ; [19 37],[17.1372549 28.8627451] ; [20.8627451 35.1372549],0
n6,1,0.485131,0.487307,[22 26] ; [29 26],[23.76699029 24.23300971] ; [27.23300971 27.76699029],0
u3,1,0.486335,0.484625,[10 24] ; [3 4],[10.7804878 23.2195122] ; [2.2195122 4.7804878],0
a8,1,0.544152,0.367899,[ 2 41] ; [ 4 48],[ 2.71578947 40.28421053] ; [ 3.28421053 48.71578947],0
s1,1,0.553869,0.350432,[ 5 43] ; [ 4 52],[ 4.15384615 43.84615385] ; [ 4.84615385 51.15384615],0
p8,1,0.568889,0.324545,[13 35] ; [12 42],[11.76470588 36.23529412] ; [13.23529412 40.76470588],0
p7,1,0.574223,0.315667,[17 30] ; [17 38],[15.66666667 31.33333333] ; [18.33333333 36.66666667],0
p3,1,0.579974,0.306277,[10 38] ; [14 41],[11.18446602 36.81553398] ; [12.81553398 42.18446602],0
s3,1,0.58759,0.294123,[12 35] ; [17 39],[13.23300971 33.76699029] ; [15.76699029 40.23300971],0
s5,1,0.612113,0.257109,[ 3 44] ; [ 5 50],[ 3.68627451 43.31372549] ; [ 4.31372549 50.68627451],0
r3,1,0.684522,0.165079,[29 19] ; [36 20],[30. 18.] ; [35. 21.],0
p9,1,0.690386,0.158668,[19 27] ; [24 29],[19.97979798 26.02020202] ; [23.02020202 29.97979798],0
u2,1,0.732676,0.116669,[12 22] ; [2 5],[11.6097561 22.3902439] ; [2.3902439 4.6097561],0
b1,1,0.762453,0.091362,[23 25] ; [29 28],[23.77142857 24.22857143] ; [28.22857143 28.77142857],0
p1,1,0.792683,0.069079,[ 2 46] ; [ 3 54],[ 2.28571429 45.71428571] ; [ 2.71428571 54.28571429],0
p4,1,0.848476,0.036505,[11 36] ; [12 43],[10.59803922 36.40196078] ; [12.40196078 42.59803922],0
n2,1,0.852745,0.034454,[9 8] ; [12 12],[8.70731707 8.29268293] ; [12.29268293 11.70731707],0
s2,1,0.863976,0.029349,[ 7 41] ; [ 9 48],[ 7.31428571 40.68571429] ; [ 8.68571429 48.31428571],0
p6,1,0.935551,0.006539,[ 9 38] ; [10 44],[ 8.84158416 38.15841584] ; [10.15841584 43.84158416],0
n3,1,0.972566,0.001183,[8 9] ; [10 11],[8.05263158 8.94736842] ; [ 9.94736842 11.05263158],0
s4,1,0.972887,0.001155,[ 6 42] ; [ 7 50],[ 5.94285714 42.05714286] ; [ 7.05714286 49.94285714],0
