Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,25.257003,[10 56] ; [24 14],[21.57692308 44.42307692] ; [12.42307692 25.57692308],1
s8,1,7.1e-05,15.797068,[ 5 61] ; [15 23],[12.69230769 53.30769231] ; [ 7.30769231 30.69230769],1
s7,1,0.000195,13.879329,[10 52] ; [19 18],[18.16161616 43.83838384] ; [10.83838384 26.16161616],1
v2,1,0.000233,13.545604,[14 50] ; [22 16],[22.58823529 41.41176471] ; [13.41176471 24.58823529],1
s3,1,0.000466,12.246432,[15 49] ; [22 16],[23.21568627 40.78431373] ; [13.78431373 24.21568627],1
p2,1,0.001148,10.571786,[29 34] ; [30  8],[36.8019802 26.1980198] ; [22.1980198 15.8019802],0
r3,1,0.001842,9.700536,[31 34] ; [30  8],[38.49514563 26.50485437] ; [22.50485437 15.49514563],0
p7,1,0.003329,8.61753,[19 45] ; [22 15],[25.98019802 38.01980198] ; [15.01980198 21.98019802],0
p11,1,0.005251,7.79088,[30 36] ; [28 10],[36.80769231 29.19230769] ; [21.19230769 16.80769231],0
u3,1,0.008613,6.901441,[ 7 26] ; [8 5],[10.76086957 22.23913043] ; [4.23913043 8.76086957],0
s5,1,0.013238,6.137052,[ 5 60] ; [ 9 26],[ 9.1 55.9] ; [ 4.9 30.1],0
p3,1,0.015221,5.89069,[14 50] ; [17 21],[19.45098039 44.54901961] ; [11.54901961 26.45098039],0
p4,1,0.018151,5.581506,[19 46] ; [20 18],[24.61165049 40.38834951] ; [14.38834951 23.61165049],0
d4,1,0.027224,4.876555,[36 30] ; [29  9],[41.25 24.75] ; [23.75 14.25],0
s4,1,0.02817,4.81763,[ 9 57] ; [12 26],[13.32692308 52.67307692] ; [ 7.67307692 30.32692308],0
n2,1,0.033438,4.52319,[13 15] ; [12  3],[16.27906977 11.72093023] ; [8.72093023 6.27906977],0
v4,1,0.041561,4.152993,[36 29] ; [28  9],[40.78431373 24.21568627] ; [23.21568627 13.78431373],0
d3,1,0.062821,3.461307,[27 38] ; [23 15],[31.55339806 33.44660194] ; [18.44660194 19.55339806],0
v1,1,0.07626,3.142857,[17 46] ; [16 20],[21. 42.] ; [12. 24.],0
b3,1,0.098729,2.725962,[16 23] ; [ 5 19],[13. 26.] ; [ 8. 16.],0
b2,1,0.098729,2.725962,[16 23] ; [ 5 19],[13. 26.] ; [ 8. 16.],0
p6,1,0.109273,2.564703,[10 52] ; [11 26],[13.15151515 48.84848485] ; [ 7.84848485 29.15151515],0
v3,1,0.115404,2.478614,[ 9 56] ; [10 28],[11.99029126 53.00970874] ; [ 7.00970874 30.99029126],0
d5,1,0.164921,1.928516,[36 30] ; [26 12],[39.34615385 26.65384615] ; [22.65384615 15.34615385],0
a6,1,0.182713,1.775415,[31 35] ; [23 15],[34.26923077 31.73076923] ; [19.73076923 18.26923077],0
u2,1,0.199294,1.647538,[11 22] ; [7 6],[12.91304348 20.08695652] ; [5.08695652 7.91304348],0
a5,1,0.221779,1.492823,[30 36] ; [22 16],[33. 33.] ; [19. 19.],0
a3,1,0.222342,1.489191,[33 32] ; [24 14],[35.97087379 29.02912621] ; [21.02912621 16.97087379],0
a7,1,0.265715,1.238736,[29 37] ; [21 17],[31.73076923 34.26923077] ; [18.26923077 19.73076923],0
p5,1,0.282298,1.155993,[ 5 59] ; [ 1 37],[ 3.76470588 60.23529412] ; [ 2.23529412 35.76470588],0
s1,1,0.297725,1.084356,[ 5 61] ; [ 1 37],[ 3.80769231 62.19230769] ; [ 2.19230769 35.80769231],0
b5,1,0.299777,1.075188,[33 33] ; [23 15],[35.53846154 30.46153846] ; [20.46153846 17.53846154],0
p8,1,0.312075,1.021871,[18 46] ; [14 23],[20.27722772 43.72277228] ; [11.72277228 25.27722772],0
n6,1,0.356623,0.84975,[35 30] ; [24 14],[37.23300971 27.76699029] ; [21.76699029 16.23300971],0
d2,1,0.375076,0.786779,[28 37] ; [13 25],[25.87378641 39.12621359] ; [15.12621359 22.87378641],0
n3,1,0.406768,0.688228,[15 13] ; [10  5],[16.27906977 11.72093023] ; [8.72093023 6.27906977],0
b4,1,0.415335,0.663477,[35 31] ; [17 21],[33. 33.] ; [19. 19.],0
a4,1,0.440455,0.595095,[20 45] ; [ 9 29],[18.30097087 46.69902913] ; [10.69902913 27.30097087],0
p10,1,0.621409,0.243892,[30 33] ; [19 17],[31.18181818 31.81818182] ; [17.81818182 18.18181818],0
a2,1,0.651524,0.203984,[ 7 59] ; [ 3 35],[ 6.34615385 59.65384615] ; [ 3.65384615 34.34615385],0
a1,1,0.651524,0.203984,[ 7 59] ; [ 3 35],[ 6.34615385 59.65384615] ; [ 3.65384615 34.34615385],0
p12,1,0.706538,0.14176,[ 1 63] ; [ 1 37],[ 1.25490196 62.74509804] ; [ 0.74509804 37.25490196],0
p9,1,0.729071,0.119966,[37 25] ; [24 14],[37.82 24.18] ; [23.18 14.82],0
b1,1,0.7351,0.11448,[37 29] ; [20 18],[36.17307692 29.82692308] ; [20.82692308 17.17307692],0
n5,1,0.761596,0.092043,[43 23] ; [23 14],[42.29126214 23.70873786] ; [23.70873786 13.29126214],0
n4,1,0.768583,0.086571,[38 28] ; [23 15],[38.71153846 27.28846154] ; [22.28846154 15.71153846],0
r2,1,0.786463,0.073391,[37 26] ; [19 15],[36.37113402 26.62886598] ; [19.62886598 14.37113402],0
d1,1,0.825205,0.048777,[24 42] ; [13 25],[23.48076923 42.51923077] ; [13.51923077 24.48076923],0
a8,1,0.888377,0.019701,[ 4 60] ; [ 2 34],[ 3.84 60.16] ; [ 2.16 33.84],0
n1,1,0.936715,0.006304,[ 9 19] ; [ 5 10],[ 9.11627907 18.88372093] ; [ 4.88372093 10.11627907],0
