Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,205.224786,[  7 123] ; [436 161],[79.21595598 50.78404402] ; [363.78404402 233.21595598],1
d4,1,0.0,112.054104,[67 63] ; [537  60],[108.00550206  21.99449794] ; [495.99449794 101.00550206],1
d3,1,0.0,61.688265,[54 76] ; [455 141],[91.14325069 38.85674931] ; [417.85674931 178.14325069],1
d2,1,0.0,41.367368,[ 30 100] ; [323 273],[63.20936639 66.79063361] ; [289.79063361 306.20936639],1
a5,1,0.0,40.415119,[69 61] ; [476 121],[97.45529574 32.54470426] ; [447.54470426 149.45529574],1
a4,1,0.0,37.153206,[ 29 100] ; [310 286],[60.31862069 68.68137931] ; [278.68137931 317.31862069],1
a3,1,0.0,30.441111,[69 59] ; [462 133],[94.00829876 33.99170124] ; [436.99170124 158.00829876],1
u1,1,3e-06,21.817269,[  5 125] ; [127 470],[ 23.60385144 106.39614856] ; [108.39614856 488.60385144],1
a2,1,5e-06,20.778826,[ 12 118] ; [169 428],[32.36588721 97.63411279] ; [148.63411279 448.36588721],1
v2,1,0.001463,10.124485,[56 67] ; [349 222],[71.7795389 51.2204611] ; [333.2204611 237.7795389],0
n4,1,0.001888,9.655258,[88 42] ; [477 118],[101.31034483  28.68965517] ; [463.68965517 131.31034483],0
p4,1,0.002108,9.453263,[64 65] ; [381 213],[79.39834025 49.60165975] ; [365.60165975 228.39834025],0
r3,1,0.004163,8.211121,[119  11] ; [577  18],[124.8   5.2] ; [571.2  23.8],0
s8,1,0.004669,8.003538,[47 83] ; [296 298],[61.58839779 68.41160221] ; [281.41160221 312.58839779],0
p3,1,0.007995,7.034581,[55 75] ; [328 267],[68.67586207 61.32413793] ; [314.32413793 280.67586207],0
p7,1,0.009086,6.805891,[70 57] ; [391 190],[82.69350282 44.30649718] ; [378.30649718 202.69350282],0
p1,1,0.009912,6.650628,[ 20 110] ; [ 48 545],[ 12.22683264 117.77316736] ; [ 55.77316736 537.22683264],0
r1,1,0.01007,6.622481,[96 34] ; [495  98],[106.26556017  23.73443983] ; [484.73443983 108.26556017],0
s6,1,0.013016,6.166972,[78 50] ; [420 163],[89.65400844 38.34599156] ; [408.34599156 174.65400844],0
p2,1,0.025504,4.989351,[104  26] ; [517  74],[111.96948682  18.03051318] ; [509.03051318  81.96948682],0
v1,1,0.031248,4.639311,[61 65] ; [341 238],[71.84680851 54.15319149] ; [330.15319149 248.84680851],0
a7,1,0.038584,4.279083,[86 44] ; [447 149],[95.44077135 34.55922865] ; [437.55922865 158.44077135],0
p10,1,0.04608,3.978672,[112  18] ; [545  49],[117.96961326  12.03038674] ; [539.03038674  54.96961326],0
s2,1,0.046211,3.973874,[58 69] ; [329 265],[68.16782247 58.83217753] ; [318.83217753 275.16782247],0
n5,1,0.131448,2.275318,[93 36] ; [464 129],[99.51939058 29.48060942] ; [457.48060942 135.51939058],0
v3,1,0.136041,2.222176,[44 83] ; [238 331],[51.45689655 75.54310345] ; [230.54310345 338.45689655],0
p6,1,0.142655,2.149078,[43 85] ; [239 350],[50.34309623 77.65690377] ; [231.65690377 357.34309623],0
n6,1,0.159121,1.982559,[107  23] ; [516  77],[112.01936376  17.98063624] ; [510.98063624  82.01936376],0
r4,1,0.182961,1.773409,[118  12] ; [561  36],[121.41678129   8.58321871] ; [557.58321871  39.41678129],0
s7,1,0.189006,1.725348,[58 67] ; [303 270],[64.64899713 60.35100287] ; [296.35100287 276.64899713],0
a6,1,0.202859,1.621672,[84 46] ; [419 177],[90.06887052 39.93112948] ; [412.93112948 183.06887052],0
s5,1,0.219258,1.50922,[39 85] ; [213 358],[44.96115108 79.03884892] ; [207.03884892 363.96115108],0
n1,1,0.2497,1.324983,[ 7 17] ; [55 77],[ 9.53846154 14.46153846] ; [52.46153846 79.53846154],0
s1,1,0.328873,0.95333,[  5 123] ; [ 14 575],[  3.39191074 124.60808926] ; [ 15.60808926 573.39191074],0
u2,1,0.334049,0.933136,[30 30] ; [77 57],[33.09278351 26.90721649] ; [73.90721649 60.09278351],0
p12,1,0.341936,0.903157,[ 14 115] ; [ 49 545],[ 11.2406639 117.7593361] ; [ 51.7593361 542.2406639],0
u4,1,0.396533,0.718815,[  2 128] ; [ 17 580],[  3.39752407 126.60247593] ; [ 15.60247593 581.39752407],0
b1,1,0.501882,0.450954,[48 82] ; [202 395],[44.7042641 85.2957359] ; [205.2957359 391.7042641],0
u3,1,0.539389,0.376674,[33 27] ; [80 54],[34.94845361 25.05154639] ; [78.05154639 55.94845361],0
n3,1,0.550842,0.355811,[17  7] ; [101  31],[18.15384615  5.84615385] ; [99.84615385 32.15384615],0
s4,1,0.566153,0.329162,[ 25 105] ; [101 489],[ 22.75 107.25] ; [103.25 486.75],0
a1,1,0.569329,0.323806,[  5 125] ; [ 30 567],[  6.25859697 123.74140303] ; [ 28.74140303 568.25859697],0
a8,1,0.606276,0.265633,[ 15 107] ; [ 76 464],[ 16.77039275 105.22960725] ; [ 74.22960725 465.77039275],0
b2,1,0.737014,0.112768,[29 48] ; [143 217],[30.30663616 46.69336384] ; [141.69336384 218.30663616],0
b3,1,0.737014,0.112768,[29 48] ; [143 217],[30.30663616 46.69336384] ; [141.69336384 218.30663616],0
p5,1,0.75561,0.096877,[ 17 112] ; [ 72 519],[ 15.94583333 113.05416667] ; [ 73.05416667 517.94583333],0
s3,1,0.801002,0.06353,[75 51] ; [344 246],[73.73463687 52.26536313] ; [345.26536313 244.73463687],0
b5,1,0.837095,0.042276,[78 52] ; [364 233],[79.03713893 50.96286107] ; [362.96286107 234.03713893],0
n2,1,0.857365,0.032303,[18  6] ; [102  31],[18.34394904  5.65605096] ; [101.65605096  31.34394904],0
p8,1,0.874868,0.024799,[70 59] ; [323 264],[70.80586592 58.19413408] ; [322.19413408 264.80586592],0
v4,1,0.894755,0.0175,[126   4] ; [577  17],[126.22928177   3.77071823] ; [576.77071823  17.22928177],0
b4,1,0.900125,0.015751,[75 55] ; [348 249],[75.63961486 54.36038514] ; [347.36038514 249.63961486],0
p11,1,0.977413,0.000802,[107  23] ; [492 105],[107.11141678  22.88858322] ; [491.88858322 105.11141678],0
