Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.010888,6.483439,[ 1 42] ; [1 2],[ 1.86956522 41.13043478] ; [0.13043478 2.86956522],0
p6,1,0.217971,1.51768,[15 32] ; [2 1],[15.98 31.02] ; [1.02 1.98],0
u1,1,0.386304,0.750545,[ 7 41] ; [1 2],[ 7.52941176 40.47058824] ; [0.47058824 2.52941176],0
a2,1,0.386304,0.750545,[ 7 41] ; [1 2],[ 7.52941176 40.47058824] ; [0.47058824 2.52941176],0
b2,1,0.420246,0.649627,[ 5 16] ; [1 1],[ 5.47826087 15.52173913] ; [0.52173913 1.47826087],0
b3,1,0.420246,0.649627,[ 5 16] ; [1 1],[ 5.47826087 15.52173913] ; [0.52173913 1.47826087],0
p7,1,0.504463,0.445536,[22 25] ; [2 1],[22.56 24.44] ; [1.44 1.56],0
s7,1,0.523726,0.40655,[22 20] ; [1 2],[21.46666667 20.53333333] ; [1.53333333 1.46666667],0
b1,1,0.528533,0.397212,[25 23] ; [1 2],[24.47058824 23.52941176] ; [1.52941176 1.47058824],0
a4,1,0.623463,0.24103,[23 25] ; [1 2],[22.58823529 25.41176471] ; [1.41176471 1.58823529],0
a6,1,0.623463,0.24103,[25 23] ; [2 1],[25.41176471 22.58823529] ; [1.58823529 1.41176471],0
b4,1,0.623463,0.24103,[25 23] ; [2 1],[25.41176471 22.58823529] ; [1.58823529 1.41176471],0
v2,1,0.649808,0.206142,[22 25] ; [1 2],[21.62 25.38] ; [1.38 1.62],0
v3,1,0.76519,0.089205,[12 35] ; [1 2],[12.22 34.78] ; [0.78 2.22],0
b5,1,0.829685,0.04627,[29 19] ; [2 1],[29.17647059 18.82352941] ; [1.82352941 1.17647059],0
s3,1,0.88486,0.02097,[30 18] ; [2 1],[30.11764706 17.88235294] ; [1.88235294 1.11764706],0
a3,1,0.939861,0.005692,[33 15] ; [2 1],[32.94117647 15.05882353] ; [2.05882353 0.94117647],0
n6,1,0.939861,0.005692,[33 15] ; [2 1],[32.94117647 15.05882353] ; [2.05882353 0.94117647],0
a5,1,0.941604,0.005366,[31 17] ; [2 1],[31.05882353 16.94117647] ; [1.94117647 1.05882353],0
s2,1,0.941604,0.005366,[31 17] ; [2 1],[31.05882353 16.94117647] ; [1.94117647 1.05882353],0
r1,1,1.0,0.0,[32 16] ; [2 1],[32. 16.] ; [2. 1.],0
