Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.002265,9.321633,[5 1] ; [ 8 29],[1.81395349 4.18604651] ; [11.18604651 25.81395349],0
s3,1,0.007267,7.205867,[5 1] ; [10 27],[2.09302326 3.90697674] ; [12.90697674 24.09302326],0
a8,1,0.014022,6.035359,[3 3] ; [ 4 34],[0.95454545 5.04545455] ; [ 6.04545455 31.95454545],0
p6,1,0.01796,5.6,[3 3] ; [ 4 32],[1. 5.] ; [ 6. 30.],0
d1,1,0.022946,5.17259,[5 1] ; [13 25],[2.45454545 3.54545455] ; [15.54545455 22.45454545],0
v3,1,0.038561,4.280112,[3 2] ; [ 7 31],[1.1627907 3.8372093] ; [ 8.8372093 29.1627907],0
p4,1,0.048602,3.889056,[4 2] ; [10 28],[1.90909091 4.09090909] ; [12.09090909 25.90909091],0
d2,1,0.068405,3.320883,[5 1] ; [16 21],[2.93023256 3.06976744] ; [18.06976744 18.93023256],0
p2,1,0.078247,3.100944,[4 2] ; [11 26],[2.09302326 3.90697674] ; [12.90697674 24.09302326],0
d3,1,0.078885,3.087719,[5 1] ; [17 21],[3. 3.] ; [19. 19.],0
b2,1,0.087461,2.920501,[3 1] ; [ 8 18],[1.46666667 2.53333333] ; [ 9.53333333 16.46666667],0
b3,1,0.087461,2.920501,[3 1] ; [ 8 18],[1.46666667 2.53333333] ; [ 9.53333333 16.46666667],0
n6,1,0.08923,2.888216,[5 1] ; [17 20],[3.06976744 2.93023256] ; [18.93023256 18.06976744],0
p9,1,0.101066,2.688636,[5 1] ; [17 19],[3.14285714 2.85714286] ; [18.85714286 17.14285714],0
p12,1,0.125078,2.352548,[1 5] ; [ 1 37],[0.27272727 5.72727273] ; [ 1.72727273 36.27272727],0
s8,1,0.130319,2.288704,[2 4] ; [ 4 34],[0.81818182 5.18181818] ; [ 5.18181818 32.81818182],0
r2,1,0.136112,2.221376,[4 1] ; [16 20],[2.43902439 2.56097561] ; [17.56097561 18.43902439],0
a3,1,0.158261,1.990766,[5 1] ; [20 18],[3.40909091 2.59090909] ; [21.59090909 16.40909091],0
b5,1,0.158261,1.990766,[5 1] ; [20 18],[3.40909091 2.59090909] ; [21.59090909 16.40909091],0
d4,1,0.193732,1.689009,[5 1] ; [21 17],[3.54545455 2.45454545] ; [22.45454545 15.54545455],0
p10,1,0.231941,1.428916,[4 2] ; [15 22],[2.65116279 3.34883721] ; [16.34883721 20.65116279],0
a4,1,0.255719,1.291788,[3 3] ; [10 27],[1.81395349 4.18604651] ; [11.18604651 25.81395349],0
a7,1,0.261496,1.260819,[4 2] ; [16 22],[2.72727273 3.27272727] ; [17.27272727 20.72727273],0
s5,1,0.267625,1.228878,[1 3] ; [ 3 35],[0.38095238 3.61904762] ; [ 3.61904762 34.38095238],0
p7,1,0.303524,1.058647,[3 3] ; [11 27],[1.90909091 4.09090909] ; [12.09090909 25.90909091],0
n4,1,0.332603,0.938738,[5 1] ; [24 14],[3.95454545 2.04545455] ; [25.04545455 12.95454545],0
b4,1,0.332603,0.938738,[5 1] ; [24 14],[3.95454545 2.04545455] ; [25.04545455 12.95454545],0
s6,1,0.431841,0.617868,[2 3] ; [ 9 29],[1.27906977 3.72093023] ; [ 9.72093023 28.27906977],0
s7,1,0.442719,0.589226,[2 4] ; [ 7 29],[1.28571429 4.71428571] ; [ 7.71428571 28.28571429],0
b1,1,0.44751,0.57695,[4 2] ; [19 19],[3.13636364 2.86363636] ; [19.86363636 18.13636364],0
a6,1,0.52111,0.411696,[4 2] ; [20 18],[3.27272727 2.72727273] ; [20.72727273 17.27272727],0
p11,1,0.52111,0.411696,[2 4] ; [18 20],[2.72727273 3.27272727] ; [17.27272727 20.72727273],0
v1,1,0.589522,0.291091,[1 5] ; [10 27],[1.53488372 4.46511628] ; [ 9.46511628 27.53488372],0
s2,1,0.703064,0.145304,[1 5] ; [ 9 29],[1.36363636 4.63636364] ; [ 8.63636364 29.36363636],0
a2,1,0.815959,0.054171,[1 5] ; [ 5 33],[0.81818182 5.18181818] ; [ 5.18181818 32.81818182],0
n5,1,0.826783,0.047886,[4 2] ; [27 11],[4.22727273 1.77272727] ; [26.77272727 11.22727273],0
p3,1,0.826783,0.047886,[2 4] ; [11 27],[1.77272727 4.22727273] ; [11.22727273 26.77272727],0
a5,1,0.904537,0.014384,[3 3] ; [20 18],[3.13636364 2.86363636] ; [19.86363636 18.13636364],0
s4,1,0.956463,0.00298,[1 5] ; [ 6 32],[0.95454545 5.04545455] ; [ 6.04545455 31.95454545],0
p1,1,0.956463,0.00298,[1 5] ; [ 6 32],[0.95454545 5.04545455] ; [ 6.04545455 31.95454545],0
p8,1,1.0,0.0,[1 5] ; [ 6 30],[1. 5.] ; [ 6. 30.],0
