Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,36.065128,[89 13] ; [ 2 11],[80.71304348 21.28695652] ; [10.28695652  2.71304348],1
p9,1,4.1e-05,16.810409,[87 14] ; [5 8],[81.50877193 19.49122807] ; [10.49122807  2.50877193],1
r2,1,7.9e-05,15.579688,[95  7] ; [6 5],[91.16814159 10.83185841] ; [9.83185841 1.16814159],1
r1,1,0.000166,14.183829,[76 26] ; [ 3 10],[70.06956522 31.93043478] ; [8.93043478 4.06956522],1
p10,1,0.000246,13.44579,[84 17] ; [5 8],[78.85087719 22.14912281] ; [10.14912281  2.85087719],1
v4,1,0.001156,10.558633,[96  5] ; [9 4],[93.02631579  7.97368421] ; [11.97368421  1.02631579],0
s6,1,0.001712,9.835554,[82 16] ; [6 7],[77.69369369 20.30630631] ; [10.30630631  2.69369369],0
s3,1,0.016104,5.791446,[73 29] ; [5 8],[69.1826087 32.8173913] ; [8.8173913 4.1826087],0
p3,1,0.01837,5.560478,[51 51] ; [ 2 11],[47.00869565 54.99130435] ; [5.99130435 7.00869565],0
a6,1,0.027194,4.878421,[64 38] ; [4 9],[60.31304348 41.68695652] ; [7.68695652 5.31304348],0
v1,1,0.03506,4.442251,[47 55] ; [ 2 11],[43.46086957 58.53913043] ; [5.53913043 7.46086957],0
d5,1,0.042916,4.098695,[80 21] ; [7 6],[77.07894737 23.92105263] ; [9.92105263 3.07894737],0
p11,1,0.051427,3.794306,[74 28] ; [6 7],[70.95652174 31.04347826] ; [9.04347826 3.95652174],0
p7,1,0.066496,3.367454,[61 39] ; [4 8],[58.03571429 41.96428571] ; [6.96428571 5.03571429],0
s2,1,0.066506,3.367215,[72 29] ; [6 7],[69.10526316 31.89473684] ; [8.89473684 4.10526316],0
a1,1,0.081253,3.039666,[  1 101] ; [ 1 12],[  1.77391304 100.22608696] ; [ 0.22608696 12.77391304],0
s8,1,0.088554,2.900457,[49 53] ; [ 3 10],[46.12173913 55.87826087] ; [5.87826087 7.12173913],0
s5,1,0.102726,2.662709,[46 46] ; [3 9],[43.34615385 48.65384615] ; [5.65384615 6.34615385],0
v2,1,0.127415,2.323726,[36 62] ; [ 2 11],[33.54954955 64.45045045] ; [4.45045045 8.54954955],0
s1,1,0.136545,2.216471,[ 5 97] ; [ 2 11],[ 6.20869565 95.79130435] ; [ 0.79130435 12.20869565],0
p4,1,0.142777,2.147767,[61 41] ; [5 8],[58.53913043 43.46086957] ; [7.46086957 5.53913043],0
b4,1,0.185253,1.754973,[59 43] ; [5 8],[56.76521739 45.23478261] ; [7.23478261 5.76521739],0
p8,1,0.202858,1.621681,[50 51] ; [4 9],[47.84210526 53.15789474] ; [6.15789474 6.84210526],0
d4,1,0.242968,1.36329,[78 24] ; [8 5],[76.27826087 25.72173913] ; [9.72173913 3.27826087],0
b1,1,0.248349,1.332567,[38 64] ; [7 6],[39.91304348 62.08695652] ; [5.08695652 7.91304348],0
a7,1,0.262437,1.255856,[70 31] ; [7 6],[68.21929825 32.78070175] ; [8.78070175 4.21929825],0
a3,1,0.279234,1.170814,[63 39] ; [6 7],[61.2 40.8] ; [7.8 5.2],0
a5,1,0.285937,1.138655,[70 32] ; [7 6],[68.29565217 33.70434783] ; [8.70434783 4.29565217],0
n6,1,0.302667,1.062406,[83 19] ; [9 4],[81.6 20.4] ; [10.4  2.6],0
b5,1,0.314829,1.01031,[64 38] ; [10  3],[65.63478261 36.36521739] ; [8.36521739 4.63478261],0
d1,1,0.325268,0.967647,[54 48] ; [5 8],[52.33043478 49.66956522] ; [6.66956522 6.33043478],0
n3,1,0.326687,0.961988,[19  6] ; [4 3],[17.96875  7.03125] ; [5.03125 1.96875],0
n2,1,0.326687,0.961988,[19  6] ; [4 3],[17.96875  7.03125] ; [5.03125 1.96875],0
a2,1,0.362715,0.828471,[18 84] ; [ 1 12],[16.85217391 85.14782609] ; [ 2.14782609 10.85217391],0
u1,1,0.401643,0.703403,[17 85] ; [ 1 12],[15.96521739 86.03478261] ; [ 2.03478261 10.96521739],0
b2,1,0.407133,0.687157,[10 44] ; [3 7],[10.96875 43.03125] ; [2.03125 7.96875],0
b3,1,0.407133,0.687157,[10 44] ; [3 7],[10.96875 43.03125] ; [2.03125 7.96875],0
d3,1,0.421628,0.645772,[73 28] ; [8 5],[71.76315789 29.23684211] ; [9.23684211 3.76315789],0
u2,1,0.428336,0.627332,[16 23] ; [4 3],[16.95652174 22.04347826] ; [3.04347826 3.95652174],0
n5,1,0.496992,0.461355,[69 33] ; [10  3],[70.06956522 31.93043478] ; [8.93043478 4.06956522],0
p2,1,0.510193,0.433671,[79 23] ; [9 4],[78.05217391 23.94782609] ; [9.94782609 3.05217391],0
u3,1,0.626162,0.237302,[26 13] ; [4 3],[25.43478261 13.56521739] ; [4.56521739 2.43478261],0
n1,1,0.714546,0.133779,[ 9 16] ; [2 5],[ 8.59375 16.40625] ; [2.40625 4.59375],0
p1,1,0.807391,0.059435,[10 92] ; [ 1 12],[ 9.75652174 92.24347826] ; [ 1.24347826 11.75652174],0
a4,1,0.851243,0.035168,[42 60] ; [5 8],[41.68695652 60.31304348] ; [5.31304348 7.68695652],0
p6,1,0.851243,0.035168,[42 60] ; [5 8],[41.68695652 60.31304348] ; [5.31304348 7.68695652],0
d2,1,0.889311,0.01937,[45 57] ; [6 7],[45.23478261 56.76521739] ; [5.76521739 7.23478261],0
s7,1,0.907206,0.013587,[55 44] ; [7 6],[54.80357143 44.19642857] ; [7.19642857 5.80357143],0
n4,1,0.932513,0.007171,[64 38] ; [8 5],[63.86086957 38.13913043] ; [8.13913043 4.86086957],0
