Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,43.229696,[ 9 26] ; [124  28],[24.89304813 10.10695187] ; [108.10695187  43.89304813],1
r3,1,0.0,41.617097,[16 19] ; [138  13],[28.97849462  6.02150538] ; [125.02150538  25.97849462],1
p2,1,2e-06,22.23363,[ 8 27] ; [101  51],[20.40106952 14.59893048] ; [88.59893048 63.40106952],1
r2,1,2e-06,22.202169,[20 14] ; [138  14],[28.88172043  5.11827957] ; [129.11827957  22.88172043],1
n6,1,3.5e-05,17.098842,[11 23] ; [106  45],[21.5027027 12.4972973] ; [95.4972973 55.5027027],1
r1,1,0.000473,12.217327,[15 20] ; [111  40],[23.70967742 11.29032258] ; [102.29032258  48.70967742],1
u3,1,0.000602,11.768668,[ 1 15] ; [33 28],[7.06493506 8.93506494] ; [26.93506494 34.06493506],1
s8,1,0.007712,7.09925,[ 2 33] ; [ 40 110],[ 7.94594595 27.05405405] ; [ 34.05405405 115.94594595],0
p7,1,0.008389,6.948415,[ 8 27] ; [71 79],[14.94594595 20.05405405] ; [64.05405405 85.94594595],0
s6,1,0.012382,6.255334,[ 8 27] ; [69 81],[14.56756757 20.43243243] ; [62.43243243 87.56756757],0
a1,1,0.016055,5.796822,[ 6 29] ; [  8 144],[ 2.62032086 32.37967914] ; [ 11.37967914 140.62032086],0
p11,1,0.019684,5.439738,[11 24] ; [81 71],[17.21925134 17.78074866] ; [74.78074866 77.21925134],0
p6,1,0.028707,4.785095,[ 3 31] ; [ 39 109],[ 7.84615385 26.15384615] ; [ 34.15384615 113.84615385],0
p9,1,0.032835,4.554384,[ 7 27] ; [59 88],[12.39779006 21.60220994] ; [53.60220994 93.39779006],0
s7,1,0.033929,4.498276,[ 4 28] ; [ 45 100],[ 8.85875706 23.14124294] ; [ 40.14124294 104.85875706],0
u1,1,0.050301,3.8314,[ 1 34] ; [ 23 129],[ 4.49197861 30.50802139] ; [ 19.50802139 132.49197861],0
v2,1,0.061592,3.493996,[10 25] ; [68 80],[14.91803279 20.08196721] ; [63.08196721 84.91803279],0
v1,1,0.062372,3.47315,[ 8 26] ; [61 89],[12.75 21.25] ; [56.25 93.75],0
n3,1,0.066515,3.366982,[6 9] ; [37 19],[9.08450704 5.91549296] ; [33.91549296 22.08450704],0
p3,1,0.085459,2.957891,[ 6 29] ; [ 48 103],[10.16129032 24.83870968] ; [ 43.83870968 107.16129032],0
s3,1,0.08858,2.899983,[ 9 25] ; [63 86],[13.37704918 20.62295082] ; [58.62295082 90.37704918],0
u2,1,0.096156,2.768165,[ 4 12] ; [28 30],[6.91891892 9.08108108] ; [25.08108108 32.91891892],0
d1,1,0.107388,2.592243,[12 23] ; [75 77],[16.28342246 18.71657754] ; [70.71657754 81.28342246],0
s2,1,0.113611,2.503255,[ 6 29] ; [ 46 105],[ 9.78494624 25.21505376] ; [ 42.21505376 108.78494624],0
d3,1,0.155051,2.021846,[16 19] ; [89 62],[19.75806452 15.24193548] ; [85.24193548 65.75806452],0
p4,1,0.15861,1.987427,[ 9 26] ; [58 93],[12.60752688 22.39247312] ; [54.39247312 96.60752688],0
