Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,4.5e-05,16.654946,[ 8 39] ; [32 25],[18.07692308 28.92307692] ; [21.92307692 35.07692308],1
a8,1,0.41169,0.673916,[ 3 41] ; [ 6 45],[ 4.16842105 39.83157895] ; [ 4.83157895 46.16842105],0
p3,1,0.418192,0.65539,[15 31] ; [23 34],[16.97087379 29.02912621] ; [21.02912621 35.97087379],0
b1,1,0.419545,0.651589,[26 21] ; [27 30],[23.95192308 23.04807692] ; [29.04807692 27.95192308],0
n2,1,0.421806,0.645279,[11  2] ; [15  1],[11.65517241  1.34482759] ; [14.34482759  1.65517241],0
p12,1,0.432095,0.617186,[ 1 44] ; [ 3 54],[ 1.76470588 43.23529412] ; [ 2.23529412 54.76470588],0
v2,1,0.469482,0.523194,[24 20] ; [25 28],[22.22680412 21.77319588] ; [26.77319588 26.22680412],0
a3,1,0.478731,0.501753,[32 15] ; [35 22],[30.27884615 16.72115385] ; [36.72115385 20.27884615],0
p1,1,0.491381,0.4735,[ 4 42] ; [ 3 54],[ 3.12621359 42.87378641] ; [ 3.87378641 53.12621359],0
r3,1,0.510646,0.432742,[43  4] ; [54  3],[43.83653846  3.16346154] ; [53.16346154  3.83653846],0
v1,1,0.514881,0.424136,[20 26] ; [27 27],[21.62 24.38] ; [25.38 28.62],0
p4,1,0.549678,0.357895,[21 24] ; [30 27],[22.5 22.5] ; [28.5 28.5],0
d3,1,0.553085,0.351819,[27 20] ; [36 21],[28.47115385 18.52884615] ; [34.52884615 22.47115385],0
p6,1,0.604968,0.267568,[10 34] ; [15 40],[11.11111111 32.88888889] ; [13.88888889 41.11111111],0
b5,1,0.621908,0.243194,[30 17] ; [39 18],[31.18269231 15.81730769] ; [37.81730769 19.18269231],0
b4,1,0.630782,0.231002,[25 22] ; [33 24],[26.21153846 20.78846154] ; [31.78846154 25.21153846],0
s1,1,0.691384,0.157591,[ 1 44] ; [ 2 54],[ 1.33663366 43.66336634] ; [ 1.66336634 54.33663366],0
u3,1,0.692108,0.156813,[10  5] ; [16  6],[10.54054054  4.45945946] ; [15.45945946  6.54054054],0
r4,1,0.809798,0.05793,[38  9] ; [45 12],[37.50961538  9.49038462] ; [45.49038462 11.50961538],0
n1,1,0.816334,0.053946,[6 5] ; [8 8],[5.7037037 5.2962963] ; [8.2962963 7.7037037],0
p5,1,0.824781,0.049018,[ 3 44] ; [ 3 53],[ 2.73786408 44.26213592] ; [ 3.26213592 52.73786408],0
d5,1,0.877798,0.023643,[34 13] ; [42 15],[34.34615385 12.65384615] ; [41.65384615 15.34615385],0
a5,1,0.908635,0.01317,[30 17] ; [37 20],[30.27884615 16.72115385] ; [36.72115385 20.27884615],0
r1,1,0.92091,0.009858,[34 13] ; [41 15],[34.22330097 12.77669903] ; [40.77669903 15.22330097],0
n4,1,0.924183,0.009057,[26 21] ; [31 26],[25.75961538 21.24038462] ; [31.24038462 25.75961538],0
a7,1,0.943543,0.005015,[30 17] ; [36 21],[29.82692308 17.17307692] ; [36.17307692 20.82692308],0
