Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1.9e-05,18.25475,[ 35 108] ; [125 147],[55.13253012 87.86746988] ; [104.86746988 167.13253012],1
u4,1,0.256744,1.286229,[  2 144] ; [  9 272],[  3.76112412 142.23887588] ; [  7.23887588 273.76112412],0
a8,1,0.269896,1.217274,[ 16 115] ; [ 41 208],[ 19.65 111.35] ; [ 37.35 211.65],0
s2,1,0.309678,1.032049,[66 79] ; [141 137],[70.95744681 74.04255319] ; [136.04255319 141.95744681],0
d2,1,0.318817,0.993793,[69 76] ; [147 132],[73.86792453 71.13207547] ; [142.13207547 136.86792453],0
s1,1,0.340415,0.908867,[  2 142] ; [  8 270],[  3.41232227 140.58767773] ; [  6.58767773 271.41232227],0
b1,1,0.395807,0.721028,[57 89] ; [ 98 183],[52.99765808 93.00234192] ; [102.00234192 178.99765808],0
a5,1,0.407683,0.685548,[110  35] ; [223  58],[113.34507042  31.65492958] ; [219.65492958  61.34507042],0
s5,1,0.417137,0.658366,[42 97] ; [ 94 181],[45.66183575 93.33816425] ; [ 90.33816425 184.66183575],0
a7,1,0.478712,0.501797,[110  34] ; [205  75],[106.98113208  37.01886792] ; [208.01886792  71.98113208],0
a2,1,0.492145,0.471834,[ 35 111] ; [ 76 205],[ 37.95316159 108.04683841] ; [ 73.04683841 207.95316159],0
u1,1,0.539597,0.376287,[ 26 120] ; [ 57 224],[ 28.3793911 117.6206089] ; [ 54.6206089 226.3793911],0
a3,1,0.549063,0.358998,[107  38] ; [214  66],[109.51764706  35.48235294] ; [211.48235294  68.51764706],0
n3,1,0.580524,0.305389,[28  8] ; [37 14],[26.89655172  9.10344828] ; [38.10344828 12.89655172],0
a6,1,0.639714,0.219116,[104  41] ; [194  85],[101.91037736  43.08962264] ; [196.08962264  82.91037736],0
a1,1,0.725091,0.123666,[  9 137] ; [ 15 266],[  8.20608899 137.79391101] ; [ 15.79391101 265.20608899],0
b4,1,0.749808,0.101692,[86 60] ; [170 111],[87.53161593 58.46838407] ; [168.46838407 112.53161593],0
r2,1,0.832942,0.044491,[136   8] ; [262  14],[136.45714286   7.54285714] ; [261.54285714  14.45714286],0
n2,1,0.847335,0.037064,[28  8] ; [38 12],[27.62790698  8.37209302] ; [38.37209302 11.62790698],0
r1,1,0.898706,0.016204,[121  24] ; [235  45],[121.45882353  23.54117647] ; [234.54117647  45.45882353],0
s3,1,0.908791,0.013125,[73 69] ; [143 132],[73.55395683 68.44604317] ; [142.44604317 132.55395683],0
d5,1,0.914562,0.01151,[123  23] ; [237  43],[123.38028169  22.61971831] ; [236.61971831  43.38028169],0
