Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1.9e-05,18.25475,[ 35 108] ; [125 147],[55.13253012 87.86746988] ; [104.86746988 167.13253012],1
p2,1,0.000303,13.052561,[110  35] ; [248  30],[122.71867612  22.28132388] ; [235.28132388  42.71867612],1
n5,1,0.000615,11.729368,[96 48] ; [226  51],[110.13776722  33.86223278] ; [211.86223278  65.13776722],1
p9,1,0.001318,10.317136,[110  34] ; [244  32],[121.37142857  22.62857143] ; [232.62857143  43.37142857],0
p4,1,0.002767,8.955315,[75 68] ; [186  90],[89.07637232 53.92362768] ; [171.92362768 104.07637232],0
v3,1,0.002866,8.891108,[68 76] ; [171 103],[82.33492823 61.66507177] ; [156.66507177 117.33492823],0
s8,1,0.002871,8.887465,[52 93] ; [142 136],[66.50118203 78.49881797] ; [127.49881797 150.50118203],0
p3,1,0.008272,6.973541,[65 80] ; [161 115],[77.83847981 67.16152019] ; [148.16152019 127.83847981],0
b5,1,0.009753,6.679545,[73 73] ; [177 104],[85.48009368 60.51990632] ; [164.51990632 116.48009368],0
s6,1,0.010469,6.55325,[81 63] ; [190  86],[92.91428571 51.08571429] ; [178.08571429  97.91428571],0
v4,1,0.019804,5.429046,[131  13] ; [268  10],[136.15165877   7.84834123] ; [262.84834123  15.15165877],0
p7,1,0.020828,5.34109,[86 57] ; [194  78],[96.48192771 46.51807229] ; [183.51807229  88.48192771],0
p8,1,0.026101,4.949297,[69 73] ; [165 110],[79.68345324 62.31654676] ; [154.31654676 120.68345324],0
p10,1,0.038526,4.281656,[111  34] ; [233  42],[118.76190476  26.23809524] ; [225.23809524  49.76190476],0
p5,1,0.04265,4.109207,[ 11 134] ; [ 40 239],[ 17.44103774 127.55896226] ; [ 33.55896226 245.44103774],0
s7,1,0.044852,4.024191,[60 76] ; [146 121],[69.51861042 66.48138958] ; [136.48138958 130.51861042],0
d1,1,0.048651,3.887346,[83 63] ; [187  94],[92.31850117 53.68149883] ; [177.68149883 103.31850117],0
n6,1,0.060503,3.523547,[116  29] ; [240  36],[122.6128266  22.3871734] ; [233.3871734  42.6128266],0
d3,1,0.060708,3.517939,[94 51] ; [206  74],[102.35294118  42.64705882] ; [197.64705882  82.35294118],0
n4,1,0.096993,2.754298,[110  36] ; [230  50],[116.5258216  29.4741784] ; [223.4741784  56.5258216],0
u2,1,0.112309,2.52142,[17 20] ; [41 25],[20.83495146 16.16504854] ; [37.16504854 28.83495146],0
r3,1,0.11912,2.428854,[136   7] ; [275   6],[138.61556604   4.38443396] ; [272.38443396   8.61556604],0
a4,1,0.122807,2.381152,[58 87] ; [134 146],[65.50588235 79.49411765] ; [126.49411765 153.50588235],0
d4,1,0.131577,2.273795,[117  27] ; [243  37],[122.26415094  21.73584906] ; [237.73584906  42.26415094],0
u3,1,0.132802,2.259445,[18 21] ; [41 26],[21.70754717 17.29245283] ; [37.29245283 29.70754717],0
r4,1,0.18439,1.761881,[127  19] ; [256  25],[130.95550351  15.04449649] ; [252.04449649  28.95550351],0
p11,1,0.190003,1.717598,[114  32] ; [234  47],[118.9882904  27.0117096] ; [229.0117096  51.9882904],0
n1,1,0.205569,1.602364,[10 25] ; [21 29],[12.76470588 22.23529412] ; [18.23529412 31.76470588],0
b2,1,0.205729,1.601228,[31 58] ; [ 78 104],[35.79704797 53.20295203] ; [ 73.20295203 108.79704797],0
b3,1,0.205729,1.601228,[31 58] ; [ 78 104],[35.79704797 53.20295203] ; [ 73.20295203 108.79704797],0
p1,1,0.227783,1.454652,[  9 136] ; [ 27 253],[ 12.28235294 132.71764706] ; [ 23.71764706 256.28235294],0
p12,1,0.240053,1.380285,[ 11 134] ; [ 31 246],[ 14.43127962 130.56872038] ; [ 27.56872038 249.43127962],0
