Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,3e-06,21.718853,[23 14] ; [ 3 31],[13.54929577 23.45070423] ; [12.45070423 21.54929577],1
s5,1,0.001002,10.823383,[13 20] ; [ 2 32],[ 7.3880597 25.6119403] ; [ 7.6119403 26.3880597],0
p2,1,0.001398,10.207839,[26 11] ; [11 23],[19.28169014 17.71830986] ; [17.71830986 16.28169014],0
s7,1,0.006965,7.281975,[12 24] ; [ 2 29],[ 7.52238806 28.47761194] ; [ 6.47761194 24.52238806],0
v1,1,0.008463,6.93279,[17 19] ; [ 6 28],[11.82857143 24.17142857] ; [11.17142857 22.82857143],0
s8,1,0.009668,6.695029,[ 9 28] ; [ 1 33],[ 5.21126761 31.78873239] ; [ 4.78873239 29.21126761],0
s2,1,0.010916,6.47901,[17 20] ; [ 6 28],[11.98591549 25.01408451] ; [11.01408451 22.98591549],0
r3,1,0.024874,5.032652,[28  9] ; [17 17],[23.45070423 13.54929577] ; [21.54929577 12.45070423],0
r4,1,0.032114,4.592402,[19 18] ; [ 9 25],[14.5915493 22.4084507] ; [13.4084507 20.5915493],0
b5,1,0.046377,3.967866,[27 10] ; [17 17],[22.92957746 14.07042254] ; [21.07042254 12.92957746],0
s3,1,0.053323,3.733766,[18 18] ; [ 9 24],[14.08695652 21.91304348] ; [12.91304348 20.08695652],0
p6,1,0.054074,3.710412,[10 26] ; [ 3 29],[ 6.88235294 29.11764706] ; [ 6.11764706 25.88235294],0
n3,1,0.071855,3.240135,[8 3] ; [ 6 10],[5.7037037 5.2962963] ; [8.2962963 7.7037037],0
s6,1,0.079775,3.069485,[14 21] ; [ 7 27],[10.65217391 24.34782609] ; [10.34782609 23.65217391],0
u3,1,0.087321,2.923077,[ 9 10] ; [ 4 15],[ 6.5 12.5] ; [ 6.5 12.5],0
b4,1,0.118607,2.435617,[21 16] ; [13 21],[17.71830986 19.28169014] ; [16.28169014 17.71830986],0
r2,1,0.123323,2.374603,[29  6] ; [22 11],[26.25  8.75] ; [24.75  8.25],0
v4,1,0.129571,2.297631,[28  9] ; [20 14],[25.01408451 11.98591549] ; [22.98591549 11.01408451],0
n2,1,0.136519,2.216761,[8 3] ; [7 9],[6.11111111 4.88888889] ; [8.88888889 7.11111111],0
s1,1,0.263819,1.248603,[ 1 36] ; [ 3 31],[ 2.08450704 34.91549296] ; [ 1.91549296 32.08450704],0
a7,1,0.338783,0.915033,[20 16] ; [15 19],[18. 18.] ; [17. 17.],0
a2,1,0.34963,0.874801,[ 6 31] ; [ 3 31],[ 4.69014085 32.30985915] ; [ 4.30985915 29.69014085],0
u2,1,0.361535,0.832555,[ 8 11] ; [ 5 13],[ 6.67567568 12.32432432] ; [ 6.32432432 11.67567568],0
a1,1,0.379771,0.771442,[ 3 34] ; [ 5 29],[ 4.16901408 32.83098592] ; [ 3.83098592 30.16901408],0
a6,1,0.402822,0.699886,[17 20] ; [19 15],[18.76056338 18.23943662] ; [17.23943662 16.76056338],0
p4,1,0.420227,0.649681,[15 21] ; [11 23],[13.37142857 22.62857143] ; [12.62857143 21.37142857],0
b1,1,0.432003,0.617431,[23 14] ; [18 16],[21.36619718 15.63380282] ; [19.63380282 14.36619718],0
d2,1,0.50416,0.446169,[15 22] ; [16 17],[16.38571429 20.61428571] ; [14.61428571 18.38571429],0
a5,1,0.542178,0.371518,[19 18] ; [15 19],[17.71830986 19.28169014] ; [16.28169014 17.71830986],0
a3,1,0.622184,0.24281,[18 18] ; [15 19],[16.97142857 19.02857143] ; [16.02857143 17.97142857],0
b3,1,0.650147,0.205714,[ 6 10] ; [ 9 11],[6.66666667 9.33333333] ; [ 8.33333333 11.66666667],0
b2,1,0.650147,0.205714,[ 6 10] ; [ 9 11],[6.66666667 9.33333333] ; [ 8.33333333 11.66666667],0
v3,1,0.660419,0.193015,[ 9 27] ; [ 7 27],[ 8.22857143 27.77142857] ; [ 7.77142857 26.22857143],0
p7,1,0.685632,0.163855,[17 20] ; [14 20],[16.15492958 20.84507042] ; [14.84507042 19.15492958],0
s4,1,0.706622,0.141674,[ 9 28] ; [ 7 27],[ 8.33802817 28.66197183] ; [ 7.66197183 26.33802817],0
u1,1,0.714234,0.134085,[ 3 34] ; [ 2 32],[ 2.6056338 34.3943662] ; [ 2.3943662 31.6056338],0
p1,1,0.779016,0.078737,[ 4 33] ; [ 3 31],[ 3.64788732 33.35211268] ; [ 3.35211268 30.64788732],0
n1,1,0.781814,0.076705,[4 7] ; [ 5 11],[3.66666667 7.33333333] ; [ 5.33333333 10.66666667],0
d5,1,0.782441,0.076253,[20 16] ; [20 14],[20.57142857 15.42857143] ; [19.42857143 14.57142857],0
d1,1,0.798997,0.064845,[12 25] ; [12 22],[12.50704225 24.49295775] ; [11.49295775 22.50704225],0
p3,1,0.874034,0.025134,[13 24] ; [11 22],[12.68571429 24.31428571] ; [11.31428571 21.68571429],0
a4,1,0.874034,0.025134,[13 24] ; [11 22],[12.68571429 24.31428571] ; [11.31428571 21.68571429],0
n5,1,0.877081,0.023923,[20 17] ; [19 15],[20.32394366 16.67605634] ; [18.67605634 15.32394366],0
n4,1,0.877081,0.023923,[20 17] ; [19 15],[20.32394366 16.67605634] ; [18.67605634 15.32394366],0
d3,1,0.899928,0.015814,[18 17] ; [18 16],[18.26086957 16.73913043] ; [17.73913043 16.26086957],0
p8,1,0.919063,0.010325,[ 8 28] ; [ 7 26],[ 7.82608696 28.17391304] ; [ 7.17391304 25.82608696],0
n6,1,0.940842,0.005507,[21 16] ; [19 15],[20.84507042 16.15492958] ; [19.15492958 14.84507042],0
d4,1,0.956571,0.002966,[22 15] ; [20 14],[21.88732394 15.11267606] ; [20.11267606 13.88732394],0
v2,1,0.976605,0.00086,[11 26] ; [10 24],[10.94366197 26.05633803] ; [10.05633803 23.94366197],0
