Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,162.000634,[ 5 44] ; [321  41],[38.86618005 10.13381995] ; [287.13381995  74.86618005],1
v4,1,0.0,73.420454,[26 23] ; [338  22],[43.60880196  5.39119804] ; [320.39119804  39.60880196],1
p11,1,0.0,52.747643,[13 36] ; [278  84],[34.69343066 14.30656934] ; [256.30656934 105.69343066],1
p2,1,0.0,39.283071,[17 31] ; [279  78],[35.08148148 12.91851852] ; [260.91851852  96.08148148],1
r1,1,0.0,38.214974,[15 34] ; [267  93],[33.78484108 15.21515892] ; [248.21515892 111.78484108],1
r2,1,0.0,30.744827,[31 16] ; [331  27],[42.00987654  4.99012346] ; [319.99012346  38.00987654],1
a1,1,0.0,29.028132,[10 39] ; [ 10 352],[ 2.38442822 46.61557178] ; [ 17.61557178 344.38442822],1
p9,1,0.0,28.376031,[19 28] ; [274  81],[34.25621891 12.74378109] ; [258.74378109  96.25621891],1
n6,1,0.0,25.859429,[22 26] ; [286  74],[36.23529412 11.76470588] ; [271.76470588  88.23529412],1
a7,1,3e-06,21.623417,[20 29] ; [265  96],[34.06097561 14.93902439] ; [250.93902439 110.06097561],1
p10,1,5e-06,20.820708,[19 29] ; [255  98],[32.79800499 15.20199501] ; [241.20199501 111.79800499],1
v2,1,1.7e-05,18.538626,[ 9 39] ; [178 165],[22.95652174 25.04347826] ; [164.04347826 178.95652174],1
a6,1,0.000114,14.888288,[21 28] ; [255 107],[32.90510949 16.09489051] ; [243.09489051 118.90510949],1
d4,1,0.000284,13.175973,[27 22] ; [285  77],[37.19708029 11.80291971] ; [274.80291971  87.19708029],1
b1,1,0.000516,12.05768,[29 20] ; [122 240],[18.00243309 30.99756691] ; [132.99756691 229.00243309],1
n3,1,0.000972,10.879527,[10 13] ; [72 20],[16.4  6.6] ; [65.6 26.4],1
d3,1,0.001061,10.717686,[20 29] ; [234 126],[30.43031785 18.56968215] ; [223.56968215 136.43031785],0
d5,1,0.003247,8.663386,[27 22] ; [271  90],[35.61463415 13.38536585] ; [262.38536585  98.61463415],0
n2,1,0.003548,8.50167,[10 13] ; [69 23],[15.8  7.2] ; [63.2 28.8],0
b5,1,0.003637,8.456543,[21 28] ; [233 129],[30.28223844 18.71776156] ; [223.71776156 138.28223844],0
p7,1,0.004238,8.178733,[15 32] ; [191 162],[24.205 22.795] ; [181.795 171.205],0
s6,1,0.004604,8.028677,[12 37] ; [162 191],[21.20895522 27.79104478] ; [152.79104478 200.20895522],0
p4,1,0.011612,6.369148,[13 35] ; [165 191],[21.14851485 26.85148515] ; [156.85148515 199.14851485],0
s1,1,0.01235,6.259958,[ 4 45] ; [  7 349],[ 1.3308642 47.6691358] ; [  9.6691358 346.3308642],0
s3,1,0.014796,5.940645,[ 8 38] ; [126 230],[15.33333333 30.66666667] ; [118.66666667 237.33333333],0
p6,1,0.017551,5.64039,[ 4 44] ; [ 82 269],[10.34586466 37.65413534] ; [ 75.65413534 275.34586466],0
p8,1,0.026298,4.93633,[13 35] ; [156 199],[20.12903226 27.87096774] ; [148.87096774 206.12903226],0
v1,1,0.027652,4.849662,[14 35] ; [160 194],[21.15632754 27.84367246] ; [152.84367246 201.15632754],0
s2,1,0.035609,4.415735,[ 6 43] ; [ 93 265],[11.91891892 37.08108108] ; [ 87.08108108 270.91891892],0
d1,1,0.042262,4.124662,[16 33] ; [174 188],[22.65206813 26.34793187] ; [167.34793187 194.65206813],0
u1,1,0.052924,3.746331,[ 1 48] ; [ 39 323],[ 4.76885645 44.23114355] ; [ 35.23114355 326.76885645],0
a5,1,0.058898,3.568147,[24 25] ; [228 134],[30.04379562 18.95620438] ; [221.95620438 140.04379562],0
p1,1,0.059633,3.547557,[ 7 42] ; [ 24 335],[ 3.72303922 45.27696078] ; [ 27.27696078 331.72303922],0
u3,1,0.08585,2.950516,[ 7 16] ; [73 74],[10.82352941 12.17647059] ; [69.17647059 77.82352941],0
u2,1,0.097278,2.749605,[ 7 16] ; [72 75],[10.68823529 12.31176471] ; [68.31176471 78.68823529],0
v3,1,0.10766,2.588239,[ 9 40] ; [102 245],[13.73484848 35.26515152] ; [ 97.26515152 249.73484848],0
a2,1,0.117784,2.446544,[ 4 45] ; [ 61 301],[ 7.74939173 41.25060827] ; [ 57.25060827 304.74939173],0
p3,1,0.165163,1.926309,[12 36] ; [126 233],[16.27518428 31.72481572] ; [121.72481572 237.27518428],0
n1,1,0.169405,1.888199,[10 13] ; [26 65],[ 7.26315789 15.73684211] ; [28.73684211 62.26315789],0
a8,1,0.219837,1.505436,[ 2 43] ; [ 34 301],[ 4.26315789 40.73684211] ; [ 31.73684211 303.26315789],0
b3,1,0.23635,1.402234,[13 20] ; [ 52 127],[10.11792453 22.88207547] ; [ 54.88207547 124.11792453],0
b2,1,0.23635,1.402234,[13 20] ; [ 52 127],[10.11792453 22.88207547] ; [ 54.88207547 124.11792453],0
p12,1,0.387231,0.747619,[ 1 48] ; [ 17 341],[ 2.16707617 46.83292383] ; [ 15.83292383 342.16707617],0
s5,1,0.549479,0.358251,[ 8 41] ; [ 70 281],[ 9.555 39.445] ; [ 68.445 282.555],0
d2,1,0.55072,0.356028,[20 28] ; [134 226],[18.11764706 29.88235294] ; [135.88235294 224.11764706],0
n5,1,0.577411,0.310438,[34 15] ; [234 124],[32.26535627 16.73464373] ; [235.73464373 122.26535627],0
a3,1,0.655888,0.198557,[26 21] ; [212 149],[27.41666667 19.58333333] ; [210.58333333 150.41666667],0
s4,1,0.714132,0.134185,[ 7 42] ; [ 44 310],[ 6.20099256 42.79900744] ; [ 44.79900744 309.20099256],0
b4,1,0.722387,0.126217,[30 19] ; [212 150],[28.85158151 20.14841849] ; [213.14841849 148.85158151],0
a4,1,0.928397,0.008075,[17 30] ; [133 228],[17.27941176 29.72058824] ; [132.72058824 228.27941176],0
p5,1,0.937665,0.006116,[ 3 44] ; [ 24 335],[ 3.12561576 43.87438424] ; [ 23.87438424 335.12561576],0
n4,1,0.977002,0.000831,[32 17] ; [235 126],[31.9097561 17.0902439] ; [235.0902439 125.9097561],0
