Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.065389,3.395124,[4 3] ; [433  86],[5.81558935 1.18441065] ; [431.18441065  87.81558935],0
p2,1,0.093611,2.811152,[5 2] ; [472  50],[6.31190926 0.68809074] ; [470.68809074  51.31190926],0
a6,1,0.156227,2.010377,[3 4] ; [354 166],[4.74193548 2.25806452] ; [352.25806452 167.74193548],0
r1,1,0.238848,1.387383,[5 2] ; [451  69],[6.056926 0.943074] ; [449.943074  70.056926],0
d2,1,0.270785,1.212765,[2 5] ; [258 263],[3.4469697 3.5530303] ; [256.5530303 264.4469697],0
p10,1,0.283348,1.15096,[5 2] ; [446  74],[5.99051233 1.00948767] ; [445.00948767  74.99051233],0
a1,1,0.32016,0.988291,[1 6] ; [ 29 494],[0.39622642 6.60377358] ; [ 29.60377358 493.39622642],0
s5,1,0.321643,0.982255,[4 3] ; [198 313],[2.72972973 4.27027027] ; [199.27027027 311.72972973],0
b1,1,0.334489,0.931441,[4 3] ; [205 318],[2.76037736 4.23962264] ; [206.23962264 316.76037736],0
a4,1,0.366477,0.815574,[2 5] ; [238 283],[3.18181818 3.81818182] ; [236.81818182 284.18181818],0
s3,1,0.392474,0.731263,[3 4] ; [305 213],[4.10666667 2.89333333] ; [303.89333333 214.10666667],0
d4,1,0.398098,0.714063,[5 2] ; [433  86],[5.82889734 1.17110266] ; [432.17110266  86.82889734],0
p11,1,0.410983,0.675955,[5 2] ; [435  88],[5.81132075 1.18867925] ; [434.18867925  88.81132075],0
v3,1,0.423341,0.641023,[2 5] ; [221 285],[3.04288499 3.95711501] ; [219.95711501 286.04288499],0
v1,1,0.42379,0.639781,[3 4] ; [297 216],[4.03846154 2.96153846] ; [295.96153846 217.03846154],0
b4,1,0.425645,0.634677,[5 2] ; [295 228],[3.96226415 3.03773585] ; [296.03773585 226.96226415],0
s8,1,0.427694,0.629077,[2 4] ; [258 262],[2.96577947 3.03422053] ; [257.03422053 262.96577947],0
a3,1,0.466516,0.530217,[6 1] ; [383 138],[5.15719697 1.84280303] ; [383.84280303 137.15719697],0
b5,1,0.472259,0.516686,[5 2] ; [303 220],[4.06792453 2.93207547] ; [303.93207547 219.06792453],0
s7,1,0.532533,0.389556,[2 3] ; [271 231],[2.69230769 2.30769231] ; [270.30769231 231.69230769],0
a5,1,0.54599,0.364549,[6 1] ; [397 126],[5.32264151 1.67735849] ; [397.67735849 125.32264151],0
p3,1,0.571107,0.320834,[5 2] ; [318 204],[4.27410208 2.72589792] ; [318.72589792 203.27410208],0
n5,1,0.606201,0.265745,[6 1] ; [404 117],[5.43560606 1.56439394] ; [404.56439394 116.43560606],0
n4,1,0.700242,0.14822,[6 1] ; [416 105],[5.59469697 1.40530303] ; [416.40530303 104.59469697],0
p9,1,0.747008,0.104063,[5 1] ; [456  64],[5.25855513 0.74144487] ; [455.74144487  64.25855513],0
p6,1,0.753027,0.099005,[3 4] ; [253 265],[3.41333333 3.58666667] ; [252.58666667 265.41333333],0
b3,1,0.783873,0.075227,[2 4] ; [127 200],[2.32432432 3.67567568] ; [126.67567568 200.32432432],0
b2,1,0.783873,0.075227,[2 4] ; [127 200],[2.32432432 3.67567568] ; [126.67567568 200.32432432],0
s2,1,0.795098,0.067442,[4 3] ; [272 249],[3.65909091 3.34090909] ; [272.34090909 248.65909091],0
d1,1,0.811092,0.057129,[4 3] ; [322 201],[4.30566038 2.69433962] ; [321.69433962 201.30566038],0
n6,1,0.836485,0.042598,[6 1] ; [458  61],[6.17490494 0.82509506] ; [457.82509506  61.17490494],0
s6,1,0.848489,0.036499,[4 2] ; [359 152],[4.21276596 1.78723404] ; [358.78723404 152.21276596],0
s4,1,0.868253,0.027516,[1 6] ; [ 86 431],[1.16221374 5.83778626] ; [ 85.83778626 431.16221374],0
v2,1,0.869752,0.026887,[4 3] ; [304 201],[4.2109375 2.7890625] ; [303.7890625 201.2109375],0
p4,1,0.902991,0.014856,[5 2] ; [361 160],[4.85227273 2.14772727] ; [361.14772727 159.85227273],0
a7,1,0.938092,0.006032,[5 2] ; [379 142],[5.09090909 1.90909091] ; [378.90909091 142.09090909],0
p5,1,0.993448,6.7e-05,[1 6] ; [ 75 446],[1.00757576 5.99242424] ; [ 74.99242424 446.00757576],0
d3,1,0.996178,2.3e-05,[5 2] ; [371 149],[4.9943074 2.0056926] ; [371.0056926 148.9943074],0
