Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,39.622853,[42  9] ; [ 1 22],[29.63513514 21.36486486] ; [13.36486486  9.63513514],1
v4,1,1e-06,23.613405,[44  5] ; [ 8 15],[35.38888889 13.61111111] ; [16.61111111  6.38888889],1
r1,1,0.000325,12.921243,[38 13] ; [ 7 16],[31.01351351 19.98648649] ; [13.98648649  9.01351351],1
r2,1,0.00088,11.063625,[45  6] ; [11 10],[39.66666667 11.33333333] ; [16.33333333  4.66666667],1
p11,1,0.000933,10.956386,[30 21] ; [ 4 19],[23.43243243 27.56756757] ; [10.56756757 12.43243243],1
u3,1,0.005608,7.672195,[16 13] ; [ 1 11],[12.02439024 16.97560976] ; [4.97560976 7.02439024],0
p4,1,0.010057,6.624766,[20 31] ; [ 2 20],[15.36986301 35.63013699] ; [ 6.63013699 15.36986301],0
n2,1,0.01109,6.450893,[13  3] ; [5 9],[9.6 6.4] ; [8.4 5.6],0
v2,1,0.018443,5.553584,[20 29] ; [ 3 20],[15.65277778 33.34722222] ; [ 7.34722222 15.65277778],0
s6,1,0.01867,5.532166,[23 27] ; [ 4 19],[18.49315068 31.50684932] ; [ 8.50684932 14.49315068],0
s8,1,0.020158,5.398133,[14 36] ; [ 1 22],[10.2739726 39.7260274] ; [ 4.7260274 18.2739726],0
p7,1,0.020229,5.392058,[29 22] ; [ 6 16],[24.45205479 26.54794521] ; [10.54794521 11.45205479],0
a5,1,0.035277,4.431707,[29 22] ; [ 7 16],[24.81081081 26.18918919] ; [11.18918919 11.81081081],0
d5,1,0.039844,4.224516,[33 18] ; [ 9 14],[28.94594595 22.05405405] ; [13.05405405  9.94594595],0
s3,1,0.043181,4.088284,[27 24] ; [ 6 16],[23.05479452 27.94520548] ; [ 9.94520548 12.05479452],0
p6,1,0.048052,3.908157,[12 38] ; [ 1 21],[ 9.02777778 40.97222222] ; [ 3.97222222 18.02777778],0
n5,1,0.051044,3.806842,[23 28] ; [16  7],[26.87837838 24.12162162] ; [12.12162162 10.87837838],0
v1,1,0.087501,2.919763,[19 32] ; [ 4 19],[15.85135135 35.14864865] ; [ 7.14864865 15.85135135],0
s2,1,0.09309,2.820107,[21 29] ; [ 5 18],[17.80821918 32.19178082] ; [ 8.19178082 14.80821918],0
p8,1,0.09482,2.790579,[16 35] ; [ 3 20],[13.09459459 37.90540541] ; [ 5.90540541 17.09459459],0
p2,1,0.099838,2.708133,[26 25] ; [ 7 16],[22.74324324 28.25675676] ; [10.25675676 12.74324324],0
d3,1,0.105009,2.627779,[21 30] ; [ 5 18],[17.91891892 33.08108108] ; [ 8.08108108 14.91891892],0
p3,1,0.118888,2.431903,[18 33] ; [ 4 19],[15.16216216 35.83783784] ; [ 6.83783784 16.16216216],0
s7,1,0.127913,2.317649,[15 32] ; [ 3 18],[12.44117647 34.55882353] ; [ 5.55882353 15.44117647],0
p1,1,0.147923,2.093544,[ 2 49] ; [ 3 20],[ 3.44594595 47.55405405] ; [ 1.55405405 21.44594595],0
b2,1,0.157299,2.0,[ 6 26] ; [ 6 10],[ 8. 24.] ; [ 4. 12.],0
b3,1,0.157299,2.0,[ 6 26] ; [ 6 10],[ 8. 24.] ; [ 4. 12.],0
s5,1,0.160169,1.972627,[14 36] ; [ 3 20],[11.64383562 38.35616438] ; [ 5.35616438 17.64383562],0
n4,1,0.234411,1.413893,[28 23] ; [16  7],[30.32432432 20.67567568] ; [13.67567568  9.32432432],0
u2,1,0.240163,1.37964,[15 13] ; [4 8],[13.3 14.7] ; [5.7 6.3],0
d1,1,0.243597,1.359659,[18 33] ; [ 5 18],[15.85135135 35.14864865] ; [ 7.14864865 15.85135135],0
n3,1,0.255623,1.292308,[9 6] ; [5 8],[7.5 7.5] ; [6.5 6.5],0
a4,1,0.265856,1.238003,[18 32] ; [ 5 17],[15.97222222 34.02777778] ; [ 7.02777778 14.97222222],0
n6,1,0.297697,1.08448,[31 20] ; [11 12],[28.94594595 22.05405405] ; [13.05405405  9.94594595],0
s4,1,0.309199,1.034096,[ 8 42] ; [ 6 17],[ 9.5890411 40.4109589] ; [ 4.4109589 18.5890411],0
a6,1,0.377875,0.777605,[21 30] ; [ 7 16],[19.2972973 31.7027027] ; [ 8.7027027 14.2972973],0
b1,1,0.378393,0.775917,[30 21] ; [11 12],[28.25675676 22.74324324] ; [12.74324324 10.25675676],0
a1,1,0.400587,0.706564,[ 2 49] ; [ 2 21],[ 2.75675676 48.24324324] ; [ 1.24324324 21.75675676],0
d4,1,0.417161,0.658298,[29 21] ; [11 12],[27.39726027 22.60273973] ; [12.60273973 10.39726027],0
v3,1,0.508243,0.437683,[14 34] ; [ 5 18],[12.84507042 35.15492958] ; [ 6.15492958 16.84507042],0
p12,1,0.557834,0.343469,[ 1 50] ; [ 1 22],[ 1.37837838 49.62162162] ; [ 0.62162162 22.37837838],0
b4,1,0.593069,0.285577,[30 21] ; [12 11],[28.94594595 22.05405405] ; [13.05405405  9.94594595],0
b5,1,0.602045,0.271923,[21 30] ; [ 8 15],[19.98648649 31.01351351] ; [ 9.01351351 13.98648649],0
s1,1,0.698975,0.14954,[ 5 45] ; [ 3 20],[ 5.47945205 44.52054795] ; [ 2.52054795 20.47945205],0
a3,1,0.707243,0.141046,[22 29] ; [11 12],[22.74324324 28.25675676] ; [10.25675676 12.74324324],0
n1,1,0.781793,0.07672,[ 5 10] ; [ 4 10],[ 4.65517241 10.34482759] ; [4.34482759 9.65517241],0
p10,1,0.792556,0.069165,[10 40] ; [ 4 19],[ 9.5890411 40.4109589] ; [ 4.4109589 18.5890411],0
d2,1,0.977596,0.000789,[23 28] ; [10 12],[23.05479452 27.94520548] ; [ 9.94520548 12.05479452],0
