Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,29.129688,[193  56] ; [32 40],[174.53271028  74.46728972] ; [50.46728972 21.53271028],1
s6,1,0.0,25.306601,[226  23] ; [49 24],[212.6552795  36.3447205] ; [62.3447205 10.6552795],1
s3,1,1e-06,23.152956,[198  50] ; [37 35],[182.125  65.875] ; [52.875 19.125],1
n5,1,0.000257,13.360787,[214  35] ; [49 24],[203.3757764  45.6242236] ; [59.6242236 13.3757764],1
a3,1,0.000696,11.499899,[212  37] ; [50 24],[201.9752322  47.0247678] ; [60.0247678 13.9752322],1
p5,1,0.000962,10.898485,[ 50 196] ; [ 3 71],[ 40.74375 205.25625] ; [12.25625 61.74375],1
n6,1,0.001163,10.54884,[228  20] ; [58 16],[220.27329193  27.72670807] ; [65.72670807  8.27329193],0
s5,1,0.003409,8.574526,[120 121] ; [21 49],[109.26366559 131.73633441] ; [31.73633441 38.26366559],0
u1,1,0.025732,4.973962,[ 73 177] ; [12 62],[ 65.58641975 184.41358025] ; [19.41358025 54.58641975],0
n1,1,0.073077,3.212513,[27 24] ; [ 4 11],[23.95454545 27.04545455] ; [7.04545455 7.95454545],0
n4,1,0.078076,3.104514,[216  33] ; [58 16],[211.22600619  37.77399381] ; [62.77399381 11.22600619],0
v2,1,0.082575,3.013482,[157  85] ; [38 33],[150.76677316  91.23322684] ; [44.23322684 26.76677316],0
v4,1,0.109671,2.558956,[247   3] ; [71  3],[245.37037037   4.62962963] ; [72.62962963  1.37037037],0
a2,1,0.110744,2.543578,[ 78 172] ; [16 58],[ 72.5308642 177.4691358] ; [21.4691358 52.5308642],0
p9,1,0.120106,2.415932,[230  19] ; [64 10],[226.64396285  22.35603715] ; [67.35603715  6.64396285],0
p11,1,0.124873,2.355111,[200  50] ; [65  9],[204.47530864  45.52469136] ; [60.52469136 13.47530864],0
v3,1,0.131056,2.279951,[122 117] ; [29 42],[116.41612903 122.58387097] ; [34.58387097 36.41612903],0
a4,1,0.142302,2.152891,[129 121] ; [31 43],[123.45679012 126.54320988] ; [36.54320988 37.45679012],0
u4,1,0.152636,2.045708,[ 13 237] ; [ 1 73],[ 10.80246914 239.19753086] ; [ 3.19753086 70.80246914],0
v1,1,0.154848,2.023832,[160  84] ; [40 31],[154.92063492  89.07936508] ; [45.07936508 25.92063492],0
b4,1,0.156439,2.008319,[139 111] ; [48 26],[144.29012346 105.70987654] ; [42.70987654 31.29012346],0
p6,1,0.203433,1.617553,[118 130] ; [29 45],[113.2173913 134.7826087] ; [33.7826087 40.2173913],0
a7,1,0.21381,1.545437,[173  77] ; [56 17],[177.24458204  72.75541796] ; [51.75541796 21.24458204],0
p1,1,0.217599,1.520132,[ 25 223] ; [ 4 70],[ 22.33540373 225.66459627] ; [ 6.66459627 67.33540373],0
u3,1,0.243063,1.362739,[29  9] ; [15  9],[26.96774194 11.03225806] ; [17.03225806  6.96774194],0
d3,1,0.245746,1.347326,[186  64] ; [50 24],[182.09876543  67.90123457] ; [53.90123457 20.09876543],0
p10,1,0.254338,1.29932,[221  28] ; [62 12],[218.16408669  30.83591331] ; [64.83591331  9.16408669],0
p4,1,0.259393,1.271996,[169  80] ; [45 29],[164.97213622  84.02786378] ; [49.02786378 24.97213622],0
p12,1,0.276211,1.185638,[ 32 216] ; [ 6 67],[ 29.35825545 218.64174455] ; [ 8.64174455 64.35825545],0
p2,1,0.298689,1.080039,[210  39] ; [66  8],[212.76780186  36.23219814] ; [63.23219814 10.76780186],0
n3,1,0.340646,0.908,[36 15] ; [8 6],[34.52307692 16.47692308] ; [9.47692308 4.52307692],0
n2,1,0.34998,0.873529,[40 11] ; [10  5],[38.63636364 12.36363636] ; [11.36363636  3.63636364],0
p7,1,0.353779,0.859856,[175  67] ; [48 24],[171.86624204  70.13375796] ; [51.13375796 20.86624204],0
s4,1,0.380914,0.767749,[ 48 200] ; [11 63],[ 45.44099379 202.55900621] ; [13.55900621 60.44099379],0
d5,1,0.421963,0.644842,[213  36] ; [66  8],[215.08049536  33.91950464] ; [63.91950464 10.08049536],0
r2,1,0.438413,0.600432,[243   6] ; [70  3],[242.04037267   6.95962733] ; [70.95962733  2.04037267],0
u2,1,0.463121,0.538341,[25 12] ; [14 10],[23.6557377 13.3442623] ; [15.3442623  8.6557377],0
a8,1,0.520984,0.411944,[ 43 182] ; [11 59],[ 41.18644068 183.81355932] ; [12.81355932 57.18644068],0
r3,1,0.583753,0.300206,[243   7] ; [71  3],[242.28395062   7.71604938] ; [71.71604938  2.28395062],0
a1,1,0.600339,0.274485,[ 14 236] ; [ 3 71],[ 13.11728395 236.88271605] ; [ 3.88271605 70.11728395],0
d4,1,0.6544,0.200398,[217  32] ; [63 11],[215.85139319  33.14860681] ; [64.14860681  9.85139319],0
a6,1,0.690312,0.158748,[171  78] ; [49 25],[169.59752322  79.40247678] ; [50.40247678 23.59752322],0
b5,1,0.707747,0.140537,[148 102] ; [42 32],[146.60493827 103.39506173] ; [43.39506173 30.60493827],0
d1,1,0.711853,0.136433,[170  80] ; [52 22],[171.2962963  78.7037037] ; [50.7037037 23.2962963],0
s1,1,0.727074,0.121815,[  9 239] ; [ 2 70],[  8.525 239.475] ; [ 2.475 69.525],0
a5,1,0.794888,0.067584,[206  44] ; [60 14],[205.24691358  44.75308642] ; [60.75308642 13.24691358],0
b2,1,0.848717,0.036388,[81 98] ; [22 25],[81.57964602 97.42035398] ; [21.42035398 25.57964602],0
