Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,32.628572,[35 41] ; [200  51],[54.617737 21.382263] ; [180.382263  70.617737],1
s6,1,1.9e-05,18.269018,[53 24] ; [221  27],[64.91692308 12.08307692] ; [209.08307692  38.91692308],1
s3,1,7.6e-05,15.651153,[44 32] ; [200  49],[57.05846154 18.94153846] ; [186.94153846  62.05846154],1
a3,1,0.000238,13.505451,[51 27] ; [212  39],[62.35258359 15.64741641] ; [200.64741641  50.35258359],1
s5,1,0.000515,12.059707,[20 54] ; [119 119],[32.96794872 41.03205128] ; [106.03205128 131.96794872],1
n5,1,0.001107,10.640104,[52 25] ; [211  39],[61.92966361 15.07033639] ; [201.07033639  48.92966361],0
p5,1,0.002065,9.4907,[ 4 74] ; [ 50 201],[12.80243161 65.19756839] ; [ 41.19756839 209.80243161],0
n6,1,0.00314,8.724399,[61 17] ; [226  23],[68.4587156  9.5412844] ; [218.5412844  30.4587156],0
v4,1,0.023182,5.154799,[73  5] ; [246   4],[75.8597561  2.1402439] ; [243.1402439   6.8597561],0
p9,1,0.029853,4.717748,[67 11] ; [235  16],[71.59878419  6.40121581] ; [230.40121581  20.59878419],0
b4,1,0.050118,3.837521,[51 27] ; [133 119],[43.49090909 34.50909091] ; [140.50909091 111.49090909],0
n4,1,0.050138,3.836844,[59 19] ; [213  37],[64.68292683 13.31707317] ; [207.31707317  42.68292683],0
u1,1,0.057516,3.607604,[12 66] ; [ 65 187],[18.2 59.8] ; [ 58.8 193.2],0
v3,1,0.065404,3.394764,[29 46] ; [124 120],[35.97178683 39.02821317] ; [117.02821317 126.97178683],0
v1,1,0.075406,3.161241,[40 34] ; [161  85],[46.48125 27.51875] ; [154.51875  91.48125],0
p6,1,0.090391,2.867398,[32 46] ; [129 119],[38.52147239 39.47852761] ; [122.47852761 125.52147239],0
a7,1,0.095448,2.779997,[61 16] ; [175  77],[55.23404255 21.76595745] ; [180.76595745  71.23404255],0
p1,1,0.098937,2.722596,[ 4 74] ; [ 29 222],[ 7.82370821 70.17629179] ; [ 25.17629179 225.82370821],0
v2,1,0.124131,2.364402,[39 34] ; [156  90],[44.62382445 28.37617555] ; [150.37617555  95.62382445],0
p7,1,0.142498,2.150776,[53 23] ; [191  54],[57.7694704 18.2305296] ; [186.2305296  58.7694704],0
p11,1,0.143649,2.138428,[69  9] ; [205  47],[64.76363636 13.23636364] ; [209.23636364  42.76363636],0
u2,1,0.152423,2.04783,[14 13] ; [27 12],[16.77272727 10.22727273] ; [24.22727273 14.77272727],0
n1,1,0.191807,1.703686,[ 4 10] ; [25 27],[6.15151515 7.84848485] ; [22.84848485 29.15151515],0
u4,1,0.203695,1.615681,[ 1 77] ; [ 11 241],[ 2.83636364 75.16363636] ; [  9.16363636 242.83636364],0
s4,1,0.214912,1.538022,[11 67] ; [ 51 199],[14.74390244 63.25609756] ; [ 47.25609756 202.74390244],0
a1,1,0.236807,1.399504,[ 2 76] ; [ 15 237],[ 4.01818182 73.98181818] ; [ 12.98181818 239.01818182],0
d2,1,0.239465,1.383738,[48 30] ; [136 116],[43.49090909 34.50909091] ; [140.50909091 111.49090909],0
d3,1,0.246716,1.341806,[51 27] ; [182  70],[55.07272727 22.92727273] ; [177.92727273  74.07272727],0
p4,1,0.25509,1.295208,[51 27] ; [181  70],[55.00303951 22.99696049] ; [176.99696049  74.00303951],0
