Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,32.327809,[59 32] ; [154  12],[75.42023346 15.57976654] ; [137.57976654  28.42023346],1
p2,1,0.0,29.894983,[44 47] ; [134  31],[63.2734375 27.7265625] ; [114.7265625  50.2734375],1
r4,1,0.0,29.076636,[51 40] ; [144  23],[68.77906977 22.22093023] ; [126.22093023  40.77906977],1
p10,1,0.0,28.320629,[37 51] ; [125  40],[56.34782609 31.65217391] ; [105.65217391  59.34782609],1
b1,1,3e-06,21.7565,[55 36] ; [ 51 116],[37.3875969 53.6124031] ; [68.6124031 98.3875969],1
v4,1,1.1e-05,19.299419,[67 24] ; [154  11],[78.55859375 12.44140625] ; [142.44140625  22.55859375],1
p9,1,5.8e-05,16.167262,[45 41] ; [128  38],[59.03968254 26.96031746] ; [113.96031746  52.03968254],1
n6,1,7.5e-05,15.692481,[52 38] ; [135  32],[65.48638132 24.51361868] ; [121.51361868  45.48638132],1
a1,1,7.9e-05,15.578888,[10 81] ; [  1 166],[ 3.87984496 87.12015504] ; [  7.12015504 159.87984496],1
p8,1,0.000174,14.097515,[17 73] ; [70 96],[30.5859375 59.4140625] ; [ 56.4140625 109.5859375],1
p7,1,0.000289,13.141777,[26 65] ; [83 76],[39.676 51.324] ; [69.324 89.676],1
s6,1,0.002374,9.235271,[35 55] ; [97 68],[46.58823529 43.41176471] ; [85.41176471 79.58823529],0
p6,1,0.019383,5.466657,[12 78] ; [ 43 123],[19.3359375 70.6640625] ; [ 35.6640625 130.3359375],0
p4,1,0.022167,5.232612,[21 69] ; [ 62 104],[29.1796875 60.8203125] ; [ 53.8203125 112.1796875],0
d4,1,0.026079,4.950787,[56 34] ; [126  41],[63.73540856 26.26459144] ; [118.26459144  48.73540856],0
r2,1,0.027644,4.85013,[71 17] ; [151  16],[76.61176471 11.38823529] ; [145.38823529  21.61176471],0
n4,1,0.031343,4.634068,[51 39] ; [117  50],[58.83268482 31.16731518] ; [109.16731518  57.83268482],0
u3,1,0.031442,4.628662,[12 23] ; [38 29],[17.15686275 17.84313725] ; [32.84313725 34.15686275],0
s1,1,0.036856,4.357053,[10 80] ; [  7 157],[ 6.02362205 83.97637795] ; [ 10.97637795 153.02362205],0
