Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.000739,11.388137,[55  7] ; [7 7],[50.57894737 11.42105263] ; [11.42105263  2.57894737],1
s6,1,0.001743,9.802077,[32 28] ; [ 1 13],[26.75675676 33.24324324] ; [6.24324324 7.75675676],0
v4,1,0.00237,9.238039,[55  6] ; [8 6],[51.24  9.76] ; [11.76  2.24],0
r1,1,0.034941,4.448048,[37 25] ; [ 4 10],[33.44736842 28.55263158] ; [7.55263158 6.44736842],0
s5,1,0.043386,4.080308,[20 38] ; [ 1 13],[16.91666667 41.08333333] ; [4.08333333 9.91666667],0
d1,1,0.046403,3.96692,[21 41] ; [ 1 13],[17.94736842 44.05263158] ; [4.05263158 9.94736842],0
s2,1,0.048051,3.908213,[26 35] ; [ 2 12],[22.77333333 38.22666667] ; [5.22666667 8.77333333],0
n5,1,0.053138,3.739582,[22 39] ; [9 5],[25.21333333 35.78666667] ; [5.78666667 8.21333333],0
s3,1,0.066046,3.37865,[30 32] ; [ 3 11],[26.92105263 35.07894737] ; [6.07894737 7.92105263],0
p11,1,0.081261,3.0395,[42 20] ; [6 8],[39.15789474 22.84210526] ; [8.84210526 5.15789474],0
n3,1,0.091031,2.856044,[19  8] ; [3 5],[16.97142857 10.02857143] ; [5.02857143 2.97142857],0
s8,1,0.10151,2.681653,[17 44] ; [ 1 13],[14.64 46.36] ; [ 3.36 10.64],0
p6,1,0.143883,2.13593,[15 45] ; [ 1 13],[12.97297297 47.02702703] ; [ 3.02702703 10.97297297],0
p3,1,0.180488,1.793604,[20 42] ; [ 2 12],[17.94736842 44.05263158] ; [4.05263158 9.94736842],0
d2,1,0.185601,1.752194,[25 37] ; [ 3 11],[22.84210526 39.15789474] ; [5.15789474 8.84210526],0
n1,1,0.189166,1.724099,[10 17] ; [1 7],[ 8.48571429 18.51428571] ; [2.51428571 5.48571429],0
b1,1,0.195987,1.672029,[28 34] ; [9 5],[30.18421053 31.81578947] ; [6.81578947 7.18421053],0
a5,1,0.195987,1.672029,[34 28] ; [5 9],[31.81578947 30.18421053] ; [7.18421053 6.81578947],0
n2,1,0.238569,1.389031,[23  5] ; [5 3],[21.77777778  6.22222222] ; [6.22222222 1.77777778],0
p5,1,0.249026,1.328759,[ 1 60] ; [ 1 13],[ 1.62666667 59.37333333] ; [ 0.37333333 13.62666667],0
v2,1,0.260919,1.263875,[22 37] ; [ 3 11],[20.20547945 38.79452055] ; [4.79452055 9.20547945],0
a4,1,0.264367,1.245743,[23 39] ; [ 3 11],[21.21052632 40.78947368] ; [4.78947368 9.21052632],0
p9,1,0.281828,1.158256,[38 23] ; [6 7],[36.27027027 24.72972973] ; [7.72972973 5.27027027],0
d5,1,0.301318,1.06835,[36 26] ; [6 8],[34.26315789 27.73684211] ; [7.73684211 6.26315789],0
p7,1,0.325008,0.968688,[35 26] ; [6 8],[33.34666667 27.65333333] ; [7.65333333 6.34666667],0
p2,1,0.390209,0.738291,[32 30] ; [9 5],[33.44736842 28.55263158] ; [7.55263158 6.44736842],0
s4,1,0.421676,0.645639,[15 47] ; [ 2 12],[13.86842105 48.13157895] ; [ 3.13157895 10.86842105],0
a3,1,0.422748,0.642663,[32 29] ; [9 5],[33.34666667 27.65333333] ; [7.65333333 6.34666667],0
p10,1,0.447698,0.576473,[33 28] ; [6 8],[31.72 29.28] ; [7.28 6.72],0
b2,1,0.503368,0.447828,[ 9 26] ; [2 3],[ 9.625 25.375] ; [1.375 3.625],0
b3,1,0.503368,0.447828,[ 9 26] ; [2 3],[ 9.625 25.375] ; [1.375 3.625],0
n6,1,0.50771,0.438783,[37 25] ; [7 7],[35.89473684 26.10526316] ; [8.10526316 5.89473684],0
u2,1,0.580758,0.305011,[16 14] ; [2 3],[15.42857143 14.57142857] ; [2.57142857 2.42857143],0
s7,1,0.593512,0.284893,[14 45] ; [ 2 10],[13.29577465 45.70422535] ; [2.70422535 9.29577465],0
b4,1,0.661023,0.192283,[35 27] ; [7 7],[34.26315789 27.73684211] ; [7.73684211 6.26315789],0
p8,1,0.703057,0.145311,[21 41] ; [ 4 10],[20.39473684 41.60526316] ; [4.60526316 9.39473684],0
b5,1,0.708189,0.140092,[32 30] ; [8 6],[32.63157895 29.36842105] ; [7.36842105 6.63157895],0
v1,1,0.716642,0.131733,[25 36] ; [5 9],[24.4 36.6] ; [5.6 8.4],0
p4,1,0.716642,0.131733,[25 36] ; [5 9],[24.4 36.6] ; [5.6 8.4],0
s1,1,0.727297,0.121608,[ 3 59] ; [ 1 13],[ 3.26315789 58.73684211] ; [ 0.73684211 13.26315789],0
d3,1,0.750018,0.101516,[25 37] ; [5 9],[24.47368421 37.52631579] ; [5.52631579 8.47368421],0
a1,1,0.767072,0.087739,[ 6 56] ; [ 1 13],[ 5.71052632 56.28947368] ; [ 1.28947368 12.71052632],0
u3,1,0.781745,0.076754,[16 14] ; [3 2],[16.28571429 13.71428571] ; [2.71428571 2.28571429],0
d4,1,0.834019,0.043911,[41 20] ; [9 5],[40.66666667 20.33333333] ; [9.33333333 4.66666667],0
a6,1,0.834926,0.043425,[24 38] ; [5 9],[23.65789474 38.34210526] ; [5.34210526 8.65789474],0
p1,1,0.908042,0.013342,[ 5 57] ; [ 1 13],[ 4.89473684 57.10526316] ; [ 1.10526316 12.89473684],0
v3,1,0.927438,0.008294,[ 9 50] ; [ 2 12],[ 8.89041096 50.10958904] ; [ 2.10958904 11.89041096],0
