Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-06,24.439867,[ 3 44] ; [24 21],[13.79347826 33.20652174] ; [13.20652174 31.79347826],1
v4,1,0.000136,14.555096,[29 17] ; [43  2],[36.3956044  9.6043956] ; [35.6043956  9.3956044],1
p4,1,0.000336,12.859424,[10 37] ; [26 19],[18.39130435 28.60869565] ; [17.60869565 27.39130435],1
p10,1,0.000519,12.044729,[16 30] ; [32 13],[24.26373626 21.73626374] ; [23.73626374 21.26373626],1
p2,1,0.000612,11.739254,[25 22] ; [38  6],[32.53846154 14.46153846] ; [30.46153846 13.53846154],1
p11,1,0.001005,10.818249,[20 27] ; [35 11],[27.79569892 19.20430108] ; [27.20430108 18.79569892],0
p9,1,0.001277,10.37594,[21 25] ; [36 10],[28.5 17.5] ; [28.5 17.5],0
r3,1,0.001942,9.603691,[32 15] ; [43  3],[37.90322581  9.09677419] ; [37.09677419  8.90322581],0
s6,1,0.0026,9.068727,[14 33] ; [28 18],[21.22580645 25.77419355] ; [20.77419355 25.22580645],0
v2,1,0.004091,8.243138,[13 32] ; [26 18],[19.71910112 25.28089888] ; [19.28089888 24.71910112],0
s8,1,0.006864,7.308105,[ 6 41] ; [17 29],[11.62365591 35.37634409] ; [11.37634409 34.62365591],0
b5,1,0.007584,7.129068,[22 25] ; [34 12],[28.30107527 18.69892473] ; [27.69892473 18.30107527],0
b3,1,0.008906,6.841629,[13 15] ; [ 4 24],[ 8.5 19.5] ; [ 8.5 19.5],0
b2,1,0.008906,6.841629,[13 15] ; [ 4 24],[ 8.5 19.5] ; [ 8.5 19.5],0
p6,1,0.012986,6.170964,[ 5 42] ; [14 30],[ 9.81318681 37.18681319] ; [ 9.18681319 34.81318681],0
d5,1,0.014239,6.008316,[29 18] ; [38  7],[34.22826087 12.77173913] ; [32.77173913 12.22826087],0
s7,1,0.018481,5.549956,[ 9 33] ; [20 24],[14.1627907 27.8372093] ; [14.8372093 29.1627907],0
u1,1,0.046051,3.979741,[ 1 46] ; [ 6 40],[ 3.53763441 43.46236559] ; [ 3.46236559 42.53763441],0
d1,1,0.048621,3.888384,[16 31] ; [25 21],[20.72043011 26.27956989] ; [20.27956989 25.72043011],0
p3,1,0.059021,3.564697,[13 34] ; [21 24],[17.36956522 29.63043478] ; [16.63043478 28.36956522],0
a6,1,0.071724,3.243108,[26 21] ; [33 12],[30.14130435 16.85869565] ; [28.85869565 16.14130435],0
n1,1,0.073035,3.213456,[11  8] ; [3 9],[ 8.58064516 10.41935484] ; [5.41935484 6.58064516],0
b1,1,0.073819,3.195996,[22 25] ; [30 16],[26.27956989 20.72043011] ; [25.72043011 20.27956989],0
d3,1,0.081333,3.038056,[24 23] ; [31 14],[28.09782609 18.90217391] ; [26.90217391 18.09782609],0
n2,1,0.09169,2.844444,[13  7] ; [11  1],[15.  5.] ; [9. 3.],0
a7,1,0.105062,2.626978,[25 22] ; [32 14],[28.80645161 18.19354839] ; [28.19354839 17.80645161],0
a4,1,0.109276,2.564663,[23 24] ; [15 31],[19.20430108 27.79569892] ; [18.79569892 27.20430108],0
u2,1,0.114653,2.488889,[7 7] ; [11  3],[9. 5.] ; [9. 5.],0
s5,1,0.119183,2.428022,[ 5 38] ; [11 34],[ 7.81818182 35.18181818] ; [ 8.18181818 36.81818182],0
a1,1,0.147746,2.095372,[ 6 41] ; [ 2 44],[ 4.04301075 42.95698925] ; [ 3.95698925 42.04301075],0
a2,1,0.164349,1.933743,[ 6 41] ; [11 35],[ 8.59139785 38.40860215] ; [ 8.40860215 37.59139785],0
r2,1,0.185714,1.751292,[42  4] ; [36  8],[39.86666667  6.13333333] ; [38.13333333  5.86666667],0
s4,1,0.228732,1.448728,[ 5 42] ; [ 9 37],[ 7.07526882 39.92473118] ; [ 6.92473118 39.07526882],0
p1,1,0.238136,1.391597,[ 5 41] ; [ 2 44],[ 3.5 42.5] ; [ 3.5 42.5],0
b4,1,0.24761,1.336741,[23 24] ; [28 18],[25.77419355 21.22580645] ; [25.22580645 20.77419355],0
s1,1,0.295898,1.092591,[ 1 45] ; [ 3 42],[ 2.02197802 43.97802198] ; [ 1.97802198 43.02197802],0
n5,1,0.329529,0.950747,[26 21] ; [30 16],[28.30107527 18.69892473] ; [27.69892473 18.30107527],0
s3,1,0.403754,0.697117,[20 26] ; [23 21],[21.97777778 24.02222222] ; [21.02222222 22.97777778],0
d4,1,0.426326,0.632811,[32 15] ; [34 11],[33.7173913 13.2826087] ; [32.2826087 12.7173913],0
r1,1,0.535879,0.383231,[32 15] ; [34 12],[33.35483871 13.64516129] ; [32.64516129 13.35483871],0
p12,1,0.544182,0.367843,[ 1 45] ; [ 2 43],[ 1.51648352 44.48351648] ; [ 1.48351648 43.51648352],0
r4,1,0.547323,0.362134,[31 16] ; [33 13],[32.34408602 14.65591398] ; [31.65591398 14.34408602],0
s2,1,0.5552,0.348084,[14 33] ; [16 29],[15.32608696 31.67391304] ; [14.67391304 30.32608696],0
a5,1,0.602931,0.270597,[34 13] ; [31 15],[32.84946237 14.15053763] ; [32.15053763 13.84946237],0
d2,1,0.685929,0.163528,[21 26] ; [22 23],[21.9673913 25.0326087] ; [21.0326087 23.9673913],0
u3,1,0.704738,0.14359,[7 7] ; [8 6],[7.5 6.5] ; [7.5 6.5],0
a3,1,0.818902,0.052422,[33 13] ; [32 14],[32.5 13.5] ; [32.5 13.5],0
v1,1,0.856946,0.032495,[19 27] ; [19 25],[19.42222222 26.57777778] ; [18.57777778 25.42222222],0
n3,1,0.880438,0.022624,[10  8] ; [7 5],[10.2  7.8] ; [6.8 5.2],0
v3,1,0.887075,0.020166,[13 31] ; [13 29],[13.30232558 30.69767442] ; [12.69767442 29.30232558],0
a8,1,0.939282,0.005802,[ 7 39] ; [ 6 35],[ 6.87356322 39.12643678] ; [ 6.12643678 34.87356322],0
