Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,1.4e-05,18.886873,[163 116] ; [21 50],[146.67428571 132.32571429] ; [37.32571429 33.67428571],1
s5,1,0.09274,2.826156,[ 95 174] ; [17 52],[ 89.13609467 179.86390533] ; [22.86390533 46.13609467],0
p4,1,0.108255,2.579508,[162 115] ; [34 37],[156.01149425 120.98850575] ; [39.98850575 31.01149425],0
b1,1,0.117015,2.456825,[123 156] ; [24 47],[117.18 161.82] ; [29.82 41.18],0
p8,1,0.130392,2.287835,[141 136] ; [29 42],[135.31609195 141.68390805] ; [34.68390805 36.31609195],0
p6,1,0.141077,2.166174,[104 173] ; [20 51],[ 98.70114943 178.29885057] ; [25.29885057 45.70114943],0
s2,1,0.152393,2.048129,[139 137] ; [29 42],[133.62536023 142.37463977] ; [34.37463977 36.62536023],0
p9,1,0.165868,1.919896,[216  61] ; [59 10],[220.15895954  56.84104046] ; [54.84104046 14.15895954],0
v3,1,0.211093,1.563914,[ 56 215] ; [10 61],[ 52.29824561 218.70175439] ; [13.70175439 57.29824561],0
a6,1,0.249871,1.324027,[181  97] ; [41 30],[176.83667622 101.16332378] ; [45.16332378 25.83667622],0
s1,1,0.267182,1.23116,[ 17 258] ; [ 2 69],[ 15.10115607 259.89884393] ; [ 3.89884393 67.10115607],0
p2,1,0.281479,1.159934,[228  51] ; [54 17],[224.79428571  54.20571429] ; [57.20571429 13.79428571],0
u2,1,0.374161,0.789798,[52 36] ; [16 16],[49.86666667 38.13333333] ; [18.13333333 13.86666667],0
s4,1,0.439994,0.596298,[ 54 219] ; [17 54],[ 56.34593023 216.65406977] ; [14.65406977 56.34593023],0
a7,1,0.498957,0.457154,[195  84] ; [46 24],[192.66189112  86.33810888] ; [48.33810888 21.66189112],0
p11,1,0.541846,0.372128,[214  65] ; [52 19],[212.04  66.96] ; [53.96 17.04],0
n3,1,0.555239,0.348014,[46 19] ; [17  5],[47.06896552 17.93103448] ; [15.93103448  6.06896552],0
v4,1,0.577152,0.310861,[271   7] ; [70  1],[271.62750716   6.37249284] ; [69.37249284  1.62750716],0
p12,1,0.607845,0.263325,[ 16 261] ; [ 3 68],[ 15.12356322 261.87643678] ; [ 3.87643678 67.12356322],0
p3,1,0.642361,0.215668,[126 152] ; [30 41],[124.26361032 153.73638968] ; [31.73638968 39.26361032],0
p5,1,0.713324,0.13498,[ 32 245] ; [ 7 63],[ 31.13256484 245.86743516] ; [ 7.86743516 62.13256484],0
n6,1,0.730923,0.118266,[231  48] ; [60 11],[231.96857143  47.03142857] ; [59.03142857 11.96857143],0
b4,1,0.781068,0.077243,[156 123] ; [41 30],[157.03714286 121.96285714] ; [39.96285714 31.03714286],0
p10,1,0.817103,0.053487,[206  71] ; [53 17],[206.75216138  70.24783862] ; [52.24783862 17.75216138],0
p1,1,0.828253,0.047064,[ 25 252] ; [ 7 64],[ 25.47126437 251.52873563] ; [ 6.52873563 64.47126437],0
b2,1,0.881458,0.022237,[ 62 109] ; [14 26],[ 61.59241706 109.40758294] ; [14.40758294 25.59241706],0
b3,1,0.881458,0.022237,[ 62 109] ; [14 26],[ 61.59241706 109.40758294] ; [14.40758294 25.59241706],0
r3,1,0.887218,0.020114,[271   7] ; [69  2],[270.83094556   7.16905444] ; [69.16905444  1.83094556],0
n1,1,0.959621,0.002563,[27 40] ; [ 9 13],[27.1011236 39.8988764] ; [ 8.8988764 13.1011236],0
a8,1,0.999012,2e-06,[ 34 223] ; [ 9 59],[ 34.00307692 222.99692308] ; [ 8.99692308 59.00307692],0
