Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3e-06,21.927745,[ 9 77] ; [21 24],[19.69465649 66.30534351] ; [10.30534351 34.69465649],1
p4,1,0.007879,7.060881,[20 64] ; [21 24],[26.69767442 57.30232558] ; [14.30232558 30.69767442],0
p7,1,0.021405,5.293519,[30 52] ; [26 19],[36.15748031 45.84251969] ; [19.84251969 25.15748031],0
s6,1,0.023953,5.098039,[28 57] ; [24 21],[34. 51.] ; [18. 27.],0
r3,1,0.033496,4.520261,[57 28] ; [38  7],[62.11538462 22.88461538] ; [32.88461538 12.11538462],0
a3,1,0.037653,4.32065,[53 32] ; [19 25],[47.44186047 37.55813953] ; [24.55813953 19.44186047],0
n4,1,0.053067,3.741799,[51 34] ; [19 26],[45.76923077 39.23076923] ; [24.23076923 20.76923077],0
d5,1,0.056465,3.638296,[63 22] ; [26 19],[58.19230769 26.80769231] ; [30.80769231 14.19230769],0
a4,1,0.057684,3.602755,[35 50] ; [11 34],[30.07692308 54.92307692] ; [15.92307692 29.07692308],0
n3,1,0.075599,3.157065,[15 15] ; [13  4],[17.87234043 12.12765957] ; [10.12765957  6.87234043],0
p2,1,0.077784,3.110613,[41 44] ; [29 16],[45.76923077 39.23076923] ; [24.23076923 20.76923077],0
a2,1,0.079977,3.065371,[18 68] ; [ 4 41],[14.44274809 71.55725191] ; [ 7.55725191 37.44274809],0
r4,1,0.08816,2.90766,[48 38] ; [32 13],[52.51908397 33.48091603] ; [27.48091603 17.51908397],0
b2,1,0.116954,2.457641,[18 29] ; [ 4 17],[15.20588235 31.79411765] ; [ 6.79411765 14.20588235],0
b3,1,0.116954,2.457641,[18 29] ; [ 4 17],[15.20588235 31.79411765] ; [ 6.79411765 14.20588235],0
p10,1,0.146832,2.104862,[31 51] ; [23 22],[34.86614173 47.13385827] ; [19.13385827 25.86614173],0
p8,1,0.151409,2.057996,[19 66] ; [15 29],[22.40310078 62.59689922] ; [11.59689922 32.40310078],0
p3,1,0.165175,1.926201,[21 64] ; [16 28],[24.37984496 60.62015504] ; [12.62015504 31.37984496],0
n2,1,0.165684,1.921569,[16 16] ; [12  5],[18.28571429 13.71428571] ; [9.71428571 7.28571429],0
